sku,title,sub_title,brand,product_url,description,product_specification,price,old_price,image,in_stock,is_sponsored,discount_value,rating,reviews,e_retailer,client,market,type,position,listing_url,page
9200000132027405,5 in 1 Baardtrimmer voor mannen - Trimmer voor Baard en Lichaam - Neus en Oor -Bodygroomer - 0.5-10MM,,Rimlen®,https://www.kruidvat.nl/nl/nl/p/5-in-1-baardtrimmer-voor-mannen-trimmer-voor-baard-en-lichaam-neus-en-oor-bodygroomer-0-5-10mm/9200000132027405/,Trimmer Baard Ben je op zoek naar een veilige en multifunctionele trimmer waarmee je het gehele lichaam…,"['Meegeleverd: Baardtrimmer | Scheeropzetstuk | Extra scheeropzetstuk | Opbergstandaard | Opzetkam | Precisietrimmer | Trimmer opzetstuk', 'Type baardgroei: Middel | Licht', '90 minuten draadloos te gebruiken', 'Lengte-instelling: 0,5 tot 10 mm', 'Zelfslijpende messen']",36.99,"39,99",https://www.kruidvat.nl/,True,False,['8%'],4.3,173,bol.com,P&G,NL,Search,10,https://www.bol.com/nl/nl/s/?searchtext=trimmer,1
9200000126719077,Braun Baardtrimmer en Haartrimmer BT7220 - Zwart Metaalgrijs,De Braun baardtrimmers trimmen naukwkeurig met precisiedraaiknop en levenslang scherpe mesjes,Braun,https://www.kruidvat.nl/nl/nl/p/braun-baardtrimmer-en-haartrimmer-bt7220-zwart-metaalgrijs/9200000126719077/,Braun trimmers zijn gebouwd om twee keer zo lang mee te gaan*. Maakt werk van baarden van 3-5 en 7+ dagen…,"['Meegeleverd: Reinigingsborsteltje', 'Type baardgroei: Middel', '100 minuten draadloos te gebruiken', 'Lengte-instelling: 5 tot 200 mm', 'Afspoelbaar']",52.99,,https://www.kruidvat.nl/,True,False,[],4.3,67,bol.com,P&G,NL,Search,11,https://www.bol.com/nl/nl/s/?searchtext=trimmer,1
9300000008250526,Remington Beard Kit Baardtrimmer MB4046,,Remington,https://www.kruidvat.nl/nl/nl/p/remington-beard-kit-baardtrimmer-mb4046/9300000008250526/,"De baardtrimmer kit die jij nodig hebt Lange of korte baarden. Met 3 verschillende opzetstukken, pop-up…","['Meegeleverd: Opzetkam | Schaar | Zachte borstel', 'Type baardgroei: Licht | Middel | Zwaar', '120 minuten draadloos te gebruiken', 'Lengte-instelling: 0,5 tot 35 mm', 'Afspoelbaar', 'geschikt voor nat scheren', 'Zelfslijpende messen']",40.99,,https://www.kruidvat.nl/,True,False,[],4.6,80,bol.com,P&G,NL,Search,12,https://www.bol.com/nl/nl/s/?searchtext=trimmer,1
9200000047593060,Philips 5000 serie BT5200/16 - Baardtrimmer,,Philips,https://www.kruidvat.nl/nl/nl/p/philips-5000-serie-bt5200-16-baardtrimmer/9200000047593060/,"Deze trimmer heeft volledig metalen mesjes en laat je heel precies een stoppelbaard, korte baard of lange…","['Meegeleverd: Reinigingsborsteltje | Opzetkam', 'Type baardgroei: Middel', '60 minuten draadloos te gebruiken', 'Lengte-instelling: 0,2 tot 10 mm', 'Afspoelbaar']",38.19,,https://www.kruidvat.nl/,True,False,[],4.4,364,bol.com,P&G,NL,Search,13,https://www.bol.com/nl/nl/s/?searchtext=trimmer,1
9300000007988102,Philips Series 3000 BT3208/15 - Baardtrimmer,Moeiteloos een driedaagse stoppelbaard,Philips,https://www.kruidvat.nl/nl/nl/p/philips-series-3000-bt3208-15-baardtrimmer/9300000007988102/,Dankzij het innovatieve Lift & Trim-systeem pakt deze trimmer meer platliggende haren en bereikt daardoor…,"['Meegeleverd: Reinigingsborsteltje | Trimmer opzetstuk', 'Type baardgroei: Licht | Middel', '45 minuten draadloos te gebruiken', 'Lengte-instelling: 1 tot 1 mm', 'Afspoelbaar']",27.99,,https://www.kruidvat.nl/,True,False,[],4.2,146,bol.com,P&G,NL,Search,14,https://www.bol.com/nl/nl/s/?searchtext=trimmer,1
9300000012196536,BAESS 5 in 1 Baardtrimmer voor mannen - Trimmer voor Baard en Lichaam - Neus en Oor - 0.5-20MM - Tondeuse Mannen - Rood,Heeft een duurzame batterij,BAESS,https://www.kruidvat.nl/nl/nl/p/baess-5-in-1-baardtrimmer-voor-mannen-trimmer-voor-baard-en-lichaam-neus-en-oor-0-5-20mm-tondeuse-mannen-rood/9300000012196536/,Ben je op zoek naar een veilige en multifunctionele baardtrimmer waarmee je het gehele gezicht en lichaam…,"['Meegeleverd: Baardtrimmer | Bakkersaccessoires | Extra reinigingspatroon | Extra scheeropzetstuk | Kam | Opzetborstel | Precisietrimmer', 'Type baardgroei: Licht | Middel | Zwaar', '65 minuten draadloos te gebruiken', 'Lengte-instelling: 1 tot 1 mm', 'Afspoelbaar', 'geschikt voor nat scheren', 'Zelfslijpende messen']",42.95,,https://www.kruidvat.nl/,True,True,[],4.5,49,bol.com,P&G,NL,Search,15,https://www.bol.com/nl/nl/s/?searchtext=trimmer,1
9300000008039204,Professionele Draadloze Tondeuse - Cheveux Haar - Haartondeuse - Trimmer Mannen Hoofdhaar - Hair Clipper - Hoofd Kaal Scheren - 2 tot 4 mm,,Revahs,https://www.kruidvat.nl/nl/nl/p/professionele-draadloze-tondeuse-cheveux-haar-haartondeuse-trimmer-mannen-hoofdhaar-hair-clipper-hoofd-kaal-scheren-2-tot-4-mm/9300000008039204/,"Op zoek naar de ideale tondeuse voor zowel het scheren, stijlen als trimmen? De professionele REVAHS…","['Lengte-instelling: 2 tot 4 mm', 'Draadloos te gebruiken: Ja', 'Zelfslijpende messen']",36.95,"39,49",https://www.kruidvat.nl/,True,True,['6%'],4.7,15,bol.com,P&G,NL,Search,16,https://www.bol.com/nl/nl/s/?searchtext=trimmer,1
9300000022417058,Beeperfect® 5-in-1 Baardtrimmer Voor Mannen - 5 opzetstukken - Bodygroomer - Instelbare lengte 0.5-10MM,,Beeperfect,https://www.kruidvat.nl/nl/nl/p/beeperfect-5-in-1-baardtrimmer-voor-mannen-5-opzetstukken-bodygroomer-instelbare-lengte-0-5-10mm/9300000022417058/,Met de draadloze 5-in-1 Baardtrimmer van Beeperfect® Haal je alles in huis om je baard en lichaamshaar…,"['Meegeleverd: Kam | Precisietrimmer | Trimmer opzetstuk | Opbergstandaard | USB lader | Gezichtsreinigingsborstel | Baardtrimmer', 'Type baardgroei: Middel | Licht | Zwaar', '90 minuten draadloos te gebruiken', 'Lengte-instelling: 20 tot 200 mm', 'Zelfslijpende messen']",49.95,,https://www.kruidvat.nl/,True,False,[],4.6,97,bol.com,P&G,NL,Search,17,https://www.bol.com/nl/nl/s/?searchtext=trimmer,1
9300000021209768,"Philips OneBlade Pro QP6650/30 - Trimmer, scheerapparaat en styler",Geschikt voor nat scheren.,Philips,https://www.kruidvat.nl/nl/nl/p/philips-oneblade-pro-qp6650-30-trimmer-scheerapparaat-en-styler/9300000021209768/,"Philips OneBlade Pro Face + Body kan haar van elke lengte trimmen, scheren en stylen. Je krijgt een mesje…","['Meegeleverd: Oplaad-standaard | Opzetkam | Reisetui | Baardtrimmer', 'Type baardgroei: Licht | Middel | Zwaar', '120 minuten draadloos te gebruiken', 'Lengte-instelling: 10 tot 10 mm', 'Afspoelbaar', 'geschikt voor nat scheren']",109.99,,https://www.kruidvat.nl/,True,False,[],4.3,33,bol.com,P&G,NL,Search,18,https://www.bol.com/nl/nl/s/?searchtext=trimmer,1
9200000130951736,Braun BT3222 - Baardtrimmer en Haartrimmer – Zwart,De Braun baardtrimmers trimmen naukwkeurig met precisiedraaiknop en levenslang scherpe mesjes,Braun,https://www.kruidvat.nl/nl/nl/p/braun-bt3222-baardtrimmer-en-haartrimmer-zwart/9200000130951736/,"Scherper, sneller, efficiënter vs. alle vorige generaties Braun baardtrimmers, baardtrimmer, scheerapparaat…","['Meegeleverd: Reinigingsborsteltje', 'Type baardgroei: Middel', '50 minuten draadloos te gebruiken', 'Lengte-instelling: 0 tot 200 mm', 'Afspoelbaar']",26.99,,https://www.kruidvat.nl/,True,False,[],3.9,14,bol.com,P&G,NL,Search,19,https://www.bol.com/nl/nl/s/?searchtext=trimmer,1
9200000071394926,"Philips OneBlade Pro QP6520/30 - Trimmer, scheerapparaat en styler",Met precisietrimkam met 14 lengtestanden,Philips,https://www.kruidvat.nl/nl/nl/p/philips-oneblade-pro-qp6520-30-trimmer-scheerapparaat-en-styler/9200000071394926/,"Met de Philips OneBlade QP6520/30 kun je je baard trimmen, scheren en stylen. Dit alles-in-1 apparaat…","['Meegeleverd: Precisietrimmer | Opzetkam | Oplaadstation | Reisetui', 'Type baardgroei: Licht | Middel | Zwaar', 'Snel laden functie', '90 minuten draadloos te gebruiken', 'Lengte-instelling: 0,4 tot 10 mm', 'Afspoelbaar', 'geschikt voor nat scheren']",64.99,,https://www.kruidvat.nl/,True,False,[],4.4,244,bol.com,P&G,NL,Search,20,https://www.bol.com/nl/nl/s/?searchtext=trimmer,1
9200000093803217,Philips 7000 serie BT7500/15 - Baardtrimmer,Vangt tot wel 95% van het getrimde haar op* | Incl. precisietrimmer,Philips,https://www.kruidvat.nl/nl/nl/p/philips-7000-serie-bt7500-15-baardtrimmer/9200000093803217/,De Philips BT7500/15 baardtrimmer is de schoonste trimmer van Philips dankzij de afzuigfunctie die tot…,"['Meegeleverd: Opzetkam | Precisietrimmer', 'Type baardgroei: Licht | Middel | Zwaar', 'Snel laden functie', '75 minuten draadloos te gebruiken', 'Lengte-instelling: 0,5 tot 10 mm', 'Afspoelbaar', 'geschikt voor nat scheren']",58.49,,https://www.kruidvat.nl/,True,False,[],4.1,56,bol.com,P&G,NL,Search,21,https://www.bol.com/nl/nl/s/?searchtext=trimmer,1
9200000079233395,"Philips OneBlade QP2520/20 - Trimmer, scheerapparaat en styler","Trimmen, scheren, stylen | Met 3 opzetbare stoppelkammen",Philips,https://www.kruidvat.nl/nl/nl/p/philips-oneblade-qp2520-20-trimmer-scheerapparaat-en-styler/9200000079233395/,"Trim, scheer en style haar van iedere lengte met de revolutionaire OneBlade. Deze hybride styler is speciaal…","['Meegeleverd: Accu | Baardtrimmer', 'Type baardgroei: Licht | Middel | Zwaar', '45 minuten draadloos te gebruiken', 'Lengte-instelling: 10 tot 50 mm', 'Afspoelbaar', 'geschikt voor nat scheren']",37.00,,https://www.kruidvat.nl/,True,False,[],4.5,21,bol.com,P&G,NL,Search,22,https://www.bol.com/nl/nl/s/?searchtext=trimmer,1
9200000101599086,"Philips OneBlade Face + Body QP2620/20 - Trimmer, scheerapparaat en styler",,Philips,https://www.kruidvat.nl/nl/nl/p/philips-oneblade-face-body-qp2620-20-trimmer-scheerapparaat-en-styler/9200000101599086/,"Philips OneBlade Face + Body kan haar van elke lengte trimmen, bijwerken en scheren. U krijgt een mesje…","['Meegeleverd: Accu | Opzetkam', 'Type baardgroei: Zwaar | Licht | Middel', '45 minuten draadloos te gebruiken', 'Lengte-instelling: 50 tot 10 mm', 'Afspoelbaar', 'geschikt voor nat scheren']",40.50,,https://www.kruidvat.nl/,True,False,[],4.7,3,bol.com,P&G,NL,Search,23,https://www.bol.com/nl/nl/s/?searchtext=trimmer,1
9200000076739337,Philips QP2530/20 - Oneblade,"Trimmen, scheren, stylen | Met 4 opzetbare stoppelkammen",Philips,https://www.kruidvat.nl/nl/nl/p/philips-qp2530-20-oneblade/9200000076739337/,"Productbeschrijving Met de Philips OneBlade QP2530/20 is het mogelijk om je baard te trimmen, scheren…","['Meegeleverd: Beschermkap', 'Type baardgroei: Middel', '45 minuten draadloos te gebruiken', 'Lengte-instelling: 10 tot 50 mm', 'Afspoelbaar', 'geschikt voor nat scheren']",36.71,,https://www.kruidvat.nl/,True,False,[],5.0,2,bol.com,P&G,NL,Search,24,https://www.bol.com/nl/nl/s/?searchtext=trimmer,1
9200000110078908,Braun MGK3980 - Multi Grooming Kit,"9-in-1 trimmer voor baard, gezicht, haar, lichaam, oor en neus trimmen",Braun,https://www.kruidvat.nl/nl/nl/p/braun-mgk3980-multi-grooming-kit/9200000110078908/,"Negen precisiestylingjobs in één apparaat: stoppels, korte, middellange en lange baarden, lichaamsverzorging,…","['Meegeleverd: Beschermkap | Opzetkam | Reinigingsborsteltje | Trimmer opzetstuk', 'Type baardgroei: Licht', '100 minuten draadloos te gebruiken', 'Lengte-instelling: 5 tot 210 mm', 'Afspoelbaar']",61.69,,https://www.kruidvat.nl/,True,False,[],4.2,39,bol.com,P&G,NL,Search,25,https://www.bol.com/nl/nl/s/?searchtext=trimmer,1
9200000109869577,Philips Beardtrimmer series 1000 BT1209/15 baardtrimmer Grijs,,Philips,https://www.kruidvat.nl/nl/nl/p/philips-beardtrimmer-series-1000-bt1209-15-baardtrimmer-grijs/9200000109869577/,Philips Baardtrimmer series 1000 BT1209/15 Roestvrijstalen messen 60 min. draadloos gebruik/8 uur opladen…,"['Meegeleverd: Accu | Baardtrimmer', 'Type baardgroei: Middel | Zwaar | Licht', '30 minuten draadloos te gebruiken', 'Lengte-instelling: 0,5 tot 5 mm', 'Afspoelbaar']",24.99,,https://www.kruidvat.nl/,True,False,[],5.0,1,bol.com,P&G,NL,Search,26,https://www.bol.com/nl/nl/s/?searchtext=trimmer,1
9300000048091198,Braun Series X - XT5200 Hybride Trimmer,"De Braun Series XT5 is een baardtrimmer, lichaamsverzorger en elektrisch scheermes in één",Braun,https://www.kruidvat.nl/nl/nl/p/braun-series-x-xt5200-hybride-trimmer/9300000048091198/,"Scheren, trimmen en randen bijwerken met één enkel apparaat: alles-in-één scheerapparaat en baardtrimmer.…","['Meegeleverd: Beschermkap | Reinigingsborsteltje | Baardtrimmer', 'Type baardgroei: Licht | Middel', 'Snel laden functie', '45 minuten draadloos te gebruiken', 'Lengte-instelling: 1 tot 1 mm', 'Afspoelbaar', 'geschikt voor nat scheren']",58.99,,https://www.kruidvat.nl/,True,False,[],4.3,15,bol.com,P&G,NL,Search,27,https://www.bol.com/nl/nl/s/?searchtext=trimmer,1
9200000130666431,Braun BT7240 - Baardtrimmer,,Braun,https://www.kruidvat.nl/nl/nl/p/braun-bt7240-baardtrimmer/9200000130666431/,Creëer in alle gemak je eigen stijl met de Braun BT7240 baardtrimmer en haartrimmer voor mannen. De BT7240…,"['Meegeleverd: Baardtrimmer | Opzetkam', 'Type baardgroei: Middel', '100 minuten draadloos te gebruiken', 'Lengte-instelling: 5 tot 200 mm', 'Afspoelbaar']",52.29,,https://www.kruidvat.nl/,True,False,[],4.3,67,bol.com,P&G,NL,Search,28,https://www.bol.com/nl/nl/s/?searchtext=trimmer,1
9300000012899422,Daroyx® professionele trimmer mannen - baardtrimmer -  model Dragon Fire,,Daroyx,https://www.kruidvat.nl/nl/nl/p/daroyx-professionele-trimmer-mannen-baardtrimmer-model-dragon-fire/9300000012899422/,"Daroyx® Dragon Fire is zowel een (baard) trimmer als tondeuse in één. Super makkelijk in gebruik, de…","['Lengte-instelling: 0 tot 0 mm', 'Draadloos te gebruiken: Ja']",39.95,,https://www.kruidvat.nl/,True,True,[],5.0,1,bol.com,P&G,NL,Search,29,https://www.bol.com/nl/nl/s/?searchtext=trimmer,1
9300000005466505,BAESS 5 in 1 Baardtrimmer voor mannen - Trimmer voor Baard en Lichaam - Neus en Oor -  0.5-20MM - Tondeuse Mannen - Blauw,Heeft een duurzame batterij,BAESS,https://www.kruidvat.nl/nl/nl/p/baess-5-in-1-baardtrimmer-voor-mannen-trimmer-voor-baard-en-lichaam-neus-en-oor-0-5-20mm-tondeuse-mannen-blauw/9300000005466505/,Ben je op zoek naar een veilige en multifunctionele baardtrimmer waarmee je het gehele gezicht en lichaam…,"['Meegeleverd: Accu | Baardtrimmer | Extra scheeropzetstuk | Kam | USB lader', 'Type baardgroei: Licht | Middel | Zwaar', '65 minuten draadloos te gebruiken', 'Lengte-instelling: 1 tot 1 mm', 'Afspoelbaar', 'geschikt voor nat scheren', 'Zelfslijpende messen']",42.95,,https://www.kruidvat.nl/,True,True,[],4.5,49,bol.com,P&G,NL,Search,30,https://www.bol.com/nl/nl/s/?searchtext=trimmer,1
9200000095000966,Oral-B Pro 2 2500 - Zwart - Elektrische Tandenborstel,Met 2 minuten-timer en batterij die meer dan 2 weken meegaat | 2 poetsstanden: dagelijkse reiniging en tandvleesverzorging,Oral B,https://www.kruidvat.nl/nl/nl/p/oral-b-pro-2-2500-zwart-elektrische-tandenborstel/9200000095000966/,Tot 100% meer tandplakverwijdering: ronde kop reinigt beter voor gezonder tandvlees in 30 dagen in vergelijking…,"['Geschikt voor: Volwassenen', 'Inclusief timer: Ja', '3D: roterend en vibrerend', 'Ja, met licht- en trilsensor', 'Batterij-indicator', 'Oplader: Oplaadstation']",43.99,,https://media.s-bol.com/39JvjpkpGrv4/168x173.jpg,True,False,[],4.6,632,bol.com,P&G,NL,Search,1,https://www.bol.com/nl/nl/s/?searchtext=elektrische+tandenborstel,1
9200000117664163,Oral-B PRO 2 2900 - Elektrische Tandenborstel - Duopack,2 weken batterijduur|  2 poetstanden| poetstimer en zichtbare poetsdruksensor,Oral B,https://www.kruidvat.nl/nl/nl/p/oral-b-pro-2-2900-elektrische-tandenborstel-duopack/9200000117664163/,Tot 100% meer tandplakverwijdering: ronde kop reinigt beter voor gezonder tandvlees in 30 dagen in vergelijking…,"['Geschikt voor: Volwassenen', 'Inclusief timer: Ja', '3D: roterend en vibrerend', 'Ja, met licht- en trilsensor', 'Batterij-indicator', 'Oplader: Oplaadstation']",68.62,,https://www.kruidvat.nl/,True,False,[],4.6,151,bol.com,P&G,NL,Search,2,https://www.bol.com/nl/nl/s/?searchtext=elektrische+tandenborstel,1
9300000042907326,Luvion 250S - Sonische Elektrische Tandenborstel voor Baby en Peuter - 0 t/m 3 Jaar - Met Timer,,Luvion,https://www.kruidvat.nl/nl/nl/p/luvion-250s-sonische-elektrische-tandenborstel-voor-baby-en-peuter-0-t-m-3-jaar-met-timer/9300000042907326/,- NIEUW! - INTRODUCTIEAANBIEDING - Net zo poetsen als papa en mama! Onze sonische elektrische tandenborstel…,"['Geschikt voor: Baby', 'Inclusief timer: Ja', 'Sonisch: vibrerend', 'Nee', 'Oplader: Op batterijen']",27.95,"39,95",https://media.s-bol.com/gxBvxN8xAmnk/pgmABnV/168x205.jpg,True,True,['30%'],4.5,51,bol.com,P&G,NL,Search,3,https://www.bol.com/nl/nl/s/?searchtext=elektrische+tandenborstel,1
9300000043847525,Philips Sonicare Series 3100 HX3675/13 - Elektrische tandenborstel - Wit - Duopack,Vergeet jouw handtandenborstel. Poets met sonische technologie. | Tot 3 keer betere tandplakverwijdering,Philips,https://www.kruidvat.nl/nl/nl/p/philips-sonicare-series-3100-hx3675-13-elektrische-tandenborstel-wit-duopack/9300000043847525/,In combinatie met de Sonische technologie en de werking van de opzetborstels verwijdert de Philips Sonicare…,"['Geschikt voor: Volwassenen', 'Inclusief timer: Ja', 'Sonisch: vibrerend', 'Ja, met trilsensor', 'Batterij-indicator', 'Oplader: Oplaadstation']",55.99,,https://www.kruidvat.nl/,True,True,[],4.6,24,bol.com,P&G,NL,Search,4,https://www.bol.com/nl/nl/s/?searchtext=elektrische+tandenborstel,1
9200000095609041,Oral-B Vitality 100 CrossAction - Elektrische Tandenborstel - Zwart,Met 2 minuten timer,Oral,https://www.kruidvat.nl/nl/nl/p/oral-b-vitality-100-crossaction-elektrische-tandenborstel-zwart/9200000095609041/,De essentiële tandenborstel voor dagelijkse reiniging Verwijdert meer tandplak dan een gewone manuele…,"['Geschikt voor: Volwassenen', 'Inclusief timer: Ja', '2D: roterend', 'Nee', 'Oplader: Oplaadstation']",34.00,,https://www.kruidvat.nl/,True,False,[],4.4,1098,bol.com,P&G,NL,Search,5,https://www.bol.com/nl/nl/s/?searchtext=elektrische+tandenborstel,1
9300000035682974,Oral-B Pro 3 - 3000 - Zwarte - Elektrische Tandenborstel,Met verbeterde 360° poetsdrukcontrole | 2+ weken batterijduur | 3 poetstanden,Oral B,https://www.kruidvat.nl/nl/nl/p/oral-b-pro-3-3000-zwarte-elektrische-tandenborstel/9300000035682974/,Grondige reiniging en gezonder tandvlees met 360 is tandvleesdrukcontrole die u waarschuwt als u te hard…,"['Geschikt voor: Volwassenen', 'Inclusief timer: Ja', '3D: roterend en vibrerend', 'Ja, met licht- en trilsensor', 'Batterij-indicator', 'Oplader: Oplaadstation']",48.49,,https://www.kruidvat.nl/,True,False,[],4.2,67,bol.com,P&G,NL,Search,6,https://www.bol.com/nl/nl/s/?searchtext=elektrische+tandenborstel,1
9200000103033977,Oral-B Vitality 100 CrossAction - Blauw - Elektrische Tandenborstel,Met 2 minuten timer,Oral,https://www.kruidvat.nl/nl/nl/p/oral-b-vitality-100-crossaction-blauw-elektrische-tandenborstel/9200000103033977/,De essentiële tandenborstel voor dagelijkse reiniging Verwijdert meer tandplak dan een gewone manuele…,"['Geschikt voor: Volwassenen', 'Inclusief timer: Ja', '2D: roterend', 'Nee', 'Consumentenbond Beste koop - April 2020 | Consumentenbond Beste koop - December 2018', 'Oplader: Oplaadstation']",33.99,,https://www.kruidvat.nl/,True,False,[],4.4,1104,bol.com,P&G,NL,Search,7,https://www.bol.com/nl/nl/s/?searchtext=elektrische+tandenborstel,1
9300000035683492,Oral-B Pro 3 - 3900 - Zwarte en Roze - Elektrische Tandenborstel,Met verbeterde 360° poetsdrukcontrole | 2+ weken batterijduur | 3 poetstanden,Oral B,https://www.kruidvat.nl/nl/nl/p/oral-b-pro-3-3900-zwarte-en-roze-elektrische-tandenborstel/9300000035683492/,Grondige reiniging en gezonder tandvlees met 360 ̊ tandvleesdrukcontrole die u waarschuwt als u te hard…,"['Geschikt voor: Volwassenen', 'Inclusief timer: Ja', '3D: roterend en vibrerend', 'Ja, met licht- en trilsensor', 'Batterij-indicator', 'Oplader: Oplaadstation']",82.99,,https://www.kruidvat.nl/,True,False,[],4.2,67,bol.com,P&G,NL,Search,8,https://www.bol.com/nl/nl/s/?searchtext=elektrische+tandenborstel,1
9200000087326429,Philips Sonicare 2 series HX6232/20 Special Edition - Elektrische tandenborstel - Zwart,Verwijdert tot 7 keer meer tandplak vergeleken met een gewone tandenborstel,Philips,https://www.kruidvat.nl/nl/nl/p/philips-sonicare-2-series-hx6232-20-special-edition-elektrische-tandenborstel-zwart/9200000087326429/,Met de Philips Sonicare HX6232/20 elektrische tandenborstel verwijder je tot 7 keer meer tandplak vergeleken…,"['Geschikt voor: Volwassenen', 'Inclusief timer: Ja', 'Sonisch: vibrerend', 'Nee', 'Batterij-indicator', 'Oplader: Oplaadstation']",40.75,,https://www.kruidvat.nl/,True,False,[],4.4,94,bol.com,P&G,NL,Search,9,https://www.bol.com/nl/nl/s/?searchtext=elektrische+tandenborstel,1
9200000080184699,Oral_B Pro 2 - 2900 - Duoverpakking Elektrische Tandenborstel - Zwart,2 weken batterijduur|  2 poetstanden| poetstimer en zichtbare poetsdruksensor,Oral B,https://www.kruidvat.nl/nl/nl/p/oral-b-pro-2-2900-duoverpakking-elektrische-tandenborstel-zwart/9200000080184699/,Tot 100% meer tandplakverwijdering: ronde kop reinigt beter voor gezonder tandvlees in 30 dagen in vergelijking…,"['Geschikt voor: Volwassenen', 'Inclusief timer: Ja', '3D: roterend en vibrerend', 'Ja, met licht- en trilsensor', 'Batterij-indicator', 'Oplader: Oplaadstation']",67.89,,https://www.kruidvat.nl/,True,False,[],4.7,173,bol.com,P&G,NL,Search,10,https://www.bol.com/nl/nl/s/?searchtext=elektrische+tandenborstel,1
9200000081425384,Oral-B PRO 2 2950N - Elektrische Tandenborstel - Duopack - Zwart en Roze,2 weken batterijduur| 2 poetstanden| poetstimer en zichtbare poetsdruksensor,Oral B,https://www.kruidvat.nl/nl/nl/p/oral-b-pro-2-2950n-elektrische-tandenborstel-duopack-zwart-en-roze/9200000081425384/,Tot 100% meer tandplakverwijdering: ronde kop reinigt beter voor gezonder tandvlees in 30 dagen in vergelijking…,"['Geschikt voor: Volwassenen', 'Inclusief timer: Ja', '3D: roterend en vibrerend', 'Ja, met licht- en trilsensor', 'Batterij-indicator', 'Oplader: Oplaadstation']",58.99,,https://www.kruidvat.nl/,True,False,[],4.7,247,bol.com,P&G,NL,Search,11,https://www.bol.com/nl/nl/s/?searchtext=elektrische+tandenborstel,1
9300000004662522,Oral-B iO 8n - Elektrische Tandenborstel - Zwart,Nieuwste Oral-B elektrische tandenborstel met revolutionaire magnetische technologie Powered By Braun,Oral B,https://www.kruidvat.nl/nl/nl/p/oral-b-io-8n-elektrische-tandenborstel-zwart/9300000004662522/,De beste reiniging ooit van Oral-B met revolutionaire magnetische iO technologie voor een professioneel…,"['Geschikt voor: Volwassenen', 'Inclusief timer: Ja', '3D magnetisch: roterend, vibrerend en pulserend', 'Ja, met licht- en trilsensor', 'Batterij-indicator', 'Consumentenbond Beste uit de test - December 2020', 'Oplader: Oplaadstation']",179.85,,https://www.kruidvat.nl/,True,False,[],4.6,110,bol.com,P&G,NL,Search,12,https://www.bol.com/nl/nl/s/?searchtext=elektrische+tandenborstel,1
9300000005081673,Philips Sonicare For Kids HX6352/42 - Elektrische tandenborstel - roze,"Interactief sonisch vermogen. Meer plezier, beter poetsen",Philips,https://www.kruidvat.nl/nl/nl/p/philips-sonicare-for-kids-hx6352-42-elektrische-tandenborstel-roze/9300000005081673/,Houd de aandacht van uw kinderen erbij terwijl ze leren poetsen. De Philips Sonicare For Kids-tandenborstel…,"['Geschikt voor: Kinderen', 'Inclusief timer: Ja', 'Sonisch: vibrerend', 'Nee', 'Batterij-indicator', 'Oplader: Oplaadstation']",39.89,,https://www.kruidvat.nl/,True,False,[],4.6,141,bol.com,P&G,NL,Search,13,https://www.bol.com/nl/nl/s/?searchtext=elektrische+tandenborstel,1
9300000035683346,Oral-B Genius X - Wit - Elektrische Tandenborstel - Ontworpen Door Braun - 1 Handvat en 1 opzetborstel,Meer dan 2+ weken batterijduur | 6 poetstanden | Aangedreven door artificial intelligence,Oral B,https://www.kruidvat.nl/nl/nl/p/oral-b-genius-x-wit-elektrische-tandenborstel-ontworpen-door-braun-1-handvat-en-1-opzetborstel/9300000035683346/,Professioneel schoon en gezonder tandvlees dankzij Artificial Intelligence die uw poetsstijl onmiddellijk…,"['Geschikt voor: Volwassenen', 'Inclusief timer: Ja', '3D: roterend en vibrerend', 'Ja, met licht- en trilsensor', 'Batterij-indicator', 'Oplader: Oplaadstation']",104.99,,https://www.kruidvat.nl/,True,False,[],4.6,123,bol.com,P&G,NL,Search,14,https://www.bol.com/nl/nl/s/?searchtext=elektrische+tandenborstel,1
9300000043847505,Philips Sonicare Series 3100 HX3671/13 - Elektrische tandenborstel,Vergeet je handtandenborstel. Poets met sonische technologie | Tot 3 keer betere tandplakverwijdering,Philips,https://www.kruidvat.nl/nl/nl/p/philips-sonicare-series-3100-hx3671-13-elektrische-tandenborstel/9300000043847505/,De sonische technologie van de Philips Sonicare ProtectiveClean 3100 series HX3671/13 - Elektrische tandenborstel…,"['Geschikt voor: Volwassenen', 'Inclusief timer: Ja', 'Sonisch: vibrerend', 'Ja, met trilsensor', 'Batterij-indicator', 'Oplader: USB-lader']",39.99,,https://www.kruidvat.nl/,True,True,[],4.6,29,bol.com,P&G,NL,Search,15,https://www.bol.com/nl/nl/s/?searchtext=elektrische+tandenborstel,1
