sku,title,brand,product_url,technical_details,old_price,price,main_image,is_sponsored,in_stock,rating,reviews,e_retailer,client,market,type,position,listing_url,page
, PC-HR 3023 Akku  Rasierer Schwarz (3-fach Schersystem),PROFI CARE,https://www.mediamarkt.de/de/product/_profi-care-pc-hr-3023-akku-2465652.html,Produkttyp Rasierer Rasiersystem 3-fach Schersystem Betriebsart Netz-/Akkubetrieb Anzahl rotierender Köpfe 3,44.95,24.99,,False,True,,(9),mediamarkt.de,client_name,DE,Search,8,https://www.mediamarkt.de/de/category/elektrorasierer-1798.html?queryMeta%5Bga_query%5D=Elektrorasierer&queryMeta%5BqueryHash%5D=17af878552cbc5726ddb27d94130743f4dc4f031ba43727a1f47a7daa4947b90&queryMeta%5BqueryRequestId%5D=17af878552cbc5726ddb27d94130743f4dc4f031ba43727a1f47a7daa4947b90&page=2,1
, MSR401 Herrenrasierer Blau ,BLAUPUNKT,https://www.mediamarkt.de/de/product/blaupunkt-msr401-herrenrasierer-blau--88729631.html,Produkttyp Herrenrasierer Betriebsart Akkubetrieb Nassbetrieb Ja Farbe (laut Hersteller) Blau,,29.99,,False,True,,(0),mediamarkt.de,client_name,DE,Search,9,https://www.mediamarkt.de/de/category/elektrorasierer-1798.html?queryMeta%5Bga_query%5D=Elektrorasierer&queryMeta%5BqueryHash%5D=17af878552cbc5726ddb27d94130743f4dc4f031ba43727a1f47a7daa4947b90&queryMeta%5BqueryRequestId%5D=17af878552cbc5726ddb27d94130743f4dc4f031ba43727a1f47a7daa4947b90&page=2,1
, Braun Series 5 50-n1200s Afeitadora En Seco Y En Mojado Con Accesorio De Recorte Afeitadora No disponible ,BRAUN,https://www.mediamarkt.de/de/product/braun-braun-series-5-50-n1200s-afeitadora-en-sec-88297985.html,,,96.99,,False,True,,(72),mediamarkt.de,client_name,DE,Search,10,https://www.mediamarkt.de/de/category/elektrorasierer-1798.html?queryMeta%5Bga_query%5D=Elektrorasierer&queryMeta%5BqueryHash%5D=17af878552cbc5726ddb27d94130743f4dc4f031ba43727a1f47a7daa4947b90&queryMeta%5BqueryRequestId%5D=17af878552cbc5726ddb27d94130743f4dc4f031ba43727a1f47a7daa4947b90&page=2,1
, S7788/55 Rasierer dunkles Chrom (SteelPrecision Schersystem),PHILIPS,https://www.mediamarkt.de/de/product/_philips-s7788-55-2670816.html,Produkttyp Rasierer Rasiersystem SteelPrecision Schersystem Betriebsart Akkubetrieb Anzahl rotierender Köpfe 3,159.99,129.99,,False,True,,(146),mediamarkt.de,client_name,DE,Search,11,https://www.mediamarkt.de/de/category/elektrorasierer-1798.html?queryMeta%5Bga_query%5D=Elektrorasierer&queryMeta%5BqueryHash%5D=17af878552cbc5726ddb27d94130743f4dc4f031ba43727a1f47a7daa4947b90&queryMeta%5BqueryRequestId%5D=17af878552cbc5726ddb27d94130743f4dc4f031ba43727a1f47a7daa4947b90&page=2,1
, SERIES 5 50-B1000S Rasierer Blau (Cassette),BRAUN,https://www.mediamarkt.de/de/product/_braun-series-5-50-b1000s-2647433.html,Produkttyp Rasierer Rasiersystem Cassette Betriebsart Akkubetrieb Anzahl rotierender Köpfe 0,109.99,72.99,,False,True,,(88),mediamarkt.de,client_name,DE,Search,12,https://www.mediamarkt.de/de/category/elektrorasierer-1798.html?queryMeta%5Bga_query%5D=Elektrorasierer&queryMeta%5BqueryHash%5D=17af878552cbc5726ddb27d94130743f4dc4f031ba43727a1f47a7daa4947b90&queryMeta%5BqueryRequestId%5D=17af878552cbc5726ddb27d94130743f4dc4f031ba43727a1f47a7daa4947b90&page=2,1
, S5579/50 Rasierer Blau (Aquatec Wet & Dry),PHILIPS,https://www.mediamarkt.de/de/product/_philips-s5579-50-2713268.html,Produkttyp Rasierer Rasiersystem Aquatec Wet & Dry Betriebsart Akkubetrieb Scherkopftechnologie SkinIQ Technologie: Power Adapt Sensor. Schersystem: SteelPrecision Klingen. Konturenanpassung: Flexible 360-GradScherköpfe.,99.99,88.–,https://assets.mmsrg.com/isr/166325/c1/-/ASSET_MMS_81980532/mobile_200_200_png,False,True,,(24),mediamarkt.de,client_name,DE,Search,13,https://www.mediamarkt.de/de/category/elektrorasierer-1798.html?queryMeta%5Bga_query%5D=Elektrorasierer&queryMeta%5BqueryHash%5D=17af878552cbc5726ddb27d94130743f4dc4f031ba43727a1f47a7daa4947b90&queryMeta%5BqueryRequestId%5D=17af878552cbc5726ddb27d94130743f4dc4f031ba43727a1f47a7daa4947b90&page=2,1
, ES-RT 67 Rasierer Schwarz/Silber (3-fach Schersystem),PANASONIC,https://www.mediamarkt.de/de/product/_panasonic-es-rt-67-1885379.html,Produkttyp Rasierer Rasiersystem 3-fach Schersystem Betriebsart Netz-/Akkubetrieb Anzahl Rasierklingen 3,84.99,64.99,https://assets.mmsrg.com/isr/166325/c1/-/pixelboxx-mss-66305635/mobile_200_200_png,False,True,,(26),mediamarkt.de,client_name,DE,Search,14,https://www.mediamarkt.de/de/category/elektrorasierer-1798.html?queryMeta%5Bga_query%5D=Elektrorasierer&queryMeta%5BqueryHash%5D=17af878552cbc5726ddb27d94130743f4dc4f031ba43727a1f47a7daa4947b90&queryMeta%5BqueryRequestId%5D=17af878552cbc5726ddb27d94130743f4dc4f031ba43727a1f47a7daa4947b90&page=2,1
, SERIES 6 60-N4820CS Rasierer Grau (Cassette),BRAUN,https://www.mediamarkt.de/de/product/_braun-series-6-60-n4820cs-2647431.html,Produkttyp Rasierer Rasiersystem Cassette Betriebsart Akkubetrieb Anzahl rotierender Köpfe 0,249.99,187.99,https://assets.mmsrg.com/isr/166325/c1/-/ASSET_MMS_74036373/mobile_200_200_png,False,True,,(109),mediamarkt.de,client_name,DE,Search,15,https://www.mediamarkt.de/de/category/elektrorasierer-1798.html?queryMeta%5Bga_query%5D=Elektrorasierer&queryMeta%5BqueryHash%5D=17af878552cbc5726ddb27d94130743f4dc4f031ba43727a1f47a7daa4947b90&queryMeta%5BqueryRequestId%5D=17af878552cbc5726ddb27d94130743f4dc4f031ba43727a1f47a7daa4947b90&page=2,1
, Series 3 ProSkin - 3040s Rasierer Schwarz/Blau (MicroComb),BRAUN,https://www.mediamarkt.de/de/product/_braun-series-3-proskin-3040s-1993402.html,Produkttyp Rasierer Rasiersystem MicroComb Betriebsart Akkubetrieb Anzahl Rasierklingen 3,119.99,76.99,https://assets.mmsrg.com/isr/166325/c1/-/pixelboxx-mss-74854424/mobile_200_200_png,False,True,,(650),mediamarkt.de,client_name,DE,Search,16,https://www.mediamarkt.de/de/category/elektrorasierer-1798.html?queryMeta%5Bga_query%5D=Elektrorasierer&queryMeta%5BqueryHash%5D=17af878552cbc5726ddb27d94130743f4dc4f031ba43727a1f47a7daa4947b90&queryMeta%5BqueryRequestId%5D=17af878552cbc5726ddb27d94130743f4dc4f031ba43727a1f47a7daa4947b90&page=2,1
, SERIES 5 50-M4500CS Rasierer Mintgrün (Cassette),BRAUN,https://www.mediamarkt.de/de/product/_braun-series-5-50-m4500cs-2647432.html,Produkttyp Rasierer Rasiersystem Cassette Betriebsart Akkubetrieb Anzahl rotierender Köpfe 0,159.99,119.99,,False,True,,(67),mediamarkt.de,client_name,DE,Search,17,https://www.mediamarkt.de/de/category/elektrorasierer-1798.html?queryMeta%5Bga_query%5D=Elektrorasierer&queryMeta%5BqueryHash%5D=17af878552cbc5726ddb27d94130743f4dc4f031ba43727a1f47a7daa4947b90&queryMeta%5BqueryRequestId%5D=17af878552cbc5726ddb27d94130743f4dc4f031ba43727a1f47a7daa4947b90&page=2,1
, SERIES 6 60-N1200S Rasierer Grau (Cassette),BRAUN,https://www.mediamarkt.de/de/product/_braun-series-6-60-n1200s-2647444.html,Produkttyp Rasierer Rasiersystem Cassette Betriebsart Akkubetrieb Anzahl rotierender Köpfe 0,199.99,127.99,,False,True,,(111),mediamarkt.de,client_name,DE,Search,18,https://www.mediamarkt.de/de/category/elektrorasierer-1798.html?queryMeta%5Bga_query%5D=Elektrorasierer&queryMeta%5BqueryHash%5D=17af878552cbc5726ddb27d94130743f4dc4f031ba43727a1f47a7daa4947b90&queryMeta%5BqueryRequestId%5D=17af878552cbc5726ddb27d94130743f4dc4f031ba43727a1f47a7daa4947b90&page=2,1
, Series 3 Shave&Style - 3010BT Rasierer Schwarz/Blau (Wet & Dry),BRAUN,https://www.mediamarkt.de/de/product/_braun-series-3-shave-style-3010bt-2207901.html,Produkttyp Rasierer Rasiersystem Wet & Dry Betriebsart Akkubetrieb Präzisionstrimmer Ja,109.99,89.99,,False,True,,(565),mediamarkt.de,client_name,DE,Search,19,https://www.mediamarkt.de/de/category/elektrorasierer-1798.html?queryMeta%5Bga_query%5D=Elektrorasierer&queryMeta%5BqueryHash%5D=17af878552cbc5726ddb27d94130743f4dc4f031ba43727a1f47a7daa4947b90&queryMeta%5BqueryRequestId%5D=17af878552cbc5726ddb27d94130743f4dc4f031ba43727a1f47a7daa4947b90&page=2,1
, Series 9 9390cc Elektrorasierer silber ,BRAUN,https://www.mediamarkt.de/de/product/braun-series-9-9390cc-elektrorasierer-silber--87098575.html,Produkttyp Elektrorasierer Betriebsart Netz-/Akkubetrieb Nassbetrieb Ja Farbe (laut Hersteller) silber,279.99,259.99,,False,True,,(6),mediamarkt.de,client_name,DE,Search,20,https://www.mediamarkt.de/de/category/elektrorasierer-1798.html?queryMeta%5Bga_query%5D=Elektrorasierer&queryMeta%5BqueryHash%5D=17af878552cbc5726ddb27d94130743f4dc4f031ba43727a1f47a7daa4947b90&queryMeta%5BqueryRequestId%5D=17af878552cbc5726ddb27d94130743f4dc4f031ba43727a1f47a7daa4947b90&page=2,1
, SERIES 3 - 300 Rasierer Schwarz/Volt-Grün (Scherfoliensystem),BRAUN,https://www.mediamarkt.de/de/product/_braun-series-3-300-2618965.html,Produkttyp Rasierer Rasiersystem Scherfoliensystem Betriebsart Akkubetrieb Anzahl und Typ der Scherfolien 2x SensoFoil,69.99,54.99,,False,True,,(589),mediamarkt.de,client_name,DE,Search,21,https://www.mediamarkt.de/de/category/elektrorasierer-1798.html?queryMeta%5Bga_query%5D=Elektrorasierer&queryMeta%5BqueryHash%5D=17af878552cbc5726ddb27d94130743f4dc4f031ba43727a1f47a7daa4947b90&queryMeta%5BqueryRequestId%5D=17af878552cbc5726ddb27d94130743f4dc4f031ba43727a1f47a7daa4947b90&page=2,1
," Multigroom Series 5000 MG5716 - Präszisions-Trimmer Multigroomer, Grau",PHILIPS,https://www.mediamarkt.de/de/product/_philips-multigroom-series-5000-mg5716-präszisions-trimmer-2670811.html,"Produkttyp Multigroomer Anzahl Aufsteckkämme 9 Aufsätze Nasen & Ohren-Trimmer, 3-7mm Verstellbarer Bartkamm, 2x Stoppelkämme, 2x Haarkämme, 3mm Kamm für Körperhaare Präzisionstrimmer Ja",79.99,69.99,,False,True,,(90),mediamarkt.de,client_name,DE,Search,22,https://www.mediamarkt.de/de/category/elektrorasierer-1798.html?queryMeta%5Bga_query%5D=Elektrorasierer&queryMeta%5BqueryHash%5D=17af878552cbc5726ddb27d94130743f4dc4f031ba43727a1f47a7daa4947b90&queryMeta%5BqueryRequestId%5D=17af878552cbc5726ddb27d94130743f4dc4f031ba43727a1f47a7daa4947b90&page=2,1
, OneBlade Pro QP6530 Face Trimmer,PHILIPS,https://www.mediamarkt.de/de/product/_philips-oneblade-pro-qp6530-face-2716513.html,Produkttyp Trimmer Betriebsart Akkubetrieb Minimale Schnittlänge 0.5 mm Maximale Schnittlänge 9 mm,,59.99,,False,True,,(27),mediamarkt.de,client_name,DE,Search,23,https://www.mediamarkt.de/de/category/elektrorasierer-1798.html?queryMeta%5Bga_query%5D=Elektrorasierer&queryMeta%5BqueryHash%5D=17af878552cbc5726ddb27d94130743f4dc4f031ba43727a1f47a7daa4947b90&queryMeta%5BqueryRequestId%5D=17af878552cbc5726ddb27d94130743f4dc4f031ba43727a1f47a7daa4947b90&page=2,1
, Series 9 9375CC System* wet&dry Rasierer Chrom (Active Quattro Head),BRAUN,https://www.mediamarkt.de/de/product/_braun-series-9-9375cc-system-wet-dry-2647430.html,Produkttyp Rasierer Rasiersystem Active Quattro Head Betriebsart Akkubetrieb Anzahl rotierender Köpfe 0,299.99,229.–,,False,True,,(111),mediamarkt.de,client_name,DE,Search,24,https://www.mediamarkt.de/de/category/elektrorasierer-1798.html?queryMeta%5Bga_query%5D=Elektrorasierer&queryMeta%5BqueryHash%5D=17af878552cbc5726ddb27d94130743f4dc4f031ba43727a1f47a7daa4947b90&queryMeta%5BqueryRequestId%5D=17af878552cbc5726ddb27d94130743f4dc4f031ba43727a1f47a7daa4947b90&page=2,1
, SERIES 7 70-S7200CC Rasierer Silber (Cassette),BRAUN,https://www.mediamarkt.de/de/product/_braun-series-7-70-s7200cc-2647441.html,Produkttyp Rasierer Rasiersystem Cassette Betriebsart Akkubetrieb Anzahl rotierender Köpfe 0,319.99,239.99,,False,True,,(115),mediamarkt.de,client_name,DE,Search,25,https://www.mediamarkt.de/de/category/elektrorasierer-1798.html?queryMeta%5Bga_query%5D=Elektrorasierer&queryMeta%5BqueryHash%5D=17af878552cbc5726ddb27d94130743f4dc4f031ba43727a1f47a7daa4947b90&queryMeta%5BqueryRequestId%5D=17af878552cbc5726ddb27d94130743f4dc4f031ba43727a1f47a7daa4947b90&page=2,1
, Lumea IPL 9000 Series BRI957 Haarentfernung Schwarz/Rosa,PHILIPS,https://www.mediamarkt.de/de/product/_philips-lumea-ipl-9000-series-bri957-2716510.html,"Produkttyp Haarentfernung Epilationsmethode Intense Pulsed Light (IPL) Anwendungsbereich Körper, Gesicht, Bikinizone, Achselbereich Für Hauttyp von hellweiß bis dunkelbraun",,459.99,https://assets.mmsrg.com/isr/166325/c1/-/ASSET_MMS_82064124/mobile_200_200_png,True,True,,(582),mediamarkt.de,client_name,DE,Search,1,https://www.mediamarkt.de/de/category/ipl-haarentfernung-161.html?queryMeta%5Bga_query%5D=IPL&queryMeta%5BqueryHash%5D=124014d9b70a9a10b2f7dd6f1c778990e4baeca8edce625d3dd14934a085f687&queryMeta%5BqueryRequestId%5D=124014d9b70a9a10b2f7dd6f1c778990e4baeca8edce625d3dd14934a085f687&page=2,1
, BRI 921/00 LUMEA Haarentfernung Weiß/Rosa,PHILIPS,https://www.mediamarkt.de/de/product/_philips-bri-921-00-lumea-2457172.html,"Produkttyp Haarentfernung Epilationsmethode IPL-Haarentfernungssystem Funktionsstufen 5 Anwendungsbereich Bikini, Achselhöhlen, Arme, Beine, Bauch, Kinn, Koteletten, Oberlippe.",279.99,199.–,https://assets.mmsrg.com/isr/166325/c1/-/pixelboxx-mss-78233903/mobile_200_200_png,True,True,,(258),mediamarkt.de,client_name,DE,Search,2,https://www.mediamarkt.de/de/category/ipl-haarentfernung-161.html?queryMeta%5Bga_query%5D=IPL&queryMeta%5BqueryHash%5D=124014d9b70a9a10b2f7dd6f1c778990e4baeca8edce625d3dd14934a085f687&queryMeta%5BqueryRequestId%5D=124014d9b70a9a10b2f7dd6f1c778990e4baeca8edce625d3dd14934a085f687&page=2,1
, Lumea IPL 9000 Series BRI955 - Haarentfernungssystem Haarentfernung Rosa/Weiß,PHILIPS,https://www.mediamarkt.de/de/product/_philips-lumea-ipl-9000-series-bri955-haarentfernungssystem-2716511.html,"Produkttyp Haarentfernung Epilationsmethode Intense Pulsed Light (IPL) Anwendungsbereich Körper, Gesicht, Bein, Bikinizone, Achselbereich, Bauch, Arme Für Hauttyp von hellweiß bis dunkelbraun",449.99,399.99,,False,True,,(101),mediamarkt.de,client_name,DE,Search,3,https://www.mediamarkt.de/de/category/ipl-haarentfernung-161.html?queryMeta%5Bga_query%5D=IPL&queryMeta%5BqueryHash%5D=124014d9b70a9a10b2f7dd6f1c778990e4baeca8edce625d3dd14934a085f687&queryMeta%5BqueryRequestId%5D=124014d9b70a9a10b2f7dd6f1c778990e4baeca8edce625d3dd14934a085f687&page=2,1
, Silk·Expert Pro 5 PL5137 Haarentfernung Weiß & Gold,BRAUN,https://www.mediamarkt.de/de/product/_braun-silk·expert-pro-5-pl5137-2514623.html,"Produkttyp Haarentfernung Epilationsmethode IPL (Intense Pulsed Light) Funktionsstufen 3 Anwendungsbereich Beine, Körper und Gesicht",599.99,355.99,,False,True,,(375),mediamarkt.de,client_name,DE,Search,4,https://www.mediamarkt.de/de/category/ipl-haarentfernung-161.html?queryMeta%5Bga_query%5D=IPL&queryMeta%5BqueryHash%5D=124014d9b70a9a10b2f7dd6f1c778990e4baeca8edce625d3dd14934a085f687&queryMeta%5BqueryRequestId%5D=124014d9b70a9a10b2f7dd6f1c778990e4baeca8edce625d3dd14934a085f687&page=2,1
, 575.14 Pure Skin Haarentfernung Weiß,BEURER,https://www.mediamarkt.de/de/product/_beurer-575-14-pure-skin-2307201.html,"Produkttyp Haarentfernung Funktionsstufen 3 Anwendungsbereich Arme, Beine, Gesicht, Achselhöhlen, Bikinizone Für Hauttyp Hell",158.49,128.99,,False,True,,(5),mediamarkt.de,client_name,DE,Search,5,https://www.mediamarkt.de/de/category/ipl-haarentfernung-161.html?queryMeta%5Bga_query%5D=IPL&queryMeta%5BqueryHash%5D=124014d9b70a9a10b2f7dd6f1c778990e4baeca8edce625d3dd14934a085f687&queryMeta%5BqueryRequestId%5D=124014d9b70a9a10b2f7dd6f1c778990e4baeca8edce625d3dd14934a085f687&page=2,1
, Elite Lady Deluxe IPL-Haarentfernung IPL Haarentfernung Schwarz / Gold,LALANOS COSMETICS,https://www.mediamarkt.de/de/product/lalanos-cosmetics-elite-lady-deluxe-ipl-haarentf-87007879.html,"Produkttyp IPL Haarentfernung Epilationsmethode IPL-Haarentfernungssystem Funktionsstufen 5 / sanft, extrasanft, sensitiv, normal, intensiv Anwendungsbereich Ganzkörper und Gesicht",339.99,139.99,,False,True,,(2),mediamarkt.de,client_name,DE,Search,6,https://www.mediamarkt.de/de/category/ipl-haarentfernung-161.html?queryMeta%5Bga_query%5D=IPL&queryMeta%5BqueryHash%5D=124014d9b70a9a10b2f7dd6f1c778990e4baeca8edce625d3dd14934a085f687&queryMeta%5BqueryRequestId%5D=124014d9b70a9a10b2f7dd6f1c778990e4baeca8edce625d3dd14934a085f687&page=2,1
, Silk·Expert Pro 5 PL5014 Haarentfernung Weiß & Gold,BRAUN,https://www.mediamarkt.de/de/product/_braun-silk·expert-pro-5-pl5014-2514626.html,"Produkttyp Haarentfernung Epilationsmethode IPL (Intense Pulsed Light) Funktionsstufen 3 Anwendungsbereich Beine, Körper und Gesicht ",549.99,355.99,,False,True,,(269),mediamarkt.de,client_name,DE,Search,7,https://www.mediamarkt.de/de/category/ipl-haarentfernung-161.html?queryMeta%5Bga_query%5D=IPL&queryMeta%5BqueryHash%5D=124014d9b70a9a10b2f7dd6f1c778990e4baeca8edce625d3dd14934a085f687&queryMeta%5BqueryRequestId%5D=124014d9b70a9a10b2f7dd6f1c778990e4baeca8edce625d3dd14934a085f687&page=2,1
, 576.09 IPL 10000 Plus Haarentfernung Braun/Weiß,BEURER,https://www.mediamarkt.de/de/product/_beurer-576-09-ipl-10000-plus-1878226.html,Produkttyp Haarentfernung Epilationsmethode IPL Technologie Funktionsstufen 6 Anzahl Lichtblitze 250000,585.49,285.99,,False,True,,(2),mediamarkt.de,client_name,DE,Search,8,https://www.mediamarkt.de/de/category/ipl-haarentfernung-161.html?queryMeta%5Bga_query%5D=IPL&queryMeta%5BqueryHash%5D=124014d9b70a9a10b2f7dd6f1c778990e4baeca8edce625d3dd14934a085f687&queryMeta%5BqueryRequestId%5D=124014d9b70a9a10b2f7dd6f1c778990e4baeca8edce625d3dd14934a085f687&page=2,1
, Lumea Prestige BRI947/00 Haarentfernung Fliederfarben,PHILIPS,https://www.mediamarkt.de/de/product/_philips-lumea-prestige-bri947-00-2739489.html,Produkttyp Haarentfernung Funktionsstufen 5 Anwendungsbereich Körper und Gesicht Nassbetrieb Nein,479.99,409.99,,False,True,,(578),mediamarkt.de,client_name,DE,Search,9,https://www.mediamarkt.de/de/category/ipl-haarentfernung-161.html?queryMeta%5Bga_query%5D=IPL&queryMeta%5BqueryHash%5D=124014d9b70a9a10b2f7dd6f1c778990e4baeca8edce625d3dd14934a085f687&queryMeta%5BqueryRequestId%5D=124014d9b70a9a10b2f7dd6f1c778990e4baeca8edce625d3dd14934a085f687&page=2,1
, SILK-EXPERT PRO 5 - PL5237 Haarentfernung Weiß/Gold,BRAUN,https://www.mediamarkt.de/de/product/_braun-silk-expert-pro-5-pl5237-2702539.html,"Produkttyp Haarentfernung Epilationsmethode IPL (Intense Pulsed Light) Funktionsstufen 3 Anwendungsbereich Beine, Körper und Gesicht",649.99,479.99,,False,True,,(59),mediamarkt.de,client_name,DE,Search,10,https://www.mediamarkt.de/de/category/ipl-haarentfernung-161.html?queryMeta%5Bga_query%5D=IPL&queryMeta%5BqueryHash%5D=124014d9b70a9a10b2f7dd6f1c778990e4baeca8edce625d3dd14934a085f687&queryMeta%5BqueryRequestId%5D=124014d9b70a9a10b2f7dd6f1c778990e4baeca8edce625d3dd14934a085f687&page=2,1
, Silk·Expert Pro 5 PL5124 Haarentfernung Weiß & Gold,BRAUN,https://www.mediamarkt.de/de/product/_braun-silk·expert-pro-5-pl5124-2514625.html,"Produkttyp Haarentfernung Epilationsmethode IPL (Intense Pulsed Light) Funktionsstufen 3 Anwendungsbereich Beine, Körper und Gesicht",579.99,385.99,https://assets.mmsrg.com/isr/166325/c1/-/pixelboxx-mss-80296388/mobile_200_200_png,False,True,,(302),mediamarkt.de,client_name,DE,Search,11,https://www.mediamarkt.de/de/category/ipl-haarentfernung-161.html?queryMeta%5Bga_query%5D=IPL&queryMeta%5BqueryHash%5D=124014d9b70a9a10b2f7dd6f1c778990e4baeca8edce625d3dd14934a085f687&queryMeta%5BqueryRequestId%5D=124014d9b70a9a10b2f7dd6f1c778990e4baeca8edce625d3dd14934a085f687&page=2,1
, Silk·Expert Pro 3 PL3011 Haarentfernung Weiß & Flieder,BRAUN,https://www.mediamarkt.de/de/product/_braun-silk·expert-pro-3-pl3011-2514628.html,"Produkttyp Haarentfernung Epilationsmethode IPL (Intense Pulsed Light) Funktionsstufen 3 Anwendungsbereich Beine, Körper und Gesicht ",349.99,265.99,https://assets.mmsrg.com/isr/166325/c1/-/pixelboxx-mss-80297059/mobile_200_200_png,False,True,,(197),mediamarkt.de,client_name,DE,Search,12,https://www.mediamarkt.de/de/category/ipl-haarentfernung-161.html?queryMeta%5Bga_query%5D=IPL&queryMeta%5BqueryHash%5D=124014d9b70a9a10b2f7dd6f1c778990e4baeca8edce625d3dd14934a085f687&queryMeta%5BqueryRequestId%5D=124014d9b70a9a10b2f7dd6f1c778990e4baeca8edce625d3dd14934a085f687&page=2,1
, BRI 956/00 Lumea Prestige Haarentfernung Weiß/Rosa,PHILIPS,https://www.mediamarkt.de/de/product/_philips-bri-956-00-lumea-prestige-2226513.html,"Produkttyp Haarentfernung Epilationsmethode IPL Funktionsstufen 5 Anwendungsbereich Körper, Gesicht, Achseln, Bikinizone",549.99,385.99,https://assets.mmsrg.com/isr/166325/c1/-/pixelboxx-mss-75474682/mobile_200_200_png,False,False,,(860),mediamarkt.de,client_name,DE,Search,13,https://www.mediamarkt.de/de/category/ipl-haarentfernung-161.html?queryMeta%5Bga_query%5D=IPL&queryMeta%5BqueryHash%5D=124014d9b70a9a10b2f7dd6f1c778990e4baeca8edce625d3dd14934a085f687&queryMeta%5BqueryRequestId%5D=124014d9b70a9a10b2f7dd6f1c778990e4baeca8edce625d3dd14934a085f687&page=2,1
, PC-IPL 3024  Haarentfernung Perlmutt-pink,PROFI CARE,https://www.mediamarkt.de/de/product/_profi-care-pc-ipl-3024-2459085.html,"Produkttyp Haarentfernung Epilationsmethode Lichtimpuls Haarentfernung Funktionsstufen 5 Lichtintensitätsstufen für verschiedene Hauttypen (I-IV) und dunkelblonden bis schwarzen Haaren Anwendungsbereich Beine, Arme, Bikinizone, Achselhöhlen, Brust, Rücken",119.–,55.99,https://assets.mmsrg.com/isr/166325/c1/-/pixelboxx-mss-78570653/mobile_200_200_png,False,False,,(4),mediamarkt.de,client_name,DE,Search,14,https://www.mediamarkt.de/de/category/ipl-haarentfernung-161.html?queryMeta%5Bga_query%5D=IPL&queryMeta%5BqueryHash%5D=124014d9b70a9a10b2f7dd6f1c778990e4baeca8edce625d3dd14934a085f687&queryMeta%5BqueryRequestId%5D=124014d9b70a9a10b2f7dd6f1c778990e4baeca8edce625d3dd14934a085f687&page=2,1
, Silk·Expert Pro 3 PL3111 Haarentfernung Weiß & Flieder,BRAUN,https://www.mediamarkt.de/de/product/_braun-silk·expert-pro-3-pl3111-2514627.html,"Produkttyp Haarentfernung Epilationsmethode IPL (Intense Pulsed Light) Funktionsstufen 2 Anwendungsbereich Beine, Körper und Gesicht ",399.99,299.99,,False,True,,(191),mediamarkt.de,client_name,DE,Search,15,https://www.mediamarkt.de/de/category/ipl-haarentfernung-161.html?queryMeta%5Bga_query%5D=IPL&queryMeta%5BqueryHash%5D=124014d9b70a9a10b2f7dd6f1c778990e4baeca8edce625d3dd14934a085f687&queryMeta%5BqueryRequestId%5D=124014d9b70a9a10b2f7dd6f1c778990e4baeca8edce625d3dd14934a085f687&page=2,1
, BRI950/00 Lumea Prestige Haarentfernung Weiß/Rosé,PHILIPS,https://www.mediamarkt.de/de/product/_philips-bri950-00-lumea-prestige-2229881.html,Produkttyp Haarentfernung Epilationsmethode IPL Funktionsstufen 5 Anwendungsbereich Körper und Gesicht,514.99,333.–,,False,True,,(211),mediamarkt.de,client_name,DE,Search,16,https://www.mediamarkt.de/de/category/ipl-haarentfernung-161.html?queryMeta%5Bga_query%5D=IPL&queryMeta%5BqueryHash%5D=124014d9b70a9a10b2f7dd6f1c778990e4baeca8edce625d3dd14934a085f687&queryMeta%5BqueryRequestId%5D=124014d9b70a9a10b2f7dd6f1c778990e4baeca8edce625d3dd14934a085f687&page=2,1
, SILK-EXPERT PRO 5 - PL5129 Haarentfernung Weiß/Gold,BRAUN,https://www.mediamarkt.de/de/product/_braun-silk-expert-pro-5-pl5129-2702540.html,"Produkttyp Haarentfernung Epilationsmethode IPL (Intense Pulsed Light) Funktionsstufen 3 Anwendungsbereich Beine, Körper und Gesicht",599.99,395.99,,False,True,,(85),mediamarkt.de,client_name,DE,Search,17,https://www.mediamarkt.de/de/category/ipl-haarentfernung-161.html?queryMeta%5Bga_query%5D=IPL&queryMeta%5BqueryHash%5D=124014d9b70a9a10b2f7dd6f1c778990e4baeca8edce625d3dd14934a085f687&queryMeta%5BqueryRequestId%5D=124014d9b70a9a10b2f7dd6f1c778990e4baeca8edce625d3dd14934a085f687&page=2,1
, JWX20PE3001 JEWEL LUXX Haarentfernung Weiß,SILKN,https://www.mediamarkt.de/de/product/_silkn-jwx20pe3001-jewel-luxx-2655448.html,Produkttyp Haarentfernung Funktionsstufen 5 Anwendungsbereich Ganzkörper Für Hauttyp Für alle Hautypen,,149.–,,False,True,,(0),mediamarkt.de,client_name,DE,Search,18,https://www.mediamarkt.de/de/category/ipl-haarentfernung-161.html?queryMeta%5Bga_query%5D=IPL&queryMeta%5BqueryHash%5D=124014d9b70a9a10b2f7dd6f1c778990e4baeca8edce625d3dd14934a085f687&queryMeta%5BqueryRequestId%5D=124014d9b70a9a10b2f7dd6f1c778990e4baeca8edce625d3dd14934a085f687&page=2,1
