sku,title,brand,category,product_url,price,image,in_stock,e_retailer,client,market,type,position,listing_url,page
B3-373854,Persil Waschmittel Gel Sensitiv,Persil,haushalt-waschen-waschmittel-sensitiv-babywaschmittel,https://www.bipa.at/persil-waschmittel-gel-sensitiv/B3-373854.html,9.99,,True,bipa.at,client_name,AT,Search,25,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-474692,Coral Waschmittel optimal color flüssig,Coral,haushalt-waschen-waschmittel-fluessigwaschmittel,https://www.bipa.at/coral-waschmittel-optimal-color-fluessig/B3-474692.html,4.49,,True,bipa.at,client_name,AT,Search,26,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-481411,Persil Discs Lavendel,Persil,haushalt-waschen-waschmittel-waschmittelpodscaps,https://www.bipa.at/persil-discs-lavendel/B3-481411.html,9.99,,True,bipa.at,client_name,AT,Search,27,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-311988,Persil Sensitiv Megaperls Pulver,Persil,haushalt-waschen-waschmittel-waschpulver,https://www.bipa.at/persil-sensitiv-megaperls-pulver/B3-311988.html,7.99,,True,bipa.at,client_name,AT,Search,28,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-373866,Persil Waschmittel Gel Color,Persil,haushalt-waschen-waschmittel-fluessigwaschmittel,https://www.bipa.at/persil-waschmittel-gel-color/B3-373866.html,9.99,,True,bipa.at,client_name,AT,Search,29,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-373858,Persil Waschmittel Gel Regular,Persil,haushalt-waschen-waschmittel-fluessigwaschmittel,https://www.bipa.at/persil-waschmittel-gel-regular/B3-373858.html,9.99,,True,bipa.at,client_name,AT,Search,30,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-373693,Persil Schlechte Gerüche Color Discs,Persil,haushalt-waschen-waschmittel-waschmittelpodscaps,https://www.bipa.at/persil-schlechte-gerueche-color-discs/B3-373693.html,9.99,,True,bipa.at,client_name,AT,Search,31,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-883711,Persil Universal Waschmittel mit Silan Pulver,Persil,haushalt-waschen-waschmittel-waschpulver,https://www.bipa.at/persil-universal-waschmittel-mit-silan-pulver/B3-883711.html,7.99,,True,bipa.at,client_name,AT,Search,32,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-667859,Persil Universal Waschmittel mit Silan Pulver,Persil,haushalt-waschen-waschmittel-waschpulver,https://www.bipa.at/persil-universal-waschmittel-mit-silan-pulver/B3-667859.html,19.99,,True,bipa.at,client_name,AT,Search,33,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-938340,Weißer Riese Color Gel flüssig,Weißer Riese,haushalt-waschen-waschmittel-fluessigwaschmittel,https://www.bipa.at/weisser-riese-color-gel-fluessig/B3-938340.html,7.95,,True,bipa.at,client_name,AT,Search,34,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-461067,claro Waschmittel Pulver Schneeweißchen,claro,haushalt-waschen-waschmittel-waschpulver,https://www.bipa.at/claro-waschmittel-pulver-schneeweisschen/B3-461067.html,9.99,,True,bipa.at,client_name,AT,Search,35,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-396012,Lenor Waschmittel flüssig,Lenor,haushalt-waschen-waschmittel-fluessigwaschmittel,https://www.bipa.at/lenor-waschmittel-fluessig/B3-396012.html,4.99,,True,bipa.at,client_name,AT,Search,36,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-926930,ARIEL Universal Vollwaschmittel Strahlend Rein flüssig,ARIEL,haushalt-waschen-waschmittel-fluessigwaschmittel,https://www.bipa.at/ariel-universal-vollwaschmittel-strahlend-rein-fluessig/B3-926930.html,8.49,,True,bipa.at,client_name,AT,Search,37,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-396069,Lenor Waschmittel flüssig,Lenor,haushalt-waschen-waschmittel-fluessigwaschmittel,https://www.bipa.at/lenor-waschmittel-fluessig/B3-396069.html,4.99,,True,bipa.at,client_name,AT,Search,38,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-938360,Weißer Riese Universal Gel,Weißer Riese,haushalt-waschen-waschmittel-fluessigwaschmittel,https://www.bipa.at/weisser-riese-universal-gel/B3-938360.html,7.95,,True,bipa.at,client_name,AT,Search,39,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-396105,Lenor All-in-1 PODS,Lenor,haushalt-waschen-waschmittel-waschmittelpodscaps,https://www.bipa.at/lenor-all-in-1-pods-goldene-orchidee/B3-396105.html,4.99,,True,bipa.at,client_name,AT,Search,40,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-474776,Lenor Waschmittel  All-in-1 PODS Aprilfrisch,Lenor,haushalt-waschen-waschmittel-waschmittelpodscaps,https://www.bipa.at/lenor-all-in-1-pods-aprilfrisch-waschmittel/B3-474776.html,9.99,,True,bipa.at,client_name,AT,Search,41,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-926937,ARIEL Colorwaschmittel Farbschutz flüssig,ARIEL,haushalt-waschen-waschmittel-fluessigwaschmittel,https://www.bipa.at/ariel-colorwaschmittel-farbschutz-fluessig/B3-926937.html,8.49,,True,bipa.at,client_name,AT,Search,42,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-316253,Persil 4 in 1 Color Discs,Persil,haushalt-waschen-waschmittel-waschmittelpodscaps,https://www.bipa.at/persil-4-in-1-color-discs/B3-316253.html,9.99,,True,bipa.at,client_name,AT,Search,43,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-473694,Fewa All-in-1 Caps Renew & Care Color,Fewa,haushalt-waschen-waschmittel-waschmittelpodscaps,https://www.bipa.at/fewa-all-in-1-caps-renew-und-care-color/B3-473694.html,4.79,,True,bipa.at,client_name,AT,Search,44,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-390709,Weißer Riese Bali Lotus Gel,Weißer Riese,haushalt-waschen-waschmittel-fluessigwaschmittel,https://www.bipa.at/weisser-riese-bali-lotus-gel/B3-390709.html,17.99,,True,bipa.at,client_name,AT,Search,45,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-926945,ARIEL Baby Waschmittel flüssig,ARIEL,haushalt-waschen-waschmittel-fluessigwaschmittel,https://www.bipa.at/ariel-baby-waschmittel-fluessig/B3-926945.html,8.49,,True,bipa.at,client_name,AT,Search,46,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-926897,ARIEL Colorwaschmittel Farbschutz Pulver,ARIEL,haushalt-waschen-waschmittel-waschpulver,https://www.bipa.at/ariel-colorwaschmittel-farbschutz-pulver/B3-926897.html,8.49,,True,bipa.at,client_name,AT,Search,47,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-309546,OMO Aktiv Waschmittel flüssig 35WG,OMO,haushalt-waschen-waschmittel-fluessigwaschmittel,https://www.bipa.at/omo-aktiv-waschmittel-fluessig-35wg/B3-309546.html,6.99,,True,bipa.at,client_name,AT,Search,48,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-461071,claro Waschmittel Pulver Kunterbunt,claro,haushalt-waschen-waschmittel-waschpulver,https://www.bipa.at/claro-waschmittel-pulver-kunterbunt/B3-461071.html,9.99,,True,bipa.at,client_name,AT,Search,49,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-473685,Fewa All-in-1-Caps Renew & Care Black,Fewa,haushalt-waschen-waschmittel-waschmittelpodscaps,https://www.bipa.at/fewa-all-in-1-caps-renew-und-care-black/B3-473685.html,4.79,,True,bipa.at,client_name,AT,Search,50,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-938420,Weißer Riese Color Aromatherapie Orchidee & Sandelholz Gel,Weißer Riese,haushalt-waschen-waschmittel-fluessigwaschmittel,https://www.bipa.at/weisser-riese-color-aromatherapie-orchidee-und-sandelholz-gel/B3-938420.html,7.95,,True,bipa.at,client_name,AT,Search,51,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-373727,Fewa Spezialwaschmittel Renew & Blütenrausch,Fewa,haushalt-waschen-waschmittel-fluessigwaschmittel,https://www.bipa.at/fewa-spezialwaschmittel-renew-und-bluetenrausch/B3-373727.html,4.79,,True,bipa.at,client_name,AT,Search,52,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-352459,clever Spezial Waschmittel,clever,haushalt-waschen-waschmittel-fluessigwaschmittel,https://www.bipa.at/clever-spezial-waschmittel/B3-352459.html,2.29,https://www.bipa.at/dw/image/v2/AAFT_PRD/on/demandware.static/-/Sites-catalog/de_AT/v1638776757770/original/352459.jpg?sw=130&sfrm=png&q=100,True,bipa.at,client_name,AT,Search,53,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-309547,OMO Colorwaschmittel flüssig 35WG,OMO,haushalt-waschen-waschmittel-fluessigwaschmittel,https://www.bipa.at/omo-colorwaschmittel-fluessig-35wg/B3-309547.html,6.99,https://www.bipa.at/dw/image/v2/AAFT_PRD/on/demandware.static/-/Sites-catalog/de_AT/v1638776757770/original/309547.jpg?sw=130&sfrm=png&q=100,True,bipa.at,client_name,AT,Search,54,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-451978,bi good Waschmittel Sensitiv,bi good,haushalt-waschen-waschmittel-sensitiv-babywaschmittel,https://www.bipa.at/bi-good-waschmittel-sensitiv/B3-451978.html,6.49,https://www.bipa.at/dw/image/v2/AAFT_PRD/on/demandware.static/-/Sites-catalog/de_AT/v1638776757770/original/451978.jpg?sw=130&sfrm=png&q=100,True,bipa.at,client_name,AT,Search,55,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-926885,ARIEL Vollwaschmittel Strahlend Rein Pulver,ARIEL,haushalt-waschen-waschmittel-waschpulver,https://www.bipa.at/ariel-vollwaschmittel-strahlend-rein-pulver/B3-926885.html,8.49,https://www.bipa.at/dw/image/v2/AAFT_PRD/on/demandware.static/-/Sites-catalog/de_AT/v1638776757770/original/926885.jpg?sw=130&sfrm=png&q=100,True,bipa.at,client_name,AT,Search,56,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-436162,Planet Pure Bio Waschmittel Rose,Planet Pure,haushalt-waschen-waschmittel-fluessigwaschmittel,https://www.bipa.at/planet-pure-bio-waschmittel-rose/B3-436162.html,6.95,https://www.bipa.at/dw/image/v2/AAFT_PRD/on/demandware.static/-/Sites-catalog/de_AT/v1638776757770/original/436162.jpg?sw=130&sfrm=png&q=100,True,bipa.at,client_name,AT,Search,57,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-926942,ARIEL Universal Vollwaschmittel flüssig mit der Frische von Febreze,ARIEL,haushalt-waschen-waschmittel-fluessigwaschmittel,https://www.bipa.at/ariel-universal-vollwaschmittel-fluessig-mit-der-frische-von-febreze/B3-926942.html,8.49,https://www.bipa.at/dw/image/v2/AAFT_PRD/on/demandware.static/-/Sites-catalog/de_AT/v1638776757770/original/926942.jpg?sw=130&sfrm=png&q=100,True,bipa.at,client_name,AT,Search,58,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-883713,Persil Universal Pulver,Persil,haushalt-waschen-waschmittel-waschpulver,https://www.bipa.at/persil-universal-pulver/B3-883713.html,7.99,https://www.bipa.at/dw/image/v2/AAFT_PRD/on/demandware.static/-/Sites-catalog/de_AT/v1638776757770/original/883713.jpg?sw=130&sfrm=png&q=100,True,bipa.at,client_name,AT,Search,59,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-886346,Dixan Extra Frische Pulver,Dixan,haushalt-waschen-waschmittel-waschpulver,https://www.bipa.at/dixan-extra-frische-pulver/B3-886346.html,5.75,https://www.bipa.at/dw/image/v2/AAFT_PRD/on/demandware.static/-/Sites-catalog/de_AT/v1638776757770/original/886346.jpg?sw=130&sfrm=png&q=100,True,bipa.at,client_name,AT,Search,60,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-373874,Dixan Waschmittel flüssig Lavendel,Dixan,haushalt-waschen-waschmittel-fluessigwaschmittel,https://www.bipa.at/dixan-waschmittel-fluessig-lavendel/B3-373874.html,8.99,https://www.bipa.at/dw/image/v2/AAFT_PRD/on/demandware.static/-/Sites-catalog/de_AT/v1638776757770/original/373874.jpg?sw=130&sfrm=png&q=100,True,bipa.at,client_name,AT,Search,61,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-474770,ARIEL All-in-1 PODS Color,ARIEL,haushalt-waschen-waschmittel-waschmittelpodscaps,https://www.bipa.at/ariel-all-in-1-pods-color-waschmittel/B3-474770.html,11.99,https://www.bipa.at/dw/image/v2/AAFT_PRD/on/demandware.static/-/Sites-catalog/de_AT/v1638776757770/pg/474770_1.jpg?sw=130&sfrm=png&q=100,True,bipa.at,client_name,AT,Search,62,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-506123,Lenor All in 1 Pods Blütentraum,Lenor,haushalt-waschen-waschmittel-waschmittelpodscaps,https://www.bipa.at/lenor-all-in-1-pods-bluetentraum/B3-506123.html,4.99,https://www.bipa.at/dw/image/v2/AAFT_PRD/on/demandware.static/-/Sites-catalog/de_AT/v1638776757770/original/506123.jpg?sw=130&sfrm=png&q=100,True,bipa.at,client_name,AT,Search,63,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-474694,Coral Waschmittel Wolle & Seide flüssig,Coral,haushalt-waschen-waschmittel-woll-feinwaschmittel,https://www.bipa.at/coral-waschmittel-wolle-und-seide-fluessig/B3-474694.html,4.49,https://www.bipa.at/dw/image/v2/AAFT_PRD/on/demandware.static/-/Sites-catalog/de_AT/v1638776757770/original/474694.jpg?sw=130&sfrm=png&q=100,True,bipa.at,client_name,AT,Search,64,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-403821,Planet Pure Bio Waschmittel Gel Lavendel,Planet Pure,haushalt-waschen-waschmittel-fluessigwaschmittel,https://www.bipa.at/planet-pure-bio-waschmittel-gel-lavendel/B3-403821.html,6.95,https://www.bipa.at/dw/image/v2/AAFT_PRD/on/demandware.static/-/Sites-catalog/de_AT/v1638776757770/original/403821.jpg?sw=130&sfrm=png&q=100,True,bipa.at,client_name,AT,Search,65,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-495265,Lenor Waschmittel All in 1 Pods Amethyst Blütentraum,Lenor,haushalt-waschen-waschmittel-waschmittelpodscaps,https://www.bipa.at/lenor-waschmittel-all-in-1-pods-amethyst-bluetentraum/B3-495265.html,19.99,https://www.bipa.at/dw/image/v2/AAFT_PRD/on/demandware.static/-/Sites-catalog/de_AT/v1638776757770/original/495265.jpg?sw=130&sfrm=png&q=100,True,bipa.at,client_name,AT,Search,66,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-482548,Weißer Riese Trio Caps Aromatherapie Lotus & Mandel,Weißer Riese,haushalt-waschen-waschmittel-waschmittelpodscaps,https://www.bipa.at/weisser-riese-trio-caps-aromatherapie-lotus-und-mandel/B3-482548.html,7.95,https://www.bipa.at/dw/image/v2/AAFT_PRD/on/demandware.static/-/Sites-catalog/de_AT/v1638776757770/original/482548.jpg?sw=130&sfrm=png&q=100,True,bipa.at,client_name,AT,Search,67,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-433640,Frosch Baby Waschmittel,Frosch,haushalt-waschen-waschmittel-sensitiv-babywaschmittel,https://www.bipa.at/frosch-baby-waschmittel/B3-433640.html,5.99,https://www.bipa.at/dw/image/v2/AAFT_PRD/on/demandware.static/-/Sites-catalog/de_AT/v1638776757770/original/433640.jpg?sw=130&sfrm=png&q=100,True,bipa.at,client_name,AT,Search,68,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-312014,Persil Universal Megaperls Pulver,Persil,haushalt-waschen-waschmittel-waschpulver,https://www.bipa.at/persil-universal-megaperls-pulver/B3-312014.html,7.99,https://www.bipa.at/dw/image/v2/AAFT_PRD/on/demandware.static/-/Sites-catalog/de_AT/v1638776757770/original/312014.jpg?sw=130&sfrm=png&q=100,True,bipa.at,client_name,AT,Search,69,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-396084,Lenor All in 1 Pods,Lenor,haushalt-waschen-waschmittel-waschmittelpodscaps,https://www.bipa.at/lenor-all-in-1-pods-aprilfrisch/B3-396084.html,4.99,https://www.bipa.at/dw/image/v2/AAFT_PRD/on/demandware.static/-/Sites-catalog/de_AT/v1638776757770/pg/396084_1.jpg?sw=130&sfrm=png&q=100,True,bipa.at,client_name,AT,Search,70,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-473697,Persil Sensitiv Discs,Persil,haushalt-waschen-waschmittel-sensitiv-babywaschmittel,https://www.bipa.at/persil-sensitiv-discs/B3-473697.html,9.99,https://www.bipa.at/dw/image/v2/AAFT_PRD/on/demandware.static/-/Sites-catalog/de_AT/v1638776757770/original/473697.jpg?sw=130&sfrm=png&q=100,True,bipa.at,client_name,AT,Search,71,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-766898,HOFFMANNS Gardinen Waschmittel Pulver,HOFFMANNS,haushalt-waschen-waschmittel-waschpulver,https://www.bipa.at/hoffmanns-gardinen-waschmittel-pulver/B3-766898.html,3.19,https://www.bipa.at/dw/image/v2/AAFT_PRD/on/demandware.static/-/Sites-catalog/de_AT/v1638776757770/original/766898.jpg?sw=130&sfrm=png&q=100,True,bipa.at,client_name,AT,Search,72,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-352456,clever Vollwaschmittel flüssig,clever,haushalt-waschen-waschmittel-fluessigwaschmittel,https://www.bipa.at/clever-vollwaschmittel-fluessig/B3-352456.html,3.19,https://www.bipa.at/dw/image/v2/AAFT_PRD/on/demandware.static/-/Sites-catalog/de_AT/v1638776757770/original/352456.jpg?sw=130&sfrm=png&q=100,True,bipa.at,client_name,AT,Search,73,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-316260,Persil 4 in 1 Discs,Persil,haushalt-waschen-waschmittel-waschmittelpodscaps,https://www.bipa.at/persil-4-in-1-discs/B3-316260.html,9.99,https://www.bipa.at/dw/image/v2/AAFT_PRD/on/demandware.static/-/Sites-catalog/de_AT/v1638776757770/original/316260.jpg?sw=130&sfrm=png&q=100,True,bipa.at,client_name,AT,Search,74,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-481416,Persil 4 in 1 Universal Discs,Persil,haushalt-waschen-waschmittel-waschmittelpodscaps,https://www.bipa.at/persil-4-in-1-universal-discs/B3-481416.html,11.99,https://www.bipa.at/dw/image/v2/AAFT_PRD/on/demandware.static/-/Sites-catalog/de_AT/v1638776757770/original/481416.jpg?sw=130&sfrm=png&q=100,True,bipa.at,client_name,AT,Search,75,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-373803,Fewa Waschmittel Sport,Fewa,haushalt-waschen-waschmittel-fluessigwaschmittel,https://www.bipa.at/fewa-waschmittel-sport/B3-373803.html,4.79,https://www.bipa.at/dw/image/v2/AAFT_PRD/on/demandware.static/-/Sites-catalog/de_AT/v1638776757770/original/373803.jpg?sw=130&sfrm=png&q=100,True,bipa.at,client_name,AT,Search,76,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-293245,bi good Waschpulver,bi good,haushalt-waschen-waschmittel-waschpulver,https://www.bipa.at/bi-good-waschpulver/B3-293245.html,9.99,https://www.bipa.at/dw/image/v2/AAFT_PRD/on/demandware.static/-/Sites-catalog/de_AT/v1638776757770/original/293245.jpg?sw=130&sfrm=png&q=100,True,bipa.at,client_name,AT,Search,77,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-475336,Planet Pure Bio Waschmittel Alpenkräuter,Planet Pure,haushalt-waschen-waschmittel-fluessigwaschmittel,https://www.bipa.at/planet-pure-bio-waschmittel-alpenkraeuter/B3-475336.html,6.95,https://www.bipa.at/dw/image/v2/AAFT_PRD/on/demandware.static/-/Sites-catalog/de_AT/v1638776757770/original/475336.jpg?sw=130&sfrm=png&q=100,True,bipa.at,client_name,AT,Search,78,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-356785,ARIEL All in 1 Color Farbschutzmittel Pods,ARIEL,haushalt-waschen-waschmittel-waschmittelpodscaps,https://www.bipa.at/ariel-all-in-1-color-farbschutzmittel-pods/B3-356785.html,8.49,https://www.bipa.at/dw/image/v2/AAFT_PRD/on/demandware.static/-/Sites-catalog/de_AT/v1638776757770/original/356785.jpg?sw=130&sfrm=png&q=100,True,bipa.at,client_name,AT,Search,79,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-390576,Weißer Riese Malaysische Orchidee Gel,Weißer Riese,haushalt-waschen-waschmittel-fluessigwaschmittel,https://www.bipa.at/weisser-riese-malaysische-orchidee-gel/B3-390576.html,17.99,https://www.bipa.at/dw/image/v2/AAFT_PRD/on/demandware.static/-/Sites-catalog/de_AT/v1638776757770/original/390576.jpg?sw=130&sfrm=png&q=100,True,bipa.at,client_name,AT,Search,80,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-474788,Lenor Waschmittel  All-in-1 PODS Amethyst Blütentraum,Lenor,haushalt-waschen-waschmittel-waschmittelpodscaps,https://www.bipa.at/lenor-all-in-1-pods-amethyst-bluetentraum-waschmittel/B3-474788.html,9.99,https://www.bipa.at/dw/image/v2/AAFT_PRD/on/demandware.static/-/Sites-catalog/de_AT/v1638776757770/pg/474788_1.jpg?sw=130&sfrm=png&q=100,True,bipa.at,client_name,AT,Search,81,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-475448,Persil 4 in 1 Color Discs,Persil,haushalt-waschen-waschmittel-waschmittelpodscaps,https://www.bipa.at/persil-4-in-1-color-discs/B3-475448.html,11.99,https://www.bipa.at/dw/image/v2/AAFT_PRD/on/demandware.static/-/Sites-catalog/de_AT/v1638776757770/original/475448.jpg?sw=130&sfrm=png&q=100,True,bipa.at,client_name,AT,Search,82,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-316690,BI HOME 3in1 Color Caps Waschmittel,BI HOME,haushalt-waschen-waschmittel-waschmittelpodscaps,https://www.bipa.at/bi-home-3in1-color-caps-waschmittel/B3-316690.html,3.99,,True,bipa.at,client_name,AT,Search,83,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-436153,Planet Pure Wäsche Weiss Waschmittel,Planet Pure,haushalt-waschen-waschmittel-waschpulver,https://www.bipa.at/planet-pure-waesche-weiss-waschmittel/B3-436153.html,5.95,,True,bipa.at,client_name,AT,Search,84,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-483029,ARIEL All in 1 Pods Color,ARIEL,haushalt-waschen-waschmittel-waschmittelpodscaps,https://www.bipa.at/ariel-all-in-1-pods-color/B3-483029.html,23.99,,True,bipa.at,client_name,AT,Search,85,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-389280,ARIEL All in 1 Pods Color + Faserpflege,ARIEL,haushalt-waschen-waschmittel-waschmittelpodscaps,https://www.bipa.at/ariel-all-in-1-pods-color-plus-faserpflege/B3-389280.html,8.49,,True,bipa.at,client_name,AT,Search,86,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-403833,Planet Pure Bio Waschmittel Aloe Vera,Planet Pure,haushalt-waschen-waschmittel-fluessigwaschmittel,https://www.bipa.at/planet-pure-bio-waschmittel-aloe-vera/B3-403833.html,6.95,,True,bipa.at,client_name,AT,Search,87,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-464166,OMO Hygiene Waschmittel flüssig,OMO,haushalt-waschen-waschmittel-fluessigwaschmittel,https://www.bipa.at/omo-hygiene-waschmittel-fluessig/B3-464166.html,6.99,,True,bipa.at,client_name,AT,Search,88,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-475344,Planet Pure Biowaschmittel Lavendel,Planet Pure,haushalt-waschen-waschmittel-fluessigwaschmittel,https://www.bipa.at/planet-pure-biowaschmittel-lavendel/B3-475344.html,13.45,,True,bipa.at,client_name,AT,Search,89,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-3205,Rei in der Tube,Rei,haushalt-waschen-waschmittel-fluessigwaschmittel,https://www.bipa.at/rei-in-der-tube/B3-3205.html,2.39,,True,bipa.at,client_name,AT,Search,90,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-389295,ARIEL All in 1 Pods Universal+,ARIEL,haushalt-waschen-waschmittel-waschmittelpodscaps,https://www.bipa.at/ariel-all-in-1-pods-universalplus/B3-389295.html,8.49,,True,bipa.at,client_name,AT,Search,91,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-513342,Persil Waschmittel Eco Power Bars Color,Persil,haushalt-waschen-waschmittel-waschmittelpodscaps,https://www.bipa.at/persil-waschmittel-eco-power-bars-color/B3-513342.html,9.99,,True,bipa.at,client_name,AT,Search,92,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-356781,ARIEL All in 1 Universal Vollwaschmittel Pods,ARIEL,haushalt-waschen-waschmittel-waschmittelpodscaps,https://www.bipa.at/ariel-all-in-1-universal-vollwaschmittel-pods/B3-356781.html,8.49,,True,bipa.at,client_name,AT,Search,93,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-513339,Persil Waschmittel Eco Power Bars Regular,Persil,haushalt-waschen-waschmittel-waschmittelpodscaps,https://www.bipa.at/persil-waschmittel-eco-power-bars-regular/B3-513339.html,9.99,,True,bipa.at,client_name,AT,Search,94,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-288297,BI HOME Reisetube Waschmittel,BI HOME,haushalt-waschen-waschmittel-fluessigwaschmittel,https://www.bipa.at/bi-home-reisetube-waschmittel/B3-288297.html,0.99,,True,bipa.at,client_name,AT,Search,95,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-385875,Frosch Granatapfel Waschmittel,Frosch,haushalt-waschen-waschmittel-fluessigwaschmittel,https://www.bipa.at/frosch-granatapfel-waschmittel/B3-385875.html,4.95,,False,bipa.at,client_name,AT,Search,96,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-518880,Coral All in 1 Caps Color,Coral,haushalt-waschen-waschmittel-waschmittelpodscaps,https://www.bipa.at/coral-all-in-1-caps-color/B3-518880.html,4.49,,False,bipa.at,client_name,AT,Search,97,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
B3-451972,bi good Colorwaschmittel Apfelblüte,bi good,haushalt-waschen-waschmittel-fluessigwaschmittel,https://www.bipa.at/bi-good-colorwaschmittel-apfelbluete/B3-451972.html,6.49,,False,bipa.at,client_name,AT,Search,98,https://www.bipa.at/waschmittel/waschen/haushalt?searchRedirect=1,1
