sku,title,brand,category,product_url,price,image,in_stock,e_retailer,client,market,type,position,listing_url,page
B3-446585,Oral-B PRO 1  290 Elektrische Zahnbürste mit 2. Handstück,Oral-B,pflege-mund-zahnpflege-elektrischezahnbuersten,https://www.bipa.at/oral-b-elektrische-zahnbuerste-pro-1-290-mit-2.-handstueck/B3-446585.html,59.99,,False,bipa.at,client_name,AT,Search,39,https://www.bipa.at/suche?q=Elektrische%20Zahnb%C3%BCrste,1
B3-446627,Oral-B Genius 8900 Elektrische Zahnbürste,Oral-B,pflege-mund-zahnpflege-elektrischezahnbuersten,https://www.bipa.at/oral-b-elektrische-zahnbuerste-genius-8900-mit-2.-handstueck/B3-446627.html,199.99,,False,bipa.at,client_name,AT,Search,40,https://www.bipa.at/suche?q=Elektrische%20Zahnb%C3%BCrste,1
B3-447066,Oral-B PRO 1 970 Elektrische Zahnbürste,Oral-B,pflege-mund-zahnpflege-elektrischezahnbuersten,https://www.bipa.at/oral-b-elektrische-zahnbuerste-pro-1-970-white-sensi/B3-447066.html,69.99,,False,bipa.at,client_name,AT,Search,41,https://www.bipa.at/suche?q=Elektrische%20Zahnb%C3%BCrste,1
B3-415390,Oral-B iO 8 Elektrische Zahnbürste,Oral-B,pflege-mund-zahnpflege-elektrischezahnbuersten,https://www.bipa.at/oral-b-elektrische-zahnbuerste-io-series-8n-black-onyx/B3-415390.html,249.99,,False,bipa.at,client_name,AT,Search,42,https://www.bipa.at/suche?q=Elektrische%20Zahnb%C3%BCrste,1
B3-390302,Oral-B Pro 2 2000 Elektrische Zahnbürste,Oral-B,pflege-mund-zahnpflege-elektrischezahnbuersten,https://www.bipa.at/oral-b-oral-b-pro-2-2000-black-edition/B3-390302.html,59.99,,False,bipa.at,client_name,AT,Search,43,https://www.bipa.at/suche?q=Elektrische%20Zahnb%C3%BCrste,1
B3-447064,Oral-B Pro 1 750 Elektrische Zahnbürste,Oral-B,pflege-mund-zahnpflege-elektrischezahnbuersten,https://www.bipa.at/oral-b-elektrische-zahnbuerste-pro-1-750-black-edition-mit-reiseetui/B3-447064.html,44.99,,False,bipa.at,client_name,AT,Search,44,https://www.bipa.at/suche?q=Elektrische%20Zahnb%C3%BCrste,1
B3-430188,"Oral-B iO 8 Doppelpack  Elektrische Zahnbürsten mit Magnet-Technologie & sanften  Mikrovibrationen, 6 Putzprogramme & Farbdisplay, Reiseetui, violet/black",Oral-B,pflege-mund-zahnpflege-elektrischezahnbuersten,https://www.bipa.at/oral-b-elektrische-zahnbuerste-io-series-8-mit-2-handstuecken-violet-ametrine%2Fblack-onyx/B3-430188.html,299.99,,False,bipa.at,client_name,AT,Search,45,https://www.bipa.at/suche?q=Elektrische%20Zahnb%C3%BCrste,1
B3-447067,Oral-B Genius X Design Edition Elektrische  Zahnbürste,Oral-B,pflege-mund-zahnpflege-elektrischezahnbuersten,https://www.bipa.at/oral-b-elektrische-zahnbuerste-genius-x-design-edition-blush-pink/B3-447067.html,249.99,,False,bipa.at,client_name,AT,Search,46,https://www.bipa.at/suche?q=Elektrische%20Zahnb%C3%BCrste,1
B3-446081,Oral-B iO 8 Special Edition Elektrische  Zahnbürste,Oral-B,pflege-mund-zahnpflege-elektrischezahnbuersten,https://www.bipa.at/oral-b-elektrische-zahnbuerste-io-series-8-special-edition-white-alabaster/B3-446081.html,249.99,,False,bipa.at,client_name,AT,Search,47,https://www.bipa.at/suche?q=Elektrische%20Zahnb%C3%BCrste,1
B3-430185,Oral-B iO 8 Duo Elektrische Zahnbürsten,Oral-B,pflege-mund-zahnpflege-elektrischezahnbuersten,https://www.bipa.at/oral-b-elektrische-zahnbuerste-io-series-8-mit-2.-handstueck-white-alabaster%2Fblack-onyx/B3-430185.html,399.99,,False,bipa.at,client_name,AT,Search,48,https://www.bipa.at/suche?q=Elektrische%20Zahnb%C3%BCrste,1
B3-446075,Oral-B iO 8 Special Edition Elektrische  Zahnbürste,Oral-B,pflege-mund-zahnpflege-elektrischezahnbuersten,https://www.bipa.at/oral-b-elektrische-zahnbuerste-io-series-8-special-edition-black-onyx/B3-446075.html,249.99,,False,bipa.at,client_name,AT,Search,49,https://www.bipa.at/suche?q=Elektrische%20Zahnb%C3%BCrste,1
B3-415384,Oral-B iO 8 Elektrische Zahnbürste,Oral-B,pflege-mund-zahnpflege-elektrischezahnbuersten,https://www.bipa.at/oral-b-elektrische-zahnbuerste-io-series-8n-white-alabaster/B3-415384.html,249.99,,False,bipa.at,client_name,AT,Search,50,https://www.bipa.at/suche?q=Elektrische%20Zahnb%C3%BCrste,1
B3-447068,Oral-B Genius X Design Edition Elektrische  Zahnbürste,Oral-B,pflege-mund-zahnpflege-elektrischezahnbuersten,https://www.bipa.at/oral-b-elektrische-zahnbuerste-genius-x-design-edition-rosegold/B3-447068.html,249.99,,False,bipa.at,client_name,AT,Search,51,https://www.bipa.at/suche?q=Elektrische%20Zahnb%C3%BCrste,1
B3-446635,Oral-B Pulsonic Slim Luxe 4900 Elektrische  Zahnbürste,Oral-B,pflege-mund-zahnpflege-elektrischezahnbuersten,https://www.bipa.at/oral-b-elektrische-zahnbuerste-pulsonic-slim-luxe-4900-mit-2.-handstueck/B3-446635.html,159.99,,False,bipa.at,client_name,AT,Search,52,https://www.bipa.at/suche?q=Elektrische%20Zahnb%C3%BCrste,1
B3-447069,Oral-B Genius X Design Edition Elektrische  Zahnbürste,Oral-B,pflege-mund-zahnpflege-elektrischezahnbuersten,https://www.bipa.at/oral-b-elektrische-zahnbuerste-genius-x-design-edition-black/B3-447069.html,249.99,,False,bipa.at,client_name,AT,Search,53,https://www.bipa.at/suche?q=Elektrische%20Zahnb%C3%BCrste,1
B3-430180,Oral-B iO 7 Duo Elektrische Zahnbürsten,Oral-B,pflege-mund-zahnpflege-elektrischezahnbuersten,https://www.bipa.at/oral-b-elektrische-zahnbuerste-io-series-7n-white-alabaster-mit-2-handstuecken/B3-430180.html,349.99,,False,bipa.at,client_name,AT,Search,54,https://www.bipa.at/suche?q=Elektrische%20Zahnb%C3%BCrste,1
B3-430214,Oral-B iO 8 Duo Elektrische Zahnbürsten,Oral-B,pflege-mund-zahnpflege-elektrischezahnbuersten,https://www.bipa.at/oral-b-elektrische-zahnbuerste-io-series-8-mit-2-handstuecken-white-alabaster%2Fviolet-ametrine/B3-430214.html,399.99,,False,bipa.at,client_name,AT,Search,55,https://www.bipa.at/suche?q=Elektrische%20Zahnb%C3%BCrste,1
B3-871806,Somat Klarspüler,Somat,haushalt-putzenreinigen-geschirrspuelmittel-reiniger,https://www.bipa.at/somat-klarspueler/B3-871806.html,3.29,https://www.bipa.at/dw/image/v2/AAFT_PRD/on/demandware.static/-/Sites-catalog/de_AT/v1638776757770/original/871806.jpg?sw=130&sfrm=png&q=100,True,bipa.at,client_name,AT,Search,1,https://www.bipa.at/suche?q=Geschirrsp%C3%BClmittel,1
B3-866002,Frosch Limonen Spülmittel,Frosch,haushalt-putzenreinigen-geschirrspuelmittel-reiniger,https://www.bipa.at/frosch-limonen-spuelmittel/B3-866002.html,1.49,https://www.bipa.at/dw/image/v2/AAFT_PRD/on/demandware.static/-/Sites-catalog/de_AT/v1638776757770/original/866002.jpg?sw=130&sfrm=png&q=100,True,bipa.at,client_name,AT,Search,2,https://www.bipa.at/suche?q=Geschirrsp%C3%BClmittel,1
B3-403168,Somat Duo Maschinenreiniger Extra Kraft,Somat,haushalt-putzenreinigen-geschirrspuelmittel-reiniger,https://www.bipa.at/somat-duo-maschinenreiniger-extra-kraft/B3-403168.html,3.99,https://www.bipa.at/dw/image/v2/AAFT_PRD/on/demandware.static/-/Sites-catalog/de_AT/v1638776757770/original/403168.jpg?sw=130&sfrm=png&q=100,True,bipa.at,client_name,AT,Search,3,https://www.bipa.at/suche?q=Geschirrsp%C3%BClmittel,1
B3-281074,Somat Zitrone & Limette All in 1 XXL Geschirrspültabs,Somat,haushalt-putzenreinigen-geschirrspuelmittel-reiniger,https://www.bipa.at/somat-zitrone-und-limette-all-in-1-xxl-geschirrspueltabs/B3-281074.html,7.99,https://www.bipa.at/dw/image/v2/AAFT_PRD/on/demandware.static/-/Sites-catalog/de_AT/v1638776757770/original/281074.jpg?sw=130&sfrm=png&q=100,True,bipa.at,client_name,AT,Search,4,https://www.bipa.at/suche?q=Geschirrsp%C3%BClmittel,1
B3-391659,finish Quantum Ultimate Tabs Citrus XXL,finish,haushalt-putzenreinigen-geschirrspuelmittel-reiniger,https://www.bipa.at/finish-quantum-ultimate-tabs-citrus-xxl/B3-391659.html,8.79,https://www.bipa.at/dw/image/v2/AAFT_PRD/on/demandware.static/-/Sites-catalog/de_AT/v1638776757770/original/391659.jpg?sw=130&sfrm=png&q=100,True,bipa.at,client_name,AT,Search,5,https://www.bipa.at/suche?q=Geschirrsp%C3%BClmittel,1
B3-346838,Frosch Zitronen Spülmittel,Frosch,haushalt-putzenreinigen-geschirrspuelmittel-reiniger,https://www.bipa.at/frosch-zitronen-spuelmittel/B3-346838.html,1.49,https://www.bipa.at/dw/image/v2/AAFT_PRD/on/demandware.static/-/Sites-catalog/de_AT/v1638776757770/original/346838.jpg?sw=130&sfrm=png&q=100,True,bipa.at,client_name,AT,Search,6,https://www.bipa.at/suche?q=Geschirrsp%C3%BClmittel,1
B3-4165,finish Maschinendeo Citrus,finish,haushalt-putzenreinigen-geschirrspuelmittel-reiniger,https://www.bipa.at/finish-maschinendeo-citrus/B3-4165.html,1.49,https://www.bipa.at/dw/image/v2/AAFT_PRD/on/demandware.static/-/Sites-catalog/de_AT/v1638776757770/original/4165.jpg?sw=130&sfrm=png&q=100,True,bipa.at,client_name,AT,Search,7,https://www.bipa.at/suche?q=Geschirrsp%C3%BClmittel,1
B3-430840,finish All-in-1 Geschirrspültabs XXL Pack,finish,haushalt-putzenreinigen-geschirrspuelmittel-reiniger,https://www.bipa.at/finish-all-in-1-geschirrspueltabs-xxl-pack/B3-430840.html,8.79,https://www.bipa.at/dw/image/v2/AAFT_PRD/on/demandware.static/-/Sites-catalog/de_AT/v1638776757770/original/430840.jpg?sw=130&sfrm=png&q=100,True,bipa.at,client_name,AT,Search,8,https://www.bipa.at/suche?q=Geschirrsp%C3%BClmittel,1
B3-312717,Frosch Klarspüler,Frosch,haushalt-putzenreinigen-geschirrspuelmittel-reiniger,https://www.bipa.at/frosch-klarspueler/B3-312717.html,2.99,https://www.bipa.at/dw/image/v2/AAFT_PRD/on/demandware.static/-/Sites-catalog/de_AT/v1638776757770/original/312717.jpg?sw=130&sfrm=png&q=100,True,bipa.at,client_name,AT,Search,9,https://www.bipa.at/suche?q=Geschirrsp%C3%BClmittel,1
B3-389578,Pril Power Fresh Geschirrspülmittel,Pril,haushalt-putzenreinigen-geschirrspuelmittel-reiniger,https://www.bipa.at/pril-power-fresh-geschirrspuelmittel/B3-389578.html,1.69,https://www.bipa.at/dw/image/v2/AAFT_PRD/on/demandware.static/-/Sites-catalog/de_AT/v1638776757770/original/389578.jpg?sw=130&sfrm=png&q=100,True,bipa.at,client_name,AT,Search,10,https://www.bipa.at/suche?q=Geschirrsp%C3%BClmittel,1
B3-795407,bi good Geschirrspülmittel Zitronenmelissenduft,bi good,haushalt-putzenreinigen-geschirrspuelmittel-reiniger,https://www.bipa.at/bi-good-geschirrspuelmittel-zitronenmelissenduft/B3-795407.html,1.39,https://www.bipa.at/dw/image/v2/AAFT_PRD/on/demandware.static/-/Sites-catalog/de_AT/v1638776757770/original/795407.jpg?sw=130&sfrm=png&q=100,True,bipa.at,client_name,AT,Search,11,https://www.bipa.at/suche?q=Geschirrsp%C3%BClmittel,1
B3-241842,bi good Geschirrspülmittel sensitiv,bi good,haushalt-putzenreinigen-geschirrspuelmittel-reiniger,https://www.bipa.at/bi-good-geschirrspuelmittel-sensitiv/B3-241842.html,1.59,https://www.bipa.at/dw/image/v2/AAFT_PRD/on/demandware.static/-/Sites-catalog/de_AT/v1638776757770/original/241842.jpg?sw=130&sfrm=png&q=100,True,bipa.at,client_name,AT,Search,12,https://www.bipa.at/suche?q=Geschirrsp%C3%BClmittel,1
B3-143679,Somat Intensiv Geschirrspülmaschinen-Reiniger,Somat,grossverbraucher-gvhaushalt,https://www.bipa.at/somat-intensiv-geschirrspuelmaschinen-reiniger/B3-143679.html,3.59,https://www.bipa.at/dw/image/v2/AAFT_PRD/on/demandware.static/-/Sites-catalog/de_AT/v1638776757770/original/143679.jpg?sw=130&sfrm=png&q=100,True,bipa.at,client_name,AT,Search,13,https://www.bipa.at/suche?q=Geschirrsp%C3%BClmittel,1
B3-383205,Pril Balsam Aloe Vera Geschirrspülmittel,Pril,haushalt-putzenreinigen-geschirrspuelmittel-reiniger,https://www.bipa.at/pril-balsam-aloe-vera-geschirrspuelmittel/B3-383205.html,1.69,https://www.bipa.at/dw/image/v2/AAFT_PRD/on/demandware.static/-/Sites-catalog/de_AT/v1638776757770/original/383205.jpg?sw=130&sfrm=png&q=100,True,bipa.at,client_name,AT,Search,14,https://www.bipa.at/suche?q=Geschirrsp%C3%BClmittel,1
B3-374439,clever 2-Phasen Geschirrspültabs,clever,haushalt-putzenreinigen-geschirrspuelmittel-reiniger,https://www.bipa.at/clever-2-phasen-geschirrspueltabs/B3-374439.html,4.45,https://www.bipa.at/dw/image/v2/AAFT_PRD/on/demandware.static/-/Sites-catalog/de_AT/v1638776757770/original/374439.jpg?sw=130&sfrm=png&q=100,True,bipa.at,client_name,AT,Search,15,https://www.bipa.at/suche?q=Geschirrsp%C3%BClmittel,1
B3-6231,Frosch Wc-Essigreiniger,Frosch,haushalt-putzenreinigen-geschirrspuelmittel-reiniger,https://www.bipa.at/frosch-wc-essigreiniger/B3-6231.html,2.49,https://www.bipa.at/dw/image/v2/AAFT_PRD/on/demandware.static/-/Sites-catalog/de_AT/v1638776757770/original/6231.jpg?sw=130&sfrm=png&q=100,True,bipa.at,client_name,AT,Search,16,https://www.bipa.at/suche?q=Geschirrsp%C3%BClmittel,1
B3-621831,Somat Gold 12 Multi-Aktiv Zitrone & Limette Geschirrspültabs,Somat,haushalt-putzenreinigen-geschirrspuelmittel-reiniger,https://www.bipa.at/somat-gold-12-multi-aktiv-zitrone-und-limette-geschirrspueltabs/B3-621831.html,7.99,https://www.bipa.at/dw/image/v2/AAFT_PRD/on/demandware.static/-/Sites-catalog/de_AT/v1638776757770/original/621831.jpg?sw=130&sfrm=png&q=100,True,bipa.at,client_name,AT,Search,17,https://www.bipa.at/suche?q=Geschirrsp%C3%BClmittel,1
B3-475671,Somat Excellence 4 in 1 Geschirrspültabs,Somat,haushalt-putzenreinigen-geschirrspuelmittel-reiniger,https://www.bipa.at/somat-excellence-4-in-1-geschirrspueltabs/B3-475671.html,7.99,https://www.bipa.at/dw/image/v2/AAFT_PRD/on/demandware.static/-/Sites-catalog/de_AT/v1638776757770/original/475671.jpg?sw=130&sfrm=png&q=100,True,bipa.at,client_name,AT,Search,18,https://www.bipa.at/suche?q=Geschirrsp%C3%BClmittel,1
B3-755391,finish Maschinenpfleger,finish,haushalt-putzenreinigen-entkalkungsmmaschinenre,https://www.bipa.at/finish-maschinenpfleger/B3-755391.html,3.59,https://www.bipa.at/dw/image/v2/AAFT_PRD/on/demandware.static/-/Sites-catalog/de_AT/v1638776757770/original/755391.jpg?sw=130&sfrm=png&q=100,True,bipa.at,client_name,AT,Search,19,https://www.bipa.at/suche?q=Geschirrsp%C3%BClmittel,1
B3-363721,Somat Klarspüler Zitrone,Somat,haushalt-putzenreinigen-geschirrspuelmittel-reiniger,https://www.bipa.at/somat-klarspueler-zitrone/B3-363721.html,3.29,https://www.bipa.at/dw/image/v2/AAFT_PRD/on/demandware.static/-/Sites-catalog/de_AT/v1638776757770/original/363721.jpg?sw=130&sfrm=png&q=100,True,bipa.at,client_name,AT,Search,20,https://www.bipa.at/suche?q=Geschirrsp%C3%BClmittel,1
B3-265310,claro Geschirrspülmittel ÖKO Classic Pulver,claro,haushalt-putzenreinigen-geschirrspuelmittel-reiniger,https://www.bipa.at/claro-geschirrspuelmittel-oeko-classic-pulver/B3-265310.html,5.99,https://www.bipa.at/dw/image/v2/AAFT_PRD/on/demandware.static/-/Sites-catalog/de_AT/v1638776757770/original/265310.jpg?sw=130&sfrm=png&q=100,True,bipa.at,client_name,AT,Search,21,https://www.bipa.at/suche?q=Geschirrsp%C3%BClmittel,1
B3-483836,finish Classic Citrus 	Geschirrspültabs,finish,haushalt-putzenreinigen-geschirrspuelmittel-reiniger,https://www.bipa.at/finish-classic-citrus-%09geschirrspueltabs/B3-483836.html,8.79,https://www.bipa.at/dw/image/v2/AAFT_PRD/on/demandware.static/-/Sites-catalog/de_AT/v1638776757770/original/483836.jpg?sw=130&sfrm=png&q=100,True,bipa.at,client_name,AT,Search,22,https://www.bipa.at/suche?q=Geschirrsp%C3%BClmittel,1
B3-265308,claro Multi Geschirrspültabs Alles-in-1,claro,haushalt-putzenreinigen-geschirrspuelmittel-reiniger,https://www.bipa.at/claro-multi-geschirrspueltabs-alles-in-1/B3-265308.html,9.99,https://www.bipa.at/dw/image/v2/AAFT_PRD/on/demandware.static/-/Sites-catalog/de_AT/v1638776757770/original/265308.jpg?sw=130&sfrm=png&q=100,True,bipa.at,client_name,AT,Search,23,https://www.bipa.at/suche?q=Geschirrsp%C3%BClmittel,1
B3-443563,Frosch Limonen all in 1 Tabs,Frosch,haushalt-putzenreinigen-geschirrspuelmittel-reiniger,https://www.bipa.at/frosch-limonen-all-in-1-tabs/B3-443563.html,4.99,https://www.bipa.at/dw/image/v2/AAFT_PRD/on/demandware.static/-/Sites-catalog/de_AT/v1638776757770/original/443563.jpg?sw=130&sfrm=png&q=100,True,bipa.at,client_name,AT,Search,24,https://www.bipa.at/suche?q=Geschirrsp%C3%BClmittel,1
B3-281239,BI HOME Multi-Power Geschirrspültabs,BI HOME,haushalt-putzenreinigen-geschirrspuelmittel-reiniger,https://www.bipa.at/bi-home-multi-power-geschirrspueltabs/B3-281239.html,5.99,,True,bipa.at,client_name,AT,Search,25,https://www.bipa.at/suche?q=Geschirrsp%C3%BClmittel,1
B3-876399,claro Hygiene Geschirrspültabs,claro,haushalt-putzenreinigen-geschirrspuelmittel-reiniger,https://www.bipa.at/claro-hygiene-geschirrspueltabs/B3-876399.html,9.99,,True,bipa.at,client_name,AT,Search,26,https://www.bipa.at/suche?q=Geschirrsp%C3%BClmittel,1
B3-307972,Pril Power & mineralische Perlen Granatapfel & Orange,Pril,haushalt-putzenreinigen-geschirrspuelmittel-reiniger,https://www.bipa.at/pril-power-und-mineralische-perlen-granatapfel-und-orange/B3-307972.html,1.69,,True,bipa.at,client_name,AT,Search,27,https://www.bipa.at/suche?q=Geschirrsp%C3%BClmittel,1
B3-398482,Pril Power Lemon Konzentrat Geschirrspülmittel,Pril,haushalt-putzenreinigen-geschirrspuelmittel-reiniger,https://www.bipa.at/pril-power-lemon-konzentrat-geschirrspuelmittel/B3-398482.html,1.69,,True,bipa.at,client_name,AT,Search,28,https://www.bipa.at/suche?q=Geschirrsp%C3%BClmittel,1
B3-862968,Palmolive Geschirrspülmittel Limonenfrisch,Palmolive,haushalt-putzenreinigen-geschirrspuelmittel-reiniger,https://www.bipa.at/palmolive-geschirrspuelmittel-limonenfrisch/B3-862968.html,2.49,,True,bipa.at,client_name,AT,Search,29,https://www.bipa.at/suche?q=Geschirrsp%C3%BClmittel,1
B3-862781,finish Protector Geschirrspüler,finish,haushalt-putzenreinigen-geschirrspuelmittel-reiniger,https://www.bipa.at/finish-protector-geschirrspueler/B3-862781.html,4.95,,True,bipa.at,client_name,AT,Search,30,https://www.bipa.at/suche?q=Geschirrsp%C3%BClmittel,1
B3-374005,FAIRY Handgeschirrspülmittel  100% natürlicher Duft Bergamotte & Ingwer,FAIRY,haushalt-putzenreinigen-geschirrspuelmittel-reiniger,https://www.bipa.at/fairy-noname/B3-374005.html,1.59,,True,bipa.at,client_name,AT,Search,31,https://www.bipa.at/suche?q=Geschirrsp%C3%BClmittel,1
B3-475421,Somat Classic Geschirrspülertabs,Somat,haushalt-putzenreinigen-geschirrspuelmittel-reiniger,https://www.bipa.at/somat-classic-geschirrspuelertabs/B3-475421.html,7.79,,True,bipa.at,client_name,AT,Search,32,https://www.bipa.at/suche?q=Geschirrsp%C3%BClmittel,1
B3-365292,claro Classic Geschirrspültabs,claro,haushalt-putzenreinigen-geschirrspuelmittel-reiniger,https://www.bipa.at/claro-classic-geschirrspueltabs/B3-365292.html,5.99,,True,bipa.at,client_name,AT,Search,33,https://www.bipa.at/suche?q=Geschirrsp%C3%BClmittel,1
B3-253190,Ecover Spülmittel Zitrone & Aloe Vera,Ecover,haushalt-putzenreinigen-geschirrspuelmittel-reiniger,https://www.bipa.at/ecover-spuelmittel-zitrone-und-aloe-vera/B3-253190.html,1.75,,True,bipa.at,client_name,AT,Search,34,https://www.bipa.at/suche?q=Geschirrsp%C3%BClmittel,1
B3-286602,BI HOME Spülmittel Konzentrat Limette,BI HOME,haushalt-putzenreinigen-geschirrspuelmittel-reiniger,https://www.bipa.at/bi-home-spuelmittel-konzentrat-limette/B3-286602.html,1.19,,True,bipa.at,client_name,AT,Search,35,https://www.bipa.at/suche?q=Geschirrsp%C3%BClmittel,1
B3-862966,Palmolive Geschirrspülmittel Original,Palmolive,haushalt-putzenreinigen-geschirrspuelmittel-reiniger,https://www.bipa.at/palmolive-geschirrspuelmittel-original/B3-862966.html,2.49,,True,bipa.at,client_name,AT,Search,36,https://www.bipa.at/suche?q=Geschirrsp%C3%BClmittel,1
B3-450094,FAIRY Spülschaum,FAIRY,haushalt-putzenreinigen-geschirrspuelmittel-reiniger,https://www.bipa.at/fairy-spuelschaum/B3-450094.html,3.49,,True,bipa.at,client_name,AT,Search,37,https://www.bipa.at/suche?q=Geschirrsp%C3%BClmittel,1
B3-697958,claro Öko Kalkstopp Geschirrspültabs,claro,haushalt-putzenreinigen-geschirrspuelmittel-reiniger,https://www.bipa.at/claro-oeko-kalkstopp-geschirrspueltabs/B3-697958.html,9.99,,True,bipa.at,client_name,AT,Search,38,https://www.bipa.at/suche?q=Geschirrsp%C3%BClmittel,1
B3-495673,FAIRY Antibakteriell  Handgeschirrspülmittel,FAIRY,haushalt-putzenreinigen-geschirrspuelmittel-reiniger,https://www.bipa.at/fairy-handgeschirrspuelmittel-antibakteriell/B3-495673.html,1.59,,True,bipa.at,client_name,AT,Search,39,https://www.bipa.at/suche?q=Geschirrsp%C3%BClmittel,1
B3-475349,Planet Pure Bio Spülmittel Gel Limette,Planet Pure,haushalt-putzenreinigen-geschirrspuelmittel-reiniger,https://www.bipa.at/planet-pure-bio-spuelmittel-gel-limette/B3-475349.html,3.49,,True,bipa.at,client_name,AT,Search,40,https://www.bipa.at/suche?q=Geschirrsp%C3%BClmittel,1
B3-511791,FAIRY Ultra  Konzentrat Zitrone Handgeschirrspülmittel,FAIRY,haushalt-putzenreinigen-geschirrspuelmittel-reiniger,https://www.bipa.at/fairy-handgeschirrspuelmittel-zitrone/B3-511791.html,1.59,,True,bipa.at,client_name,AT,Search,41,https://www.bipa.at/suche?q=Geschirrsp%C3%BClmittel,1
B3-475354,Planet Pure Öko Geschirrspültabs,Planet Pure,haushalt-putzenreinigen-geschirrspuelmittel-reiniger,https://www.bipa.at/planet-pure-oeko-geschirrspueltabs/B3-475354.html,5.95,,True,bipa.at,client_name,AT,Search,42,https://www.bipa.at/suche?q=Geschirrsp%C3%BClmittel,1
B3-518131,Frosch Geschirrspültabs,Frosch,haushalt-putzenreinigen-geschirrspuelmittel-reiniger,https://www.bipa.at/frosch-geschirrspueltabs/B3-518131.html,12.99,,True,bipa.at,client_name,AT,Search,43,https://www.bipa.at/suche?q=Geschirrsp%C3%BClmittel,1
B3-489821,bi good Spülmittel Lavendel,bi good,haushalt-putzenreinigen-geschirrspuelmittel-reiniger,https://www.bipa.at/bi-good-spuelmittel-lavendel/B3-489821.html,1.49,,True,bipa.at,client_name,AT,Search,44,https://www.bipa.at/suche?q=Geschirrsp%C3%BClmittel,1
B3-489633,Cycle Handgeschirrspülmittel Zitrone,Cycle,haushalt-putzenreinigen-geschirrspuelmittel-reiniger,https://www.bipa.at/cycle-handgeschirrspuelmittel-zitrone/B3-489633.html,2.99,,True,bipa.at,client_name,AT,Search,45,https://www.bipa.at/suche?q=Geschirrsp%C3%BClmittel,1
B3-477026,Somat Excellence 4 in 1 Geschirrspültabs,Somat,haushalt-putzenreinigen-geschirrspuelmittel-reiniger,https://www.bipa.at/somat-excellence-4-in-1-geschirrspueltabs/B3-477026.html,7.79,,True,bipa.at,client_name,AT,Search,46,https://www.bipa.at/suche?q=Geschirrsp%C3%BClmittel,1
B3-475664,Somat Excellence 4 in 1 Box Geschirrspültabs,Somat,haushalt-putzenreinigen-geschirrspuelmittel-reiniger,https://www.bipa.at/somat-excellence-4-in-1-box-geschirrspueltabs/B3-475664.html,7.99,,True,bipa.at,client_name,AT,Search,47,https://www.bipa.at/suche?q=Geschirrsp%C3%BClmittel,1
B3-518654,claro CLARO ÖKO MULTI PULVER,claro,haushalt-putzenreinigen-geschirrspuelmittel-reiniger,https://www.bipa.at/claro-noname/B3-518654.html,5.99,,True,bipa.at,client_name,AT,Search,48,https://www.bipa.at/suche?q=Geschirrsp%C3%BClmittel,1
B3-283266,Somat All in One Multi-Aktiv 57 Geschirrspültabs,Somat,haushalt-putzenreinigen-geschirrspuelmittel-reiniger,https://www.bipa.at/somat-all-in-one-multi-aktiv-57-geschirrspueltabs/B3-283266.html,7.99,https://www.bipa.at/dw/image/v2/AAFT_PRD/on/demandware.static/-/Sites-catalog/de_AT/v1638776757770/original/283266.jpg?sw=130&sfrm=png&q=100,True,bipa.at,client_name,AT,Search,49,https://www.bipa.at/suche?q=Geschirrsp%C3%BClmittel,1
B3-731515,FAIRY Geschirrspülmittel Original,FAIRY,haushalt-putzenreinigen-geschirrspuelmittel-reiniger,https://www.bipa.at/fairy-geschirrspuelmittel-original/B3-731515.html,1.59,https://www.bipa.at/dw/image/v2/AAFT_PRD/on/demandware.static/-/Sites-catalog/de_AT/v1638776757770/original/731515.jpg?sw=130&sfrm=png&q=100,True,bipa.at,client_name,AT,Search,50,https://www.bipa.at/suche?q=Geschirrsp%C3%BClmittel,1
B3-809943,finish Klarspüler Citrus,finish,haushalt-putzenreinigen-geschirrspuelmittel-reiniger,https://www.bipa.at/finish-klarspueler-citrus/B3-809943.html,3.29,https://www.bipa.at/dw/image/v2/AAFT_PRD/on/demandware.static/-/Sites-catalog/de_AT/v1638776757770/original/809943.jpg?sw=130&sfrm=png&q=100,True,bipa.at,client_name,AT,Search,51,https://www.bipa.at/suche?q=Geschirrsp%C3%BClmittel,1
B3-873639,bi good umweltfreundliche Geschirrspültabs Alles in 1,bi good,haushalt-putzenreinigen-geschirrspuelmittel-reiniger,https://www.bipa.at/bi-good-umweltfreundliche-geschirrspueltabs-alles-in-1/B3-873639.html,6.99,https://www.bipa.at/dw/image/v2/AAFT_PRD/on/demandware.static/-/Sites-catalog/de_AT/v1638776757770/original/873639.jpg?sw=130&sfrm=png&q=100,True,bipa.at,client_name,AT,Search,52,https://www.bipa.at/suche?q=Geschirrsp%C3%BClmittel,1
B3-316205,Somat Spezial Geschirrspülersalz,Somat,haushalt-putzenreinigen-geschirrspuelmittel-reiniger,https://www.bipa.at/somat-spezial-geschirrspuelersalz/B3-316205.html,1.19,https://www.bipa.at/dw/image/v2/AAFT_PRD/on/demandware.static/-/Sites-catalog/de_AT/v1638776757770/original/316205.jpg?sw=130&sfrm=png&q=100,True,bipa.at,client_name,AT,Search,53,https://www.bipa.at/suche?q=Geschirrsp%C3%BClmittel,1
