sku,title,brand,product_url,description,old_price,price,main_image,in_stock,category,rating,reviews,e_retailer,client,market,type,position,listing_url
p-672456,PHILIPS Testine HX6052/07 Sonicare Sensitive 2 Pezzi,PHILIPS,https://www.mediaworld.it/product/p-672456/philips-testine-hx6052-07-sonicare-sensitive-2-pezzi,          2 Testine delicate per spazzolino Sonicare Setole ultra morbide - Setole con avviso di sostituzione - Innovativo profilo della testina per la massima delicatezza ,,9.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/67/24/672456_thumb.jpg,True,Testina delicata per spazzolino elettrico Sonicare,,,mediaworld.it,P&G,IT,Search,24,https://www.mediaworld.it/search/spazzolino%20elettrico?page=2
p-101942,ORAL-B Vitality 100 StarWars,ORAL B,https://www.mediaworld.it/product/p-101942/oral-b-vitality-100-starwars,"          Spazzolino elettrico per bambini Tecnologia Rotatoria oscillante 2 velocit&agrave, - Timer 7600 oscillazioni al minuto 2 modalit&agrave, di spazzolamento",,24.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/10/19/101942_thumb.jpg,True,Spazzolino elettrico,,,mediaworld.it,P&G,IT,Search,1,https://www.mediaworld.it/search/spazzolino%20elettrico%20bambini
p-712644,PHILIPS Sonicare HX6322/04,PHILIPS,https://www.mediaworld.it/product/p-712644/philips-sonicare-hx6322-04,          Spazzolino elettrico - Alimentazione: Ricaricabile Numero testine 1 - Velocità 2 - Adatto ai bambini KidTimer e KidPacer - Multi-impugnatura - 2 testine 8 adesivi per la personalizzazione - Timer ,,43.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/71/26/712644_thumb.jpg,True,spazzolino elettrico,,,mediaworld.it,P&G,IT,Search,2,https://www.mediaworld.it/search/spazzolino%20elettrico%20bambini
p-517704,ORAL-B Testine EB10/3 Kids 3 Pezzi,ORAL B,https://www.mediaworld.it/product/p-517704/oral-b-testine-eb10-3-kids-3-pezzi,          Testine piccole per bambini per spazzolino elettrico Setole con tecnologia &quotflowered&quot - 3pz,,12.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/51/77/517704_thumb.jpg,True,Testine piccole per spazzolino elettrico,,,mediaworld.it,P&G,IT,Search,3,https://www.mediaworld.it/search/spazzolino%20elettrico%20bambini
p-753725,BEURER IPL 5500 Pure Skin Pro,BEURER,https://www.mediaworld.it/product/p-753725/beurer-ipl-5500-pure-skin-pro,          Epilatore luce pulsata - 200.000 Impulsi di luce Funzione flash continuo - Filtro UV integrato per proteggere la pelle - Clinicamente testato,,100.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/75/37/753725_thumb.jpg,True,Epilatore luce pulsata,,,mediaworld.it,P&G,IT,Search,1,https://www.mediaworld.it/search/ipl
p-146415,BEURER IPL PureSkinPro IPL 5800 Black,BEURER,https://www.mediaworld.it/product/p-146415/beurer-ipl-pureskinpro-ipl-5800-black,"          Superficie lampada 3,1 cm2 - 3 Livelli di potenza - Filtro UV integrato - Modalità Flash automatico - Design maneggevole Sensore per il tipo di pelle Clinicamente testato",,94.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/14/64/146415_thumb.jpg,True,Epilatore luce pulsata,,,mediaworld.it,P&G,IT,Search,2,https://www.mediaworld.it/search/ipl
p-146416,BEURER  IPL VelvetSkinPro Black IPL 8800,BEURER,https://www.mediaworld.it/product/p-146416/beurer-ipl-velvetskinpro-black-ipl-8800,"          Superficie lampada di 4,5 cm2 - Fino a 600.000 impulsi luminosi - Accessorio di precisione per viso e inguine - Filtro UV integrato 6 Livelli di potenza - Modalità Flash automatico",,297.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/14/64/146416_thumb.jpg,True,Epilatore a luce pulsata,,,mediaworld.it,P&G,IT,Search,3,https://www.mediaworld.it/search/ipl
p-687991,BEURER IPL 10000+,BEURER,https://www.mediaworld.it/product/p-687991/beurer-ipl-10000,          Epilatore a - Superficie lampada extra large: 7 cm2 - Filtro UV integrato - Funzione flash continuo - Maggiore sicurezza grazie al sensore 2 in 1 - Cartuccia con 250.000 ,,326.0,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/68/79/687991_thumb.jpg,True,epilatore luce pulsata,4.4000,(14),mediaworld.it,P&G,IT,Search,4,https://www.mediaworld.it/search/ipl
p-163145,PHILIPS BRI947/00,PHILIPS,https://www.mediaworld.it/product/p-163145/philips-bri947-00,"          Tecnologia IPL - Superficie lampada: 4,1 cm2 Intensità luce: 5 - Testina viso - Filtro UV integrato Sensore del fototipo - Sistema di sicurezza integrato Sensore SmartSkin - Accessorio per zona bikini Accessorio per ascelle",,529.0,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/16/31/163145_thumb.jpg,True,Epilatore a luce pulsata,,,mediaworld.it,P&G,IT,Search,5,https://www.mediaworld.it/search/ipl
p-129186,PHILIPS BRI921/00,PHILIPS,https://www.mediaworld.it/product/p-129186/philips-bri921-00,          Utilizzo: Totale - Tecnologia: Tecnologia IPL Superficie lampada: 4 cm 2 - Intensità luce: 5 Testina epilazione - Testina viso,,379.0,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/12/91/129186_thumb.jpg,True,Epilatore a Luce Pulsata,,,mediaworld.it,P&G,IT,Search,6,https://www.mediaworld.it/search/ipl
p-151577,PHILIPS BRI949/00,PHILIPS,https://www.mediaworld.it/product/p-151577/philips-bri949-00,          Tecnologia: IPL - Intensità luce: 5 Sensore della carnagione: Rileva il colore della pelle Accessorio trattamento corpo Accessorio trattamento viso Accessorio trattamento zona bikini,,359.0,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/15/15/151577_thumb.jpg,True,Epilatore luce pulsata,,,mediaworld.it,P&G,IT,Search,7,https://www.mediaworld.it/search/ipl
p-150245,PHILIPS BRI920/00,PHILIPS,https://www.mediaworld.it/product/p-150245/philips-bri920-00,          Utilizzo: Corpo - Tecnologia: IPL Superficie lamapada: 4 cm2 Intensità luce: 5,,197.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/15/02/150245_thumb.jpg,True,Epilatore a luce pulsata,,,mediaworld.it,P&G,IT,Search,8,https://www.mediaworld.it/search/ipl
p-988187,REMINGTON IPL3500,REMINGTON,https://www.mediaworld.it/product/p-988187/remington-ipl3500,          Epilatore luce pulsata - Tecnologia Triggerless Superficie lamapada: 3 cm2 - 5 Impostazioni di Intensità luce,,128.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/98/81/988187_thumb.jpg,True,Epilatore a luce pulsata,,,mediaworld.it,P&G,IT,Search,9,https://www.mediaworld.it/search/ipl
p-988206,REMINGTON IPL8500,REMINGTON,https://www.mediaworld.it/product/p-988206/remington-ipl8500,"          Epilatore luce pulsata - Utilizzo: Totale Tecnologia ProPulse Intensit&agrave, luce: 3 - Testina epilazione - Testina viso",,349.0,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/98/82/988206_thumb.jpg,True,Epilatore,,,mediaworld.it,P&G,IT,Search,10,https://www.mediaworld.it/search/ipl
p-990751,BRAUN Pro 5 PL 5124,BRAUN,https://www.mediaworld.it/product/p-990751/braun-pro-5-pl-5124,          Epilatore luce pulsata - Tecnologia SensoAdapt Superficie lampada: 2 cm - 10 Intensità luce 3 Modalita' di utilizzo ,,449.0,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/99/07/990751_thumb.jpg,True,Epilatore luce pulsata,5.0000,(1),mediaworld.it,P&G,IT,Search,1,https://www.mediaworld.it/search/epilatore
p-994490,PANASONIC ES-EL2A-A503,PANASONIC,https://www.mediaworld.it/product/p-994490/panasonic-es-el2a-a503,          Doppi dischi con 60 pinzette - Testina multidirezionale flessibile a 90° - 3 Velocità - Luce LED - Spazzola di pulizia Funzionamento Wet & Dry - Custodia,,47.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/99/44/994490_thumb.jpg,True,Epilatore,,,mediaworld.it,P&G,IT,Search,2,https://www.mediaworld.it/search/epilatore
p-672050,ROWENTA Silence Soft epilatore EP5660,ROWENTA,https://www.mediaworld.it/product/p-672050/rowenta-silence-soft-epilatore-ep5660,"          Epilatore - Tecnologia Micro-Contact - Testina Ultraprecision 0,5 mm - Luce Vision - 2 Velocità Testina rasoio - Testina esfoliazione - Pettine bikini 2 Accessori zone sensibili - Testine lavabili ",,39.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/67/20/672050_thumb.jpg,True,Epilatore,3.0000,(1),mediaworld.it,P&G,IT,Search,3,https://www.mediaworld.it/search/epilatore
p-687991,BEURER IPL 10000+,BEURER,https://www.mediaworld.it/product/p-687991/beurer-ipl-10000,          Epilatore a - Superficie lampada extra large: 7 cm2 - Filtro UV integrato - Funzione flash continuo - Maggiore sicurezza grazie al sensore 2 in 1 - Cartuccia con 250.000 ,,326.0,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/68/79/687991_thumb.jpg,True,epilatore luce pulsata,4.4000,(14),mediaworld.it,P&G,IT,Search,4,https://www.mediaworld.it/search/epilatore
p-988187,REMINGTON IPL3500,REMINGTON,https://www.mediaworld.it/product/p-988187/remington-ipl3500,          Epilatore luce pulsata - Tecnologia Triggerless Superficie lamapada: 3 cm2 - 5 Impostazioni di Intensità luce,,128.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/98/81/988187_thumb.jpg,True,Epilatore a luce pulsata,,,mediaworld.it,P&G,IT,Search,5,https://www.mediaworld.it/search/epilatore
p-751996,BRAUN Silk-épil 9 SensoSmart 9/880,BRAUN,https://www.mediaworld.it/product/p-751996/braun-silk-epil-9-sensosmart-9-880,"          Epilatore - 40 Pinzette testina epilatrice - 2 Velocità - Wet & Dry - 7 Accessori: Testina del rasoio e cappuccio regolatore per le zone sensibili, spazzola per il viso",,114.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/75/19/751996_thumb.jpg,True,Epilatore,4.8000,(25),mediaworld.it,P&G,IT,Search,6,https://www.mediaworld.it/search/epilatore
p-123556,BRAUN Silk-Épil 9 FLEX 9-002,BRAUN,https://www.mediaworld.it/product/p-123556/braun-silk-epil-9-flex-9-002,          Utilizzo: Corpo - Lavabile - Wet&Dry Autonomia: 50 min - Testina con 40 Pinzette 2 Velocità - Spazzola per pulizia Include testina radente e cappuccio finitore per zone sensibili,,117.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/12/35/123556_thumb.jpg,True,Epilatore,5.0000,(18),mediaworld.it,P&G,IT,Search,7,https://www.mediaworld.it/search/epilatore
p-636440,BRAUN Silk-èpil 3 3270 Legs & Body,BRAUN,https://www.mediaworld.it/product/p-636440/braun-silk-epil-3-3270-legs-body,          Epilatore - Alimentazione: Rete - Testina epilatrice con 20 pinzette - Luce Smartlight che ti permette di vedere i peli più sottili - Rulli massaggianti Inclusi: Testina rasoio + Cappuccio Trimmer ,,37.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/63/64/636440_thumb.jpg,True,epilatore,4.2000,(668),mediaworld.it,P&G,IT,Search,8,https://www.mediaworld.it/search/epilatore
p-123574,BRAUN Silk-Épil 5 5-820,BRAUN,https://www.mediaworld.it/product/p-123574/braun-silk-epil-5-5-820,          Utilizzo: Corpo - Lavabile - Wet&Dry Autonomia: 50 min - Testina con 28 Pinzette Velocità - Testina oscillante Pinzette MicroGrip - Accessorio rullo massaggiante Custodia - Spazzolina per pulizia,,59.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/12/35/123574_thumb.jpg,True,Epilatore,,,mediaworld.it,P&G,IT,Search,9,https://www.mediaworld.it/search/epilatore
p-754019,ROWENTA Skin Respect epilatore EP8050,ROWENTA,https://www.mediaworld.it/product/p-754019/rowenta-skin-respect-epilatore-ep8050,          Epilatore - 24 Pinzette testina epilatrice - 2 velocità Tecnologia Skin Respect - Accessorio bikini Rullo esfoliante corpo - Custodia,,50.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/75/40/754019_thumb.jpg,True,Epilatore,,,mediaworld.it,P&G,IT,Search,10,https://www.mediaworld.it/search/epilatore
p-988206,REMINGTON IPL8500,REMINGTON,https://www.mediaworld.it/product/p-988206/remington-ipl8500,"          Epilatore luce pulsata - Utilizzo: Totale Tecnologia ProPulse Intensit&agrave, luce: 3 - Testina epilazione - Testina viso",,349.0,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/98/82/988206_thumb.jpg,True,Epilatore,,,mediaworld.it,P&G,IT,Search,11,https://www.mediaworld.it/search/epilatore
p-123552,BRAUN Silk-Épil 9 FLEX 9100,BRAUN,https://www.mediaworld.it/product/p-123552/braun-silk-epil-9-flex-9100,"          Utilizzo: Corpo - Autonomia: 50 min - Alimentazione: Ricaricabile Wet&Dry - Rulli massaggianti - Cappuccio per il viso Braun Face Spa con 4 accessori (spazzola di pulizia, extra delicata, esfoliante e spugnetta di bellezza)",,199.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/12/35/123552_thumb.jpg,True,Epilatore,5.0000,(10),mediaworld.it,P&G,IT,Search,12,https://www.mediaworld.it/search/epilatore
p-753725,BEURER IPL 5500 Pure Skin Pro,BEURER,https://www.mediaworld.it/product/p-753725/beurer-ipl-5500-pure-skin-pro,          Epilatore luce pulsata - 200.000 Impulsi di luce Funzione flash continuo - Filtro UV integrato per proteggere la pelle - Clinicamente testato,,100.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/75/37/753725_thumb.jpg,True,Epilatore luce pulsata,,,mediaworld.it,P&G,IT,Search,13,https://www.mediaworld.it/search/epilatore
p-990749,BRAUN Silk-épil 9-985,BRAUN,https://www.mediaworld.it/product/p-990749/braun-silk-epil-9-985,          Epilatori - Set bellezza 7 in 1 - Autonomia: 50 min Alimentazione: Ricaricabile - Wet&Dry - Spazzola face extra delicata Cappuccio per il massaggio profondo - Spazzola esfoliazione profonda e delicata Testina radente e cappuccio rifinitore - Cappuccio massaggiante e per il viso Pochette di Bellezza ,,149.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/99/07/990749_thumb.jpg,True,Epilatore,5.0000,(1),mediaworld.it,P&G,IT,Search,14,https://www.mediaworld.it/search/epilatore
p-752094,BRAUN Face Spa Pro 913 Epilatore Viso 3 in 1,BRAUN,https://www.mediaworld.it/product/p-752094/braun-face-spa-pro-913-epilatore-viso-3-in-1,"          Epilatore per il viso, Sistema rivitalizzante e Rassodante per la pelle - Testina Microvibrante rassodante - Waterproof Funzione Wet&Dry - Accessorio esfoliante",,109.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/75/20/752094_thumb.jpg,True,Epilatore Viso 3 in 1,5.0000,(4),mediaworld.it,P&G,IT,Search,15,https://www.mediaworld.it/search/epilatore
p-733304,BRAUN Face 851V,BRAUN,https://www.mediaworld.it/product/p-733304/braun-face-851v,          Epilatore per il viso - Sottile testina epilatrice per la massima precisione - Spazzola per il viso Sonica ,,64.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/73/33/733304_thumb.jpg,True,Epilatore per il viso,2.5000,(2),mediaworld.it,P&G,IT,Search,16,https://www.mediaworld.it/search/epilatore
p-991173,PHILIPS BRE225/00,PHILIPS,https://www.mediaworld.it/product/p-991173/philips-bre225-00,          Epilatore - 2 Velocità - Testine Lavabili Impugnatura ergonomica - Testina di precisione,,22.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/99/11/991173_thumb.jpg,True,Epilatore,,,mediaworld.it,P&G,IT,Search,17,https://www.mediaworld.it/search/epilatore
p-123615,BRAUN Silk-Épil 5 5-620,BRAUN,https://www.mediaworld.it/product/p-123615/braun-silk-epil-5-5-620,          Utilizzo: Corpo - Lavabile - Wet&Dry Autonomia: 30 min - Testina con 28 Pinzette 2 Velocità - Tecnologia MicroGrip Spazzolina per pulizia Accessorio rullo massaggiante Custodia - Cappuccio rifinitore,,49.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/12/36/123615_thumb.jpg,True,Epilatore,,,mediaworld.it,P&G,IT,Search,18,https://www.mediaworld.it/search/epilatore
p-151200,BRAUN Pro 5 PL5223,BRAUN,https://www.mediaworld.it/product/p-151200/braun-pro-5-pl5223,          Epilatore luce pulsata - Utilizzo: Totale Tecnologia: Luce pulsata Superficie lamapada: cm2 Intensità luce: 10,,519.0,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/15/12/151200_thumb.jpg,True,Epilatore a luce pulsata,5.0000,(5),mediaworld.it,P&G,IT,Search,19,https://www.mediaworld.it/search/epilatore
p-123554,BRAUN Silk-Épil 9 Flex 9-010,BRAUN,https://www.mediaworld.it/product/p-123554/braun-silk-epil-9-flex-9-010,          Utilizzo: Corpo - Lavabile - Wet&Dry Autonomia: 50 min - Testina con 40 Pinzette 2 Velocità - Spazzola per pulizia,,229.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/12/35/123554_thumb.jpg,True,Epilatore,5.0000,(11),mediaworld.it,P&G,IT,Search,20,https://www.mediaworld.it/search/epilatore
p-163145,PHILIPS BRI947/00,PHILIPS,https://www.mediaworld.it/product/p-163145/philips-bri947-00,"          Tecnologia IPL - Superficie lampada: 4,1 cm2 Intensità luce: 5 - Testina viso - Filtro UV integrato Sensore del fototipo - Sistema di sicurezza integrato Sensore SmartSkin - Accessorio per zona bikini Accessorio per ascelle",,529.0,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/16/31/163145_thumb.jpg,True,Epilatore a luce pulsata,,,mediaworld.it,P&G,IT,Search,21,https://www.mediaworld.it/search/epilatore
p-991170,PHILIPS BRE285/00,PHILIPS,https://www.mediaworld.it/product/p-991170/philips-bre285-00,          Epilatore - 20 Pinzette per Testina - 2 Pettini 2 Velocità - Testina Zone Sensibili - Testina di Precisione Accessorio massaggiante - Accessorio esfoliante - Custodia,,40.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/99/11/991170_thumb.jpg,True,Epilatore,,,mediaworld.it,P&G,IT,Search,22,https://www.mediaworld.it/search/epilatore
p-129186,PHILIPS BRI921/00,PHILIPS,https://www.mediaworld.it/product/p-129186/philips-bri921-00,          Utilizzo: Totale - Tecnologia: Tecnologia IPL Superficie lampada: 4 cm 2 - Intensità luce: 5 Testina epilazione - Testina viso,,379.0,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/12/91/129186_thumb.jpg,True,Epilatore a Luce Pulsata,,,mediaworld.it,P&G,IT,Search,23,https://www.mediaworld.it/search/epilatore
p-139091,PHILIPS Series 8000 BRE735/00,PHILIPS,https://www.mediaworld.it/product/p-139091/philips-series-8000-bre735-00,          Utilizzo: Totale - Autonomia:  40 min Alimentazione: Ricaricabile - Wet&Dry Altri accessori: Pettine rifinitore per zona bikini Pettine di rifinitura,,120.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/13/90/139091_thumb.jpg,True,Epilatore,,,mediaworld.it,P&G,IT,Search,24,https://www.mediaworld.it/search/epilatore
p-151201,BRAUN Pro 5 PL5237,BRAUN,https://www.mediaworld.it/product/p-151201/braun-pro-5-pl5237,"          Epilatore luce pulsata - 10 Impostazioni di intensità della luce - 3 Modalità di utilizzo In dotazione: Custodia, Testina ampia, Testina di precisione e Rasoio Venus",,349.0,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/15/12/151201_thumb.jpg,True,Epilatore a luce pulsata,5.0000,(6),mediaworld.it,P&G,IT,Search,1,https://www.mediaworld.it/search/epilatore?page=2
p-155750,BRAUN Silk-Épil 5 5-825P,BRAUN,https://www.mediaworld.it/product/p-155750/braun-silk-epil-5-5-825p,          28 Pinzette testina epilatrice - 2 Velocità Cappuccio massima aderenza sulla pelle Testina radente - Cappuccio rifinitore Rifinitore Bikini - Tecnologia MicroGrip Luce Smartlight,,57.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/15/57/155750_thumb.jpg,True,Epilatore,,,mediaworld.it,P&G,IT,Search,2,https://www.mediaworld.it/search/epilatore?page=2
p-151577,PHILIPS BRI949/00,PHILIPS,https://www.mediaworld.it/product/p-151577/philips-bri949-00,          Tecnologia: IPL - Intensità luce: 5 Sensore della carnagione: Rileva il colore della pelle Accessorio trattamento corpo Accessorio trattamento viso Accessorio trattamento zona bikini,,359.0,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/15/15/151577_thumb.jpg,True,Epilatore luce pulsata,,,mediaworld.it,P&G,IT,Search,3,https://www.mediaworld.it/search/epilatore?page=2
p-137428,PANASONIC ES-EL7A-S503,PANASONIC,https://www.mediaworld.it/product/p-137428/panasonic-es-el7a-s503,          Doppi dischi con 60 pinzette Testina multidirezionale flessibile a 90&deg 3 Velocità -  Luce LED Autonomia: 30 min - Spazzola di pulizia Funzionamento Wet&Dry,,64.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/13/74/137428_thumb.jpg,True,Epilatore,,,mediaworld.it,P&G,IT,Search,4,https://www.mediaworld.it/search/epilatore?page=2
p-990753,BRAUN PL 3132,BRAUN,https://www.mediaworld.it/product/p-990753/braun-pl-3132,          Epilatore luce pulsata - Tecnologia SensoAdapt Superficie lampada: 2 cm -  3 Livelli di Intensita',,249.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/99/07/990753_thumb.jpg,True,Epilatore a luce pulsata,,,mediaworld.it,P&G,IT,Search,5,https://www.mediaworld.it/search/epilatore?page=2
p-146415,BEURER IPL PureSkinPro IPL 5800 Black,BEURER,https://www.mediaworld.it/product/p-146415/beurer-ipl-pureskinpro-ipl-5800-black,"          Superficie lampada 3,1 cm2 - 3 Livelli di potenza - Filtro UV integrato - Modalità Flash automatico - Design maneggevole Sensore per il tipo di pelle Clinicamente testato",,94.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/14/64/146415_thumb.jpg,True,Epilatore luce pulsata,,,mediaworld.it,P&G,IT,Search,6,https://www.mediaworld.it/search/epilatore?page=2
p-150245,PHILIPS BRI920/00,PHILIPS,https://www.mediaworld.it/product/p-150245/philips-bri920-00,          Utilizzo: Corpo - Tecnologia: IPL Superficie lamapada: 4 cm2 Intensità luce: 5,,197.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/15/02/150245_thumb.jpg,True,Epilatore a luce pulsata,,,mediaworld.it,P&G,IT,Search,7,https://www.mediaworld.it/search/epilatore?page=2
p-150343,BRAUN Pro5 100 Years Design Edition,BRAUN,https://www.mediaworld.it/product/p-150343/braun-pro5-100-years-design-edition,          Superficie lampada 2 cm2 10 Livelli di intensità Sensore per il tipo di pelle Custodia - Sensore SensoAdapt,,299.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/15/03/150343_thumb.jpg,True,Epilatore a luce pulsata,5.0000,(5),mediaworld.it,P&G,IT,Search,8,https://www.mediaworld.it/search/epilatore?page=2
p-146416,BEURER  IPL VelvetSkinPro Black IPL 8800,BEURER,https://www.mediaworld.it/product/p-146416/beurer-ipl-velvetskinpro-black-ipl-8800,"          Superficie lampada di 4,5 cm2 - Fino a 600.000 impulsi luminosi - Accessorio di precisione per viso e inguine - Filtro UV integrato 6 Livelli di potenza - Modalità Flash automatico",,297.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/14/64/146416_thumb.jpg,True,Epilatore a luce pulsata,,,mediaworld.it,P&G,IT,Search,9,https://www.mediaworld.it/search/epilatore?page=2
p-123558,BRAUN SILK-ÉPIL 9 9-720,BRAUN,https://www.mediaworld.it/product/p-123558/braun-silk-epil-9-9-720,          Utilizzo: Corpo - Lavabile - Wet&Dry Autonomia: 50 min - Testina con 40 Pinzette 2 Velocità - Testina oscillante Pinzette MicroGrip - Accessorio rullo massaggiante Custodia - Spazzolina per pulizia,,109.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/12/35/123558_thumb.jpg,True,Epilatore,4.7000,(10),mediaworld.it,P&G,IT,Search,10,https://www.mediaworld.it/search/epilatore?page=2
p-714446,PHILIPS BRL160/00,PHILIPS,https://www.mediaworld.it/product/p-714446/philips-brl160-00,          Depilatore femminile - Impugnatura ergonomica 2 Lamine di rasatura - Wet&Dry - Alimentazione Ricaricabile - Spazzolina per pulizia - Cappuccio di protezione - Testina Skin Stretcher,,49.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/71/44/714446_thumb.jpg,True,Depilatore femminile,4.2000,(59),mediaworld.it,P&G,IT,Search,11,https://www.mediaworld.it/search/epilatore?page=2
p-752008,BRAUN Silk-épil Bikini Styler FG1100,BRAUN,https://www.mediaworld.it/product/p-752008/braun-silk-epil-bikini-styler-fg1100,          Depilatore - Ideale per la zona bikini Estremità arrotondate - Testina di precisione - Testina per inguine ,,15.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/75/20/752008_thumb.jpg,True,Depilatore,4.0000,(121),mediaworld.it,P&G,IT,Search,12,https://www.mediaworld.it/search/epilatore?page=2
p-747820,IMETEC Lady Shawer - 5901,IMETEC,https://www.mediaworld.it/product/p-747820/imetec-lady-shawer-5901,          Depilatore femminile - Alimentazione Batteria - Wet&Dry Ideale per gambe e corpo- Adatto anche per pelli sensibili Lame in acciaio - Testine lavabili - Seconda testina rasoio ,,27.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/74/78/747820_thumb.jpg,True,Depilatore femminile,,,mediaworld.it,P&G,IT,Search,13,https://www.mediaworld.it/search/epilatore?page=2
p-990747,BRAUN Silk-épil 5-885,BRAUN,https://www.mediaworld.it/product/p-990747/braun-silk-epil-5-885,          Depilatore ricaricabile e Dispositivo FaceSpa Utilizzo Totale - Autonomia: 30 min - Tempo di Ricarica: 60 min Lavabile - Wet & Dry - Testina radente - Custodia ,,79.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/99/07/990747_thumb.jpg,True,Depilatore,,,mediaworld.it,P&G,IT,Search,14,https://www.mediaworld.it/search/epilatore?page=2
p-984173,PHILIPS Bodygroom 7000 BG7025/15,PHILIPS,https://www.mediaworld.it/product/p-984173/philips-bodygroom-7000-bg7025-15,          Depilatore - Utilizzo: Corpo - Tipo depilatore: Depilatore maschile Autonomia:  80 min - Alimentazione: Batteria - Wet&Dry Lavabile - Tempo di ricarica (min): 60 ,,54.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/98/41/984173_thumb.jpg,True,Depilatore,5.0000,(1),mediaworld.it,P&G,IT,Search,15,https://www.mediaworld.it/search/epilatore?page=2
p-151039,BRAUN Face FS1000 Mini Depilatore Viso,BRAUN,https://www.mediaworld.it/product/p-151039/braun-face-fs1000-mini-depilatore-viso,          Depilatore per viso Sistema di depilazione rotante Testina di precisione Spazzolina per la pulizia Alimentazione: Batteria AA,,17.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/15/10/151039_thumb.jpg,True,Depilatore,,,mediaworld.it,P&G,IT,Search,16,https://www.mediaworld.it/search/epilatore?page=2
