sku,title,brand,product_url,description,old_price,price,main_image,in_stock,category,rating,reviews,e_retailer,client,market,type,position,listing_url
p-624407,PHILIPS Ladyshave HP6341/00,PHILIPS,https://www.mediaworld.it/product/p-624407/philips-ladyshave-hp6341-00,          Depilatore femminile - Design ergonomico e compatto Lamina: Nickel - Wet&Dry - Alimentazione: Batterie AA - Spazzolina per pulizia - Cappuccio di protezione Delicata testina di rasatura ,,15.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/62/44/624407_thumb.jpg,True,Depilatore femminile,4.1000,(302),mediaworld.it,P&G,IT,Search,17,https://www.mediaworld.it/search/epilatore?page=2
p-680300,REMINGTON BHT2000A,REMINGTON,https://www.mediaworld.it/product/p-680300/remington-bht2000a,          Depilatore maschile - Lame rivestite in Titanio Lame autoaffilanti - Pettine rimovibile - Rotella zoom con 5 lunghezze preimpostate - Lama fissa con punte arrotondate - Mini rasoio per una pelle liscia - Pettine rimovibile ,,20.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/68/03/680300_thumb.jpg,True,Depilatore maschile,3.8000,(81),mediaworld.it,P&G,IT,Search,18,https://www.mediaworld.it/search/epilatore?page=2
p-751921,PHILIPS BG3015/15,PHILIPS,https://www.mediaworld.it/product/p-751921/philips-bg3015-15,"          - Autonomia 50 minuti ? Più utilizzi con una sola ricarica - Tempo di ricarica 60min - Funzione wet&dry ? Utilizzabile anche in doccia - Impugnatura ergonomica ? Massima precisione e comodità di utilizzo - Pettini inclusi (3, 5 e 7 mm)",,29.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/75/19/751921_thumb.jpg,True,Depilatore maschile,4.0000,(2),mediaworld.it,P&G,IT,Search,19,https://www.mediaworld.it/search/epilatore?page=2
p-714449,PHILIPS BRL130/00,PHILIPS,https://www.mediaworld.it/product/p-714449/philips-brl130-00,          Depilatore femminile corpo - Wet&Dry Cordless - Impugnatura ergonomica Indicatore di stato della batteria Testina di rasatura - Pettine di rifinitura Spazzolina per pulizia ,,29.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/71/44/714449_thumb.jpg,True,Depilatore femminile,4.3000,(172),mediaworld.it,P&G,IT,Search,20,https://www.mediaworld.it/search/epilatore?page=2
p-118184,BRAUN Silk-Épil LS5-560,BRAUN,https://www.mediaworld.it/product/p-118184/braun-silk-epil-ls5-560,          Depilatore - Utilizzo: Corpo Autonomia: 40 min - Alimentazione: Ricaricabile Altri accessori: Accessorio ridefinitore per l?area bikini,,39.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/11/81/118184_thumb.jpg,True,Depilatore,4.2000,(283),mediaworld.it,P&G,IT,Search,21,https://www.mediaworld.it/search/epilatore?page=2
p-139081,PHILIPS Series 8000 BRE740/10,PHILIPS,https://www.mediaworld.it/product/p-139081/philips-series-8000-bre740-10,          32 Pinzette epilatrici - 2 Velocità Lavabile - Wet&Dry - Opti-Light Autonomia: 40 min - Ricarica veloce Accessori inclusi:  Testina di rasatura Testina zone sensibili - Testina zona bikini Pettine di rifinitura - Pettine rifinitore zona bikini Lima per pedicure - Spazzolina per pulizia Spazzola esfoliante corpo,,102.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/13/90/139081_thumb.jpg,True,Depilatore,,,mediaworld.it,P&G,IT,Search,22,https://www.mediaworld.it/search/epilatore?page=2
p-139102,PHILIPS Series 8000 BRE715/00,PHILIPS,https://www.mediaworld.it/product/p-139102/philips-series-8000-bre715-00,          Autonomia: 40 min - Alimentazione: Ricaricabile - Wet&Dry Altri accessori: Testina per rifinire zona bikini Pettine rifinitore per zona bikini - Testina per le zone sensibili - Custodia,,65.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/13/91/139102_thumb.jpg,True,Depilatore,,,mediaworld.it,P&G,IT,Search,23,https://www.mediaworld.it/search/epilatore?page=2
p-150342,BRAUN Silk-épil 9 SkinSpa 100 Years Design Edition,BRAUN,https://www.mediaworld.it/product/p-150342/braun-silk-epil-9-skinspa-100-years-design-edition,          Autonomia: 50 min - Alimentazione: Ricaricabile - Wet&Dry: S&igrave Accessori in dotazione: Custodia da viaggio bianca Design Edition Spazzola esfoliante corpo - Testina radente - Pettine radente - Spazzolina di pulizia,,89.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/15/03/150342_thumb.jpg,True,Depilatore,5.0000,(6),mediaworld.it,P&G,IT,Search,24,https://www.mediaworld.it/search/epilatore?page=2
p-680761,PHILIPS Shaver Series 9000 S9041/13,PHILIPS,https://www.mediaworld.it/product/p-680761/philips-shaver-series-9000-s9041-13,          Rasoio ricaricabile - Sistema Super Lift&Cut Aquatec wet & dry - Lame di precisione V-Track Tecnologia Contour Detect - 5 Impostazioni di lunghezza - Styler per la barba SmartClick Display intuitivo - Custodia da viaggio ,,259.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/68/07/680761_thumb.jpg,True,Rasoio elettrico,3.9000,(2),mediaworld.it,P&G,IT,Search,1,https://www.mediaworld.it/search/%20Rasoio%20Elettrico
p-151533,PHILIPS S5588/30,PHILIPS,https://www.mediaworld.it/product/p-151533/philips-s5588-30,          Tipo di rasatura: testine flessibili - Numero di testine Wet&Dry  - Autonomia batteria: 50 min Altre funzioni: Tecnologia SkinIQ Custodia da viaggio,,88.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/15/15/151533_thumb.jpg,True,Rasoio elettrico,,,mediaworld.it,P&G,IT,Search,2,https://www.mediaworld.it/search/%20Rasoio%20Elettrico
p-716500,BRAUN Series 1-130,BRAUN,https://www.mediaworld.it/product/p-716500/braun-series-1-130,          Rasoio elettrico - Tipo di rasatura a lamine Lamina Smartfoil - Tagliabasette estensibile Impermeabile al 100%,,25.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/71/65/716500_thumb.jpg,True,rasoio elettrco,3.7000,(340),mediaworld.it,P&G,IT,Search,3,https://www.mediaworld.it/search/%20Rasoio%20Elettrico
p-713391,BRAUN 3010 W&D,BRAUN,https://www.mediaworld.it/product/p-713391/braun-3010-wd,          Rasoio a Rete + Ricaricabile - Autonomia 45 min Ricarica 60min - 3 elementi di taglio indipendenti Sistema SensoFoil - Display LED a 2 livelli - Wet & Dry 100% lavabile e impermeabile - Ricarica rapida ,,73.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/71/33/713391_thumb.jpg,True,rasoio elettrco,3.8000,(2),mediaworld.it,P&G,IT,Search,4,https://www.mediaworld.it/search/%20Rasoio%20Elettrico
p-703240,BRAUN 3040W&D,BRAUN,https://www.mediaworld.it/product/p-703240/braun-3040wd,          Rasoio ricaricabile - Autonomia: 45 minuti - Tempo ricarica: 1 h - Lamina SensoFoil - Wet & Dry  System Tagliabasette estensibile ,,82.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/70/32/703240_thumb.jpg,True,rasoio elettrco,4.5000,(50),mediaworld.it,P&G,IT,Search,5,https://www.mediaworld.it/search/%20Rasoio%20Elettrico
p-140218,BRAUN Spazzola Pulizia Viso per Rasoio,BRAUN,https://www.mediaworld.it/product/p-140218/braun-spazzola-pulizia-viso-per-rasoio,"          Spazzola per la pulizia del viso per rasoio elettrico Series 5, 6 e 7 Pulisce la pelle in modo profondo Esfolia e leviga la pelle Completamente lavabile",,24.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/14/02/140218_thumb.jpg,True,Spazzola per la pulizia vso per rasoio elettrico,,,mediaworld.it,P&G,IT,Search,6,https://www.mediaworld.it/search/%20Rasoio%20Elettrico
p-140720,BRAUN Testina Rasoio Series 5/6,BRAUN,https://www.mediaworld.it/product/p-140720/braun-testina-rasoio-series-5-6,          Testina di ricambio per rasoio elettrico Per series 5/6,,25.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/14/07/140720_thumb.jpg,True,Testina di ricambio per rasoio elettrico,,,mediaworld.it,P&G,IT,Search,7,https://www.mediaworld.it/search/%20Rasoio%20Elettrico
p-140220,BRAUN BASE DI RICARICA,BRAUN,https://www.mediaworld.it/product/p-140220/braun-base-di-ricarica,"          Ricarica e conserva comodamente il tuo rasoio. Compatibilità: Series 5, 6 e 7",,24.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/14/02/140220_thumb.jpg,True,Base di Ricarica per Rasoio Elettrico,,,mediaworld.it,P&G,IT,Search,8,https://www.mediaworld.it/search/%20Rasoio%20Elettrico
p-153380,XIAOMI Testine Rasoio Elettrico S500,XIAOMI,https://www.mediaworld.it/product/p-153380/xiaomi-testine-rasoio-elettrico-s500,          Rete per coltelli a doppio anello Design a doppia lama Acciaio importato di alta qualità,,8.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/15/33/153380_thumb.jpg,True,Testine di ricambio per rasoio elettrico S500,,,mediaworld.it,P&G,IT,Search,9,https://www.mediaworld.it/search/%20Rasoio%20Elettrico
p-713390,BRAUN Series 3 ProSkin 3000s,BRAUN,https://www.mediaworld.it/product/p-713390/braun-series-3-proskin-3000s,          - Autonomia 45 minuti ? Più utilizzi con una sola ricarica - Tempo di ricarica 60min - 3 elementi di taglio indipendenti ? Massima precisione - 100% Impermeabile e lavabile ? Utilizzabile anche in doccia,,50.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/71/33/713390_thumb.jpg,False,rasoio elettrco,4.5000,(568),mediaworld.it,P&G,IT,Search,10,https://www.mediaworld.it/search/%20Rasoio%20Elettrico
p-652000,BRAUN Cassette 70S Silver,BRAUN,https://www.mediaworld.it/product/p-652000/braun-cassette-70s-silver,          Lamina di ricambio per rasoio elettrici Compatibilità Series 7 - Pulsonic,,40.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/65/20/652000_thumb.jpg,True,Lamina di ricambio per rasoio elettrici,5.0000,(2),mediaworld.it,P&G,IT,Search,11,https://www.mediaworld.it/search/%20Rasoio%20Elettrico
p-140219,BRAUN Stazione di Pulizia SmartCare,BRAUN,https://www.mediaworld.it/product/p-140219/braun-stazione-di-pulizia-smartcare,"          Base di pulizia e ricarica per rasoio elettrico Series 5, 6 e 7 - Igienizza Lubrifica le lame - Ricarica il rasoio Selezione Intelligente del programma di pulizia",,39.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/14/02/140219_thumb.jpg,True,Base di pulizia e ricarica per rasoio,,,mediaworld.it,P&G,IT,Search,12,https://www.mediaworld.it/search/%20Rasoio%20Elettrico
p-140716,BRAUN Testina rasoio Series 7 73S,BRAUN,https://www.mediaworld.it/product/p-140716/braun-testina-rasoio-series-7-73s,          Testina di ricambio Compatibile: Rasoio Series 7 73S,,41.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/14/07/140716_thumb.jpg,False,Testina di ricambio per rasoio elettrico,,,mediaworld.it,P&G,IT,Search,13,https://www.mediaworld.it/search/%20Rasoio%20Elettrico
p-744266,BRAUN 5140S,BRAUN,https://www.mediaworld.it/product/p-744266/braun-5140s,          Rasoio Ricaricabile - Testina flessibile 8 direzioni - Wet&Dry Stato batteria Led - Autonomia batteria 50 min - Motore AutoSensing - Tempo di ricarica 60 min - Rifinitore di precisione - Tagliabasette estensibile - Ricarica veloce,,119.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/74/42/744266_thumb.jpg,True,Rasoio Ricaricabile,4.5000,(422),mediaworld.it,P&G,IT,Search,14,https://www.mediaworld.it/search/%20Rasoio%20Elettrico
p-745284,BRAUN 3020S,BRAUN,https://www.mediaworld.it/product/p-745284/braun-3020s,          Rasoio Ricaricabile - Tecnologia MicroComb - Stato batteria Led - Autonomia batteria 45 min - Ricarica completa in 1 h Ricarica rapida 5 min=1rasatura - Tagliabasette estensibile ,,67.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/74/52/745284_thumb.jpg,True,Rasoio Ricaricabile,4.6000,(678),mediaworld.it,P&G,IT,Search,15,https://www.mediaworld.it/search/%20Rasoio%20Elettrico
p-103347,WAHL LI STAINLESS STEEL TRIMMER ADVANCED,WAHL,https://www.mediaworld.it/product/p-103347/wahl-li-stainless-steel-trimmer-advanced,          Regolabarba e capelli - 4 Pettini distanziatori - Autonomia: 240 min Tempo di ricarica: 1 h - Lama in acciaio - Motore rotante Spazzola di pulitura - Custodia,,111.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/10/33/103347_thumb.jpg,True,Regolabarba e capelli,1.0000,(1),mediaworld.it,P&G,IT,Search,1,https://www.mediaworld.it/search/Regolabarba
p-714024,ROWENTA MINI GROOMING KIT TN3650,ROWENTA,https://www.mediaworld.it/product/p-714024/rowenta-mini-grooming-kit-tn3650,          2 Pettini - Lunghezza taglio barba 3mm/6mm Lame rivestite in titanio - Funzionamento a pila (inclusa) Tecnologia Wet & Dry - Testina e pettini lavabili - Custodia Set di pulizia - Rifinitore naso e orecchie,,15.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/71/40/714024_thumb.jpg,True,Regolabarba e Tagliacapelli,5.0000,(1),mediaworld.it,P&G,IT,Search,2,https://www.mediaworld.it/search/Regolabarba
p-146023,BRAUN MGK5245,BRAUN,https://www.mediaworld.it/product/p-146023/braun-mgk5245,          Livelli taglio: 13 - Pettini: 4 - Regolatore potenza: No Wet&Dry: No - Autonomia: 100 min,,55.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/14/60/146023_thumb.jpg,True,Regola barba e capelli,,,mediaworld.it,P&G,IT,Search,3,https://www.mediaworld.it/search/Regolabarba
p-713932,REMINGTON PG6130,REMINGTON,https://www.mediaworld.it/product/p-713932/remington-pg6130,"          Rifinitore - 5 Pettini fissi: 1.5, 3, 6, 9, 12 mm 5 livelli di taglio - Lavabile - Autonimia 40 minuti Lame con rivestimento in Titanio - Lame auto-affilanti Base di appoggio - 4  accessori ",,25.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/71/39/713932_thumb.jpg,True,Regolabarba,4.4000,(449),mediaworld.it,P&G,IT,Search,4,https://www.mediaworld.it/search/Regolabarba
p-743820,PHILIPS MG3710/15,PHILIPS,https://www.mediaworld.it/product/p-743820/philips-mg3710-15,          Rifinitore per naso e orecchie - 4 Pettini - Autonomia 60 min - Ricarica completa 16 h - Lama in acciaio,,19.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/74/38/743820_thumb.jpg,True,Regolabarba e Tagliacapelli,5.0000,(3),mediaworld.it,P&G,IT,Search,5,https://www.mediaworld.it/search/Regolabarba
p-988135,REMINGTON MB4700,REMINGTON,https://www.mediaworld.it/product/p-988135/remington-mb4700,"          Regolabarba - Autonomia: 50 min - Altre funzioni: Tecnologia SenseSpeed: percepisce la lunghezza dei peli del viso e adatta di conseguenza la velocit&agrave, della lama&nbsp, - Tecnologia GroomMotion: percepisce il contatto con la mano e accende l',apparecchio - Funzione Memory: rico",,73.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/98/81/988135_thumb.jpg,True,Regolabarba,4.9000,(12),mediaworld.it,P&G,IT,Search,6,https://www.mediaworld.it/search/Regolabarba
p-126533,BRAUN MGK3245,BRAUN,https://www.mediaworld.it/product/p-126533/braun-mgk3245,"          13 Livelli taglio - 4 Pettini - Wet&Dry Autonomia: 80 min. - Rifinitore 7-in-1 per barba, viso, capelli, naso e orecchie Barbe da corte a medie da 0,5 a 10 mm Taglio di capelli da 0,5 a 21 mm Rifinitore di precisione",,39.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/12/65/126533_thumb.jpg,True,Regolabarba e Tagliacapelli,,,mediaworld.it,P&G,IT,Search,7,https://www.mediaworld.it/search/Regolabarba
p-126521,BRAUN BT5260,BRAUN,https://www.mediaworld.it/product/p-126521/braun-bt5260,          Livelli taglio: 39 - Pettini: 2 - Autonomia: 100 min Lame affilate di lunga durata - Manico ergonomico Altre funzioni: Tagliacapelli,,39.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/12/65/126521_thumb.jpg,True,Regolabarba,5.0000,(10),mediaworld.it,P&G,IT,Search,8,https://www.mediaworld.it/search/Regolabarba
p-128692,PANASONIC ER-GB62-H503,PANASONIC,https://www.mediaworld.it/product/p-128692/panasonic-er-gb62-h503,"          Regola barba e capelli - 39 Livelli taglio 3 Pettini - Autonomia: 50 min - Lavabile Lama di precisione a 45° - Ghiera di regolazione rapida - Accessorio per la barba, capelli e corpo",,39.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/12/86/128692_thumb.jpg,True,Regolabarba,5.0000,(1),mediaworld.it,P&G,IT,Search,9,https://www.mediaworld.it/search/Regolabarba
p-753341,PHILIPS BT3226/14,PHILIPS,https://www.mediaworld.it/product/p-753341/philips-bt3226-14,"          Regolabarba - 20 livelli di taglio Lavabile - Autonomia batteria 60 min Tempo di ricarica 1h - Lama in metallo Impostazioni di lunghezza: da 0,5 a 10 mm Display LCD",,33.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/75/33/753341_thumb.jpg,True,Regolabarba,4.4000,(44),mediaworld.it,P&G,IT,Search,10,https://www.mediaworld.it/search/Regolabarba
p-126531,BRAUN MGK5280,BRAUN,https://www.mediaworld.it/product/p-126531/braun-mgk5280,          Livelli taglio: 13 - Pettini: 4 - Wet&Dry Autonomia: 100 min - Indicatore stato batteria LED Lame affilate di lunga durata,,49.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/12/65/126531_thumb.jpg,True,Regolabarba e Tagliacapelli,5.0000,(9),mediaworld.it,P&G,IT,Search,11,https://www.mediaworld.it/search/Regolabarba
p-754020,ROWENTA MULTISTYLE 12 IN 1 TN9160,ROWENTA,https://www.mediaworld.it/product/p-754020/rowenta-multistyle-12-in-1-tn9160,          4 Pettini distanziatori - Regolazione lunghezza taglio capelli 3-12mm - Lama barba regolabile Regolazione lunghezza taglio barba 3-7mm Lame in acciaio inox rivestite in titanio Autonomia 60 min - Tecnologia Wet&Dry,,47.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/75/40/754020_thumb.jpg,True,Regolabarba e Tagliacapelli,,,mediaworld.it,P&G,IT,Search,12,https://www.mediaworld.it/search/Regolabarba
p-108734,BABYLISS T861E,BABYLISS,https://www.mediaworld.it/product/p-108734/babyliss-t861e,          Regolabarba - Pettine distanziatore regolabile 24 livelli di taglio - Lavabile Autonomia batteria: 60 min - Tempo di ricarica: 8 h,,26.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/10/87/108734_thumb.jpg,True,Regolabarba,4.0000,(5),mediaworld.it,P&G,IT,Search,13,https://www.mediaworld.it/search/Regolabarba
p-128281,REMINGTON MB3000,REMINGTON,https://www.mediaworld.it/product/p-128281/remington-mb3000,          17 Livelli taglio - Lame autoaffilanti Comfort Tips - Rotella Zoom per la regolazione della lunghezza di taglio - Lame: Titanio Astuccio da viaggio,,19.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/12/82/128281_thumb.jpg,True,Regolabarba,,,mediaworld.it,P&G,IT,Search,14,https://www.mediaworld.it/search/Regolabarba
p-991096,PHILIPS BT5501/16,PHILIPS,https://www.mediaworld.it/product/p-991096/philips-bt5501-16,          Regolabarba - 40 Livelli taglio - 2 Pettini -  Lame in Acciaio - Wet&Dry - Autonomia: 90 min Tempo di Ricarica: 1 h - Utilizzo con e senza filo Pettine Lift & Trim PRO - Custodia,,29.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/99/10/991096_thumb.jpg,True,Regolabarba,,,mediaworld.it,P&G,IT,Search,15,https://www.mediaworld.it/search/Regolabarba
p-103370,WAHL Deluxe Travel Kit,WAHL,https://www.mediaworld.it/product/p-103370/wahl-deluxe-travel-kit,"          Regolabarba - 5 Pettini distanziatori - Alimentazione a Batteria Larghezza minima di taglio: 0,7 mm - Lavabile - Testina rotativa",,23.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/10/33/103370_thumb.jpg,True,Regolabarba,,,mediaworld.it,P&G,IT,Search,16,https://www.mediaworld.it/search/Regolabarba
p-753880,REMINGTON NE3850,REMINGTON,https://www.mediaworld.it/product/p-753880/remington-ne3850,          Rifinitore di precisione - 2 Pettini distanziatori Sistema Active Blade Clean - Tecnologia Comfort Trim - Lame comfort tip - Resistente all'acqua,,10.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/75/38/753880_thumb.jpg,True,Rifinitore,3.6000,(11),mediaworld.it,P&G,IT,Search,17,https://www.mediaworld.it/search/Regolabarba
p-126530,BRAUN MGK7220,BRAUN,https://www.mediaworld.it/product/p-126530/braun-mgk7220,"          Livelli taglio: 13 - Pettini: 4 Wet&Dry: S&igrave - Autonomia: 100 min Altre funzioni: Kit rifinitore 10-in-1 per barba, viso, capelli, corpo, naso e orecchie",,54.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/12/65/126530_thumb.jpg,True,Regolabarba e Tagliacapelli,5.0000,(11),mediaworld.it,P&G,IT,Search,18,https://www.mediaworld.it/search/Regolabarba
p-735078,PHILIPS Oneblade QP6520/20,PHILIPS,https://www.mediaworld.it/product/p-735078/philips-oneblade-qp6520-20,          Regolabarba - 14 Livelli taglio - 1 Pettine - Wet&Dry Autonomia 90 min - Esclusiva tecnologia OneBlade Rasatura confortevole - Rifinitura dei contorni Rifinitura uniforme - Contorni definiti e perfetti ,,65.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/73/50/735078_thumb.jpg,True,Regolabarba,4.5000,(172),mediaworld.it,P&G,IT,Search,19,https://www.mediaworld.it/search/Regolabarba
p-126524,BRAUN REGOLABARBA BT7240,BRAUN,https://www.mediaworld.it/product/p-126524/braun-regolabarba-bt7240,          Livelli taglio: 39 - Pettini: 2 - Lame affilate in metallo Manico ergonomico - Tecnologia AutoSense,,63.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/12/65/126524_thumb.jpg,True,Regolabarba,5.0000,(9),mediaworld.it,P&G,IT,Search,20,https://www.mediaworld.it/search/Regolabarba
p-126532,BRAUN MGK3221,BRAUN,https://www.mediaworld.it/product/p-126532/braun-mgk3221,          Rifinitore - 4 Pettini - Autonomia batteria: 50 min. - Lama in acciaio - 13 Impostazioni di lunghezza - Rifinitore naso e orecchie,,34.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/12/65/126532_thumb.jpg,True,Regolabarba,,,mediaworld.it,P&G,IT,Search,21,https://www.mediaworld.it/search/Regolabarba
p-103349,WAHL Aqua Groom showerproof grooming,WAHL,https://www.mediaworld.it/product/p-103349/wahl-aqua-groom-showerproof-grooming,"          Regola barba e capelli - Ricarica veloce Funzione Wet & Dry - Lama in acciaio Larghezza lama: 30 mm - Lunghezza minima di taglio: 0,7 mm - 11 Pettini guida",,76.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/10/33/103349_thumb.jpg,True,Regolabarba,,,mediaworld.it,P&G,IT,Search,22,https://www.mediaworld.it/search/Regolabarba
p-751849,PHILIPS BT3211/14,PHILIPS,https://www.mediaworld.it/product/p-751849/philips-bt3211-14,          Regolabarba - 20 Impostazioni di lunghezza integrate - Lame in acciaio inossidabile - Ampiezza di taglio: 32 mm Autonomia: 60 min. - Sistema Lift & Trim,,34.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/75/18/751849_thumb.jpg,True,Regolabarba,,,mediaworld.it,P&G,IT,Search,23,https://www.mediaworld.it/search/Regolabarba
p-991141,PHILIPS MG7785/20,PHILIPS,https://www.mediaworld.it/product/p-991141/philips-mg7785-20,"          Rifinitore - Pettini: 11 Wet&,Dry - Autonomia: 300 min Altre funzioni: Tecnologia DualCut",,141.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/99/11/991141_thumb.jpg,True,Regolabarba e Tagliacapelli,4.3000,(43),mediaworld.it,P&G,IT,Search,24,https://www.mediaworld.it/search/Regolabarba
p-981697,PHILIPS Oneblade QP6505/20,PHILIPS,https://www.mediaworld.it/product/p-981697/philips-oneblade-qp6505-20,"          - Autonomia 60 minuti ? Più utilizzi con una sola ricarica - 1 pettine, 9 livelli di taglio ? Gestisci qualsiasi tipologia di taglio - Wet&Dry ? Utilizzabile su pelle asciutta, con schiuma o in doccia - Tecnologia Contour, doppia protezione",,59.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/98/16/981697_thumb.jpg,True,Regolabarba,,,mediaworld.it,P&G,IT,Search,1,https://www.mediaworld.it/search/Regolabarba?page=2
p-991158,PHILIPS Grooming Kit serie 5000 MG5720/18,PHILIPS,https://www.mediaworld.it/product/p-991158/philips-grooming-kit-serie-5000-mg5720-18,          Rifinitore - 6 Pettini distanziatori Autonomia batteria: 80 min. - Tecnologia DualCut - Lama in acciaio - Impugnatura in gomma antiscivolo - Rifinitore per naso e orecchie,,30.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/99/11/991158_thumb.jpg,True,Regolabarba,4.7000,(46),mediaworld.it,P&G,IT,Search,2,https://www.mediaworld.it/search/Regolabarba?page=2
p-113264,PANASONIC ER-GB43-K503,PANASONIC,https://www.mediaworld.it/product/p-113264/panasonic-er-gb43-k503,"          Livelli taglio: 20 - Pettini: 1 Wet&Dry - Autonomia: 50 min - Altre funzioni: Regolazione lunghezza di taglio da 1 a 10 mm in 20 step Precisione di taglio fino a 0,5 mm senza pettine Lama di precisione a 45°",,49.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/11/32/113264_thumb.jpg,True,Regolabarba,,,mediaworld.it,P&G,IT,Search,3,https://www.mediaworld.it/search/Regolabarba?page=2
p-985154,ROWENTA MULTISTYLE 7 IN 1 TN8930,ROWENTA,https://www.mediaworld.it/product/p-985154/rowenta-multistyle-7-in-1-tn8930,          5 Pettini distanziatori - Lunghezza taglio capelli 1mm/12mm Lama barba regolabile - Regolazione lunghezza taglio barba 1mm/7mm Lame in acciaio inox rivestite in titanio - Autonomia 60 min Testina e pettini lavabili - Set di pulizia,,26.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/98/51/985154_thumb.jpg,True,Regolabarba e Tagliacapelli,,,mediaworld.it,P&G,IT,Search,4,https://www.mediaworld.it/search/Regolabarba?page=2
p-128248,REMINGTON MB7000,REMINGTON,https://www.mediaworld.it/product/p-128248/remington-mb7000,"          7 Pettini distanziatori - Autonomia: 60 min. Design con lama a T - Taglio da 30-0,4 mm Lame auto-affilanti - Micro lama di precisione da 7 mm - Asttucio da viaggio",,50.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/12/82/128248_thumb.jpg,True,Regolabarba,,,mediaworld.it,P&G,IT,Search,5,https://www.mediaworld.it/search/Regolabarba?page=2
p-128266,REMINGTON MB5000,REMINGTON,https://www.mediaworld.it/product/p-128266/remington-mb5000,          17 Livelli di taglio - Lama in titanio Autonomia: 60 min. - Lame autoaffilanti Comfort Tips - Lame rimovibile e lavabili Rotella Zoom per la regolazione del taglio,,39.99,https://asset.mediaw.it/wcsstore/MMCatalogAssetStore/asset/images/12/82/128266_thumb.jpg,True,Regolabarba,,,mediaworld.it,P&G,IT,Search,6,https://www.mediaworld.it/search/Regolabarba?page=2
