sku,title,product_url,bullet_points,price,image,in_stock,rating,reviews,e_retailer,client,market,type,position,listing_url,page
147842,Oral-B Pro-Expert Professional tandkräm 490359,https://www.elgiganten.se/product/personvard/eltandborste-och-tandvard/tandkram-och-munvatten/147842/oral-b-pro-expert-professional-tandkram-490359,"['2x 75 ml', '24 timmars skydd mot plack', 'Ren mintsmak']",69,https://www.elgiganten.se/image/dv_web_D180001002410676/147842/oral-b-pro-expert-professional-tandkraem-490359.jpg?$digital220x220$,True,,,elgiganten.se,P&G,SE,Search,15,https://www.elgiganten.se/search?SearchTerm=tandkr%C3%A4m&search=&searchResultTab=,1
304740,Oral-B ProExpert Healthy Whitening tandkräm 951732,https://www.elgiganten.se/product/personvard/eltandborste-och-tandvard/tandkram-och-munvatten/304740/oral-b-proexpert-healthy-whitening-tandkram-951732,"['Når 8 problemområden, 75ml', 'Unik kombination av ingredienser', 'Vitgörande, frisk mintsmak']",29,https://www.elgiganten.se/image/dv_web_D180001002725037/304740/oral-b-proexpert-healthy-whitening-tandkram-951732.jpg?$digital220x220$,True,4,1,elgiganten.se,P&G,SE,Search,16,https://www.elgiganten.se/search?SearchTerm=tandkr%C3%A4m&search=&searchResultTab=,1
123491,Oral-B Pro-Expert Sensitive Protect tandkräm 951664,https://www.elgiganten.se/product/personvard/eltandborste-och-tandvard/tandkram-och-munvatten/123491/oral-b-pro-expert-sensitive-protect-tandkram-951664,"['24 timmars skydd, 75 ml', 'Skydd för känsligt tandkött', 'Mintsmak']",39,https://www.elgiganten.se/image/dv_web_D180001002358269/123491/oral-b-pro-expert-sensitive-protect-tandkraem-951664.jpg?$digital220x220$,True,,,elgiganten.se,P&G,SE,Search,17,https://www.elgiganten.se/search?SearchTerm=tandkr%C3%A4m&search=&searchResultTab=,1
304730,Oral-B ProExpert Professional Protection tandkräm 948428,https://www.elgiganten.se/product/personvard/eltandborste-och-tandvard/tandkram-och-munvatten/304730/oral-b-proexpert-professional-protection-tandkram-948428,"['Riktas mot åtta problemområden, 75 ml', 'Unik kombination av ingredienser', 'Ren mintsmak']",26,https://www.elgiganten.se/image/dv_web_D180001002725050/304730/oral-b-proexpert-professional-protection-tandkram-948428.jpg?$digital220x220$,True,5,3,elgiganten.se,P&G,SE,Search,18,https://www.elgiganten.se/search?SearchTerm=tandkr%C3%A4m&search=&searchResultTab=,1
222180,Beconfident® Multifunktionell Tandkräm - Explore Kit fem smaker (25 ml).,https://www.elgiganten.se/product/personvard/eltandborste-och-tandvard/tandkram-och-munvatten/222180/beconfident-multifunktionell-tandkram-explore-kit-fem-smaker-25-ml,['Unikt tvåstegs-smaksättningssystem™ som börjar i en smak och övergår gradvis i en frisk minsmak.'],69,https://www.elgiganten.se/image/dv_web_D180001002523417/222180/beconfidentR-multifunktionell-tandkraem-explore-kit-fem-smaker-25-ml.jpg?$digital220x220$,True,,,elgiganten.se,P&G,SE,Search,19,https://www.elgiganten.se/search?SearchTerm=tandkr%C3%A4m&search=&searchResultTab=,1
222162,Beconfident® Multifunktionell Tandkräm Sensitive+Mint 75 ml,https://www.elgiganten.se/product/personvard/eltandborste-och-tandvard/tandkram-och-munvatten/222162/beconfident-multifunktionell-tandkram-sensitive-mint-75-ml,['Unikt tvåstegs-smaksättningssystem™ som börjar i en smak och övergår gradvis i en frisk minsmak.'],44,https://www.elgiganten.se/image/dv_web_D180001002593646/222162/beconfidentR-multifunktionell-tandkraem-sensitivemint-75-ml.jpg?$digital220x220$,True,,,elgiganten.se,P&G,SE,Search,20,https://www.elgiganten.se/search?SearchTerm=tandkr%C3%A4m&search=&searchResultTab=,1
222170,WhiteAmin® Tandkräm,https://www.elgiganten.se/product/personvard/eltandborste-och-tandvard/tandkram-och-munvatten/222170/whiteamin-tandkram,['Världens första vitaminberikade tandkräm.'],169,https://www.elgiganten.se/image/dv_web_D180001002523818/222170/whiteaminR-tandkraem.jpg?$digital220x220$,True,,,elgiganten.se,P&G,SE,Search,21,https://www.elgiganten.se/search?SearchTerm=tandkr%C3%A4m&search=&searchResultTab=,1
222175,Beconfident® Multifunktionell Tandkräm Extra Mint 75 ml,https://www.elgiganten.se/product/personvard/eltandborste-och-tandvard/tandkram-och-munvatten/222175/beconfident-multifunktionell-tandkram-extra-mint-75-ml,['Unikt tvåstegs-smaksättningssystem™ som börjar i en smak och övergår gradvis i en frisk minsmak.'],39,https://www.elgiganten.se/image/dv_web_D180001002523395/222175/beconfidentR-multifunktionell-tandkraem-extra-mint-75-ml.jpg?$digital220x220$,True,,,elgiganten.se,P&G,SE,Search,22,https://www.elgiganten.se/search?SearchTerm=tandkr%C3%A4m&search=&searchResultTab=,1
222176,Beconfident® Multifunktionell Tandkräm Kokos+Mint 75 ml,https://www.elgiganten.se/product/personvard/eltandborste-och-tandvard/tandkram-och-munvatten/222176/beconfident-multifunktionell-tandkram-kokos-mint-75-ml,['Unikt tvåstegs-smaksättningssystem™ som börjar i en smak och övergår gradvis i en frisk minsmak.'],39,https://www.elgiganten.se/image/dv_web_D180001002523504/222176/beconfidentR-multifunktionell-tandkraem-kokosmint-75-ml.jpg?$digital220x220$,True,,,elgiganten.se,P&G,SE,Search,23,https://www.elgiganten.se/search?SearchTerm=tandkr%C3%A4m&search=&searchResultTab=,1
222177,Beconfident® Multifunktionell Tandkräm Jordgubb+Mint 75 ml,https://www.elgiganten.se/product/personvard/eltandborste-och-tandvard/tandkram-och-munvatten/222177/beconfident-multifunktionell-tandkram-jordgubb-mint-75-ml,['Unikt tvåstegs-smaksättningssystem™ som börjar i en smak och övergår gradvis i en frisk minsmak.'],39,https://www.elgiganten.se/image/dv_web_D180001002523800/222177/beconfidentR-multifunktionell-tandkraem-jordgubbmint-75-ml.jpg?$digital220x220$,True,,,elgiganten.se,P&G,SE,Search,24,https://www.elgiganten.se/search?SearchTerm=tandkr%C3%A4m&search=&searchResultTab=,1
350689,Gillette ProGlide rakhyvel för män 596775 (svart/silver),https://www.elgiganten.se/product/personvard/rakapparat-och-trimmer/rakapparat-och-skaggtrimmer/350689/gillette-proglide-rakhyvel-for-man-596775-svartsilver,"['FlexBall-teknik', '5 friktionsfria blad', '1 rakblad medföljer']",119,https://www.elgiganten.se/image/dv_web_D180001002838639/350689/gillette-proglide-rakhyvel-for-man-596775-svartsilver.jpg?$digital220x220$,True,,,elgiganten.se,P&G,SE,Search,1,https://www.elgiganten.se/search?SearchTerm=rakhyvel&search=&searchResultTab=,1
203505,Gillette Fusion5 rakhyvel gåvoset GIL531073,https://www.elgiganten.se/product/personvard/harborttagning-for-kroppen/rakhyvlar-och-rakblad/203505/gillette-fusion5-rakhyvel-gavoset-gil531073,"['5 friktionsfria blad', 'Raklödder för känslig hud', 'Reseförvaring']",139,https://www.elgiganten.se/image/dv_web_D180001002493223/203505/gillette-fusion5-rakhyvel-gaavoset-gil531073.jpg?$digital220x220$,True,,,elgiganten.se,P&G,SE,Search,2,https://www.elgiganten.se/search?SearchTerm=rakhyvel&search=&searchResultTab=,1
350681,Gillette Mach3 rakhyvel 596713,https://www.elgiganten.se/product/personvard/harborttagning-for-kroppen/rakhyvlar-och-rakblad/350681/gillette-mach3-rakhyvel-596713,"['Upp till 15 rakningar', '3 skarpa blad', 'Ergonomiskt handtag']",95,https://www.elgiganten.se/image/dv_web_D180001002826598/350681/gillette-mach3-rakhyvel-596713.jpg?$digital220x220$,True,,,elgiganten.se,P&G,SE,Search,3,https://www.elgiganten.se/search?SearchTerm=rakhyvel&search=&searchResultTab=,1
350685,Gillette ProShield rakhyvel 596928,https://www.elgiganten.se/product/personvard/harborttagning-for-kroppen/rakhyvlar-och-rakblad/350685/gillette-proshield-rakhyvel-596928,"['FlexBall-teknik', '5 anti-friktionsblad', 'Precisionstrimmer']",175,https://www.elgiganten.se/image/dv_web_D180001002818336/350685/gillette-proshield-rakhyvel-596928.jpg?$digital220x220$,True,,,elgiganten.se,P&G,SE,Search,4,https://www.elgiganten.se/search?SearchTerm=rakhyvel&search=&searchResultTab=,1
GIL458110,Gillette Fusion5 rakhyvel 458110,https://www.elgiganten.se/product/personvard/harborttagning-for-kroppen/rakhyvlar-och-rakblad/GIL458110/gillette-fusion5-rakhyvel-458110,"['5 antifriktionsblad', 'Passar alla Fusion5 handtag', 'Precisionstrimmer på baksidan']",129,https://www.elgiganten.se/image/dv_web_D180001002410516/GIL458110/gillette-fusion5-rakhyvel-458110.jpg?$digital220x220$,True,,,elgiganten.se,P&G,SE,Search,5,https://www.elgiganten.se/search?SearchTerm=rakhyvel&search=&searchResultTab=,1
350679,Gillette ProGlide Manuel rakhyvel 596836,https://www.elgiganten.se/product/personvard/harborttagning-for-kroppen/rakhyvlar-och-rakblad/350679/gillette-proglide-manuel-rakhyvel-596836,"['FlexBall-teknik', '5 anti-friktionsblad', 'Precisionstrimmer']",156,https://www.elgiganten.se/image/dv_web_D180001002818337/350679/gillette-proglide-manuel-rakhyvel-596836.jpg?$digital220x220$,True,,,elgiganten.se,P&G,SE,Search,6,https://www.elgiganten.se/search?SearchTerm=rakhyvel&search=&searchResultTab=,1
350676,Gillette SkinGuard Sensitive rakhyvel 596959,https://www.elgiganten.se/product/personvard/harborttagning-for-kroppen/rakhyvlar-och-rakblad/350676/gillette-skinguard-sensitive-rakhyvel-596959,"['För känslig hud', 'SkinGuard-funktion, Aloe', 'Precisionstrimmer']",135,https://www.elgiganten.se/image/dv_web_D180001002820056/350676/gillette-skinguard-sensitive-rakhyvel-596959.jpg?$digital220x220$,True,,,elgiganten.se,P&G,SE,Search,7,https://www.elgiganten.se/search?SearchTerm=rakhyvel&search=&searchResultTab=,1
350677,Gillette Venus Smooth Sensitive rakhyvel 567461,https://www.elgiganten.se/product/personvard/harborttagning-for-kroppen/rakhyvlar-och-rakblad/350677/gillette-venus-smooth-sensitive-rakhyvel-567461,"['3 blad', 'SkinElixir lubrastrip', 'Passar känslig hud']",139,https://www.elgiganten.se/image/dv_web_D180001002817190/350677/gillette-venus-smooth-sensitive-rakhyvel-567461.jpg?$digital220x220$,True,,,elgiganten.se,P&G,SE,Search,8,https://www.elgiganten.se/search?SearchTerm=rakhyvel&search=&searchResultTab=,1
144358,Rakhyvel inklusive 4 extra refill rakhuvuden,https://www.elgiganten.se/product/personvard/rakapparat-och-trimmer/rakapparat-och-skaggtrimmer/144358/rakhyvel-inklusive-4-extra-refill-rakhuvuden,[],49,https://www.elgiganten.se/image/dv_web_D180001002668356/144358/rakhyvel-inklusive-4-extra-refill-rakhuvuden.jpg?$digital220x220$,True,,,elgiganten.se,P&G,SE,Search,9,https://www.elgiganten.se/search?SearchTerm=rakhyvel&search=&searchResultTab=,1
191694,Hopfällbar rakhyvel för rygg och kropp omniver innovagoods,https://www.elgiganten.se/product/personvard/harborttagning-for-kroppen/rakhyvlar-och-rakblad/191694/hopfallbar-rakhyvel-for-rygg-och-kropp-omniver-innovagoods,[],349,https://www.elgiganten.se/image/dv_web_D180001002471053/191694/hopfaellbar-rakhyvel-foer-rygg-och-kropp-omniver-innovagoods.jpg?$digital220x220$,True,1,1,elgiganten.se,P&G,SE,Search,10,https://www.elgiganten.se/search?SearchTerm=rakhyvel&search=&searchResultTab=,1
353286,Uppladdningsbar rakhyvel för damer silskin innovagoods,https://www.elgiganten.se/product/personvard/harborttagning-for-kroppen/353286/uppladdningsbar-rakhyvel-for-damer-silskin-innovagoods,[],279,https://www.elgiganten.se/image/dv_web_D180001002818567/353286/uppladdningsbar-rakhyvel-for-damer-silskin-innovagoods.jpg?$digital220x220$,True,,,elgiganten.se,P&G,SE,Search,11,https://www.elgiganten.se/search?SearchTerm=rakhyvel&search=&searchResultTab=,1
146563,Gillette Mach3 Rakhyvel + 1 Rakblad,https://www.elgiganten.se/product/personvard/harborttagning-for-kroppen/rakhyvlar-och-rakblad/146563/gillette-mach3-rakhyvel-1-rakblad,[],79,https://www.elgiganten.se/image/dv_web_D180001002371402/146563/gillette-mach3-rakhyvel-1-rakblad.jpg?$digital220x220$,True,,,elgiganten.se,P&G,SE,Search,12,https://www.elgiganten.se/search?SearchTerm=rakhyvel&search=&searchResultTab=,1
55763,XPREEN ryggrakare - rakhyvel för ryggen,https://www.elgiganten.se/product/personvard/harborttagning-for-kroppen/rakhyvlar-och-rakblad/55763/xpreen-ryggrakare-rakhyvel-for-ryggen,[],369,https://www.elgiganten.se/image/dv_web_D180001002285916/55763/xpreen-ryggrakare-rakhyvel-foer-ryggen.jpg?$digital220x220$,True,,,elgiganten.se,P&G,SE,Search,13,https://www.elgiganten.se/search?SearchTerm=rakhyvel&search=&searchResultTab=,1
353286,Uppladdningsbar rakhyvel för damer silskin innovagoods,https://www.elgiganten.se/product/personvard/harborttagning-for-kroppen/353286/uppladdningsbar-rakhyvel-for-damer-silskin-innovagoods,[],279,https://www.elgiganten.se/image/dv_web_D180001002818567/353286/uppladdningsbar-rakhyvel-for-damer-silskin-innovagoods.jpg?$digital220x220$,True,,,elgiganten.se,P&G,SE,Search,14,https://www.elgiganten.se/search?SearchTerm=rakhyvel&search=&searchResultTab=,1
350672,Gillette Fusion5 rakapparat 596683,https://www.elgiganten.se/product/personvard/harborttagning-for-kroppen/rakhyvlar-och-rakblad/350672/gillette-fusion5-rakapparat-596683,"['5 antifriktionsblad', 'Precisionstrimmer', '2 rakblad']",135,https://www.elgiganten.se/image/dv_web_D180001002820142/350672/gillette-fusion5-rakapparat-596683.jpg?$digital220x220$,True,,,elgiganten.se,P&G,SE,Search,15,https://www.elgiganten.se/search?SearchTerm=rakhyvel&search=&searchResultTab=,1
124541,Gillette Venus Extra Smooth ersättningsblad 497447,https://www.elgiganten.se/product/personvard/harborttagning-for-kroppen/rakhyvlar-och-rakblad/124541/gillette-venus-extra-smooth-ersattningsblad-497447,"['4 ersättningsblad', 'För Gillete Venus Extra Smooth', 'SkinElixir lubastrip']",229,https://www.elgiganten.se/image/dv_web_D180001002829292/124541/gillette-venus-extra-smooth-ersattningsblad-497447.jpg?$digital220x220$,True,,,elgiganten.se,P&G,SE,Search,16,https://www.elgiganten.se/search?SearchTerm=rakhyvel&search=&searchResultTab=,1
GIL273423,Gillette Fusion ProGlide Power Styler,https://www.elgiganten.se/product/personvard/harborttagning-for-kroppen/rakhyvlar-och-rakblad/GIL273423/gillette-fusion-proglide-power-styler,"['3 längdinställningar', 'Vibrerande handtag', 'Vattensäker']",249,https://www.elgiganten.se/image/dv_web_D180001002407981/GIL273423/gillette-fusion-proglide-power-styler.jpg?$digital220x220$,True,"4,5",23,elgiganten.se,P&G,SE,Search,17,https://www.elgiganten.se/search?SearchTerm=rakhyvel&search=&searchResultTab=,1
151535,Braun skäggtrimmerkit BT3241,https://www.elgiganten.se/product/personvard/rakapparat-och-trimmer/rakapparat-och-skaggtrimmer/151535/braun-skaggtrimmerkit-bt3241,"['80 min batteritid', 'Blad med livslång skärpa', 'Lätt att rengöra, sladdlös']",599,https://www.elgiganten.se/image/dv_web_D180001002409383/151535/braun-skaggtrimmerkit-bt3241.jpg?$digital220x220$,True,"4,8",8,elgiganten.se,P&G,SE,Search,18,https://www.elgiganten.se/search?SearchTerm=rakhyvel&search=&searchResultTab=,1
151541,Braun skäggtrimmer BT5260,https://www.elgiganten.se/product/personvard/rakapparat-och-trimmer/rakapparat-och-skaggtrimmer/151541/braun-skaggtrimmer-bt5260,"['100 min batteritid', 'Blad med livslång skärpa', '39 längdinställningar']",799,https://www.elgiganten.se/image/dv_web_D180001002765876/151541/braun-skaggtrimmer-bt5260.jpg?$digital220x220$,True,"4,2",6,elgiganten.se,P&G,SE,Search,19,https://www.elgiganten.se/search?SearchTerm=rakhyvel&search=&searchResultTab=,1
350688,Gillette Venus Smooth rakblad 580026,https://www.elgiganten.se/product/personvard/harborttagning-for-kroppen/rakhyvlar-och-rakblad/350688/gillette-venus-smooth-rakblad-580026,"['12 rakblad', '3 hudnära rakblad', 'Komfortkudde']",399,https://www.elgiganten.se/image/dv_web_D180001002817149/350688/gillette-venus-smooth-rakblad-580026.jpg?$digital220x220$,True,,,elgiganten.se,P&G,SE,Search,20,https://www.elgiganten.se/search?SearchTerm=rakhyvel&search=&searchResultTab=,1
GIL851324,Gillette Fusion Rakblad GIL851324,https://www.elgiganten.se/product/personvard/harborttagning-for-kroppen/rakhyvlar-och-rakblad/GIL851324/gillette-fusion-rakblad-gil851324,"['8 nya rakblad', '5 bladsteknik', 'Precision trimmer']",315,https://www.elgiganten.se/image/dv_web_D180001002829476/GIL851324/gillette-fusion-rakblad-gil851324.jpg?$digital220x220$,True,"4,4",445,elgiganten.se,P&G,SE,Search,21,https://www.elgiganten.se/search?SearchTerm=rakhyvel&search=&searchResultTab=,1
228629,Gillette Venus Breeze,https://www.elgiganten.se/product/personvard/rakapparat-och-trimmer/228629/gillette-venus-breeze,[],220,https://www.elgiganten.se/image/dv_web_D180001002540600/228629/gillette-venus-breeze.jpg?$digital220x220$,True,5,1,elgiganten.se,P&G,SE,Search,22,https://www.elgiganten.se/search?SearchTerm=rakhyvel&search=&searchResultTab=,1
178577,Bolin Webb R1 Jack,https://www.elgiganten.se/product/personvard/harborttagning-for-kroppen/rakhyvlar-och-rakblad/178577/bolin-webb-r1-jack,[],759,https://www.elgiganten.se/image/dv_web_D180001002453363/178577/bolin-webb-r1-jack.jpg?$digital220x220$,True,,,elgiganten.se,P&G,SE,Search,23,https://www.elgiganten.se/search?SearchTerm=rakhyvel&search=&searchResultTab=,1
172278,Bolin Webb Razor X1 Argent Black,https://www.elgiganten.se/product/personvard/harborttagning-for-kroppen/rakhyvlar-och-rakblad/172278/bolin-webb-razor-x1-argent-black,[],759,https://www.elgiganten.se/image/dv_web_D180001002443755/172278/bolin-webb-razor-x1-argent-black.jpg?$digital220x220$,True,,,elgiganten.se,P&G,SE,Search,24,https://www.elgiganten.se/search?SearchTerm=rakhyvel&search=&searchResultTab=,1
222946,Skäggtrimmer mb3000 style seri,https://www.elgiganten.se/product/personvard/rakapparat-och-trimmer/rakapparat-och-skaggtrimmer/222946/skaggtrimmer-mb3000-style-seri,[],299,https://www.elgiganten.se/image/dv_web_D180001002525491/222946/skaggtrimmer-mb3000-style-seri.jpg?$digital220x220$,True,,,elgiganten.se,P&G,SE,Search,1,https://www.elgiganten.se/search?SearchTerm=sk%C3%A4ggtrimmer&search=&searchResultTab=,1
222916,Skäggtrimmer mb5000 style seri,https://www.elgiganten.se/product/personvard/rakapparat-och-trimmer/rakapparat-och-skaggtrimmer/222916/skaggtrimmer-mb5000-style-seri,[],499,https://www.elgiganten.se/image/dv_web_D180001002525432/222916/skaggtrimmer-mb5000-style-seri.jpg?$digital220x220$,True,,,elgiganten.se,P&G,SE,Search,2,https://www.elgiganten.se/search?SearchTerm=sk%C3%A4ggtrimmer&search=&searchResultTab=,1
151536,Braun skäggtrimmer kit BT7240,https://www.elgiganten.se/product/personvard/rakapparat-och-trimmer/rakapparat-och-skaggtrimmer/151536/braun-skaggtrimmer-kit-bt7240,"['100 min batteritid', 'Skarpa blad under hela livstiden', '39 längdinställningar']",699,https://www.elgiganten.se/image/dv_web_D180001002659591/151536/braun-skaggtrimmer-kit-bt7240.jpg?$digital220x220$,True,"4,5",38,elgiganten.se,P&G,SE,Search,3,https://www.elgiganten.se/search?SearchTerm=sk%C3%A4ggtrimmer&search=&searchResultTab=,1
151541,Braun skäggtrimmer BT5260,https://www.elgiganten.se/product/personvard/rakapparat-och-trimmer/rakapparat-och-skaggtrimmer/151541/braun-skaggtrimmer-bt5260,"['100 min batteritid', 'Blad med livslång skärpa', '39 längdinställningar']",799,https://www.elgiganten.se/image/dv_web_D180001002765876/151541/braun-skaggtrimmer-bt5260.jpg?$digital220x220$,True,"4,2",6,elgiganten.se,P&G,SE,Search,4,https://www.elgiganten.se/search?SearchTerm=sk%C3%A4ggtrimmer&search=&searchResultTab=,1
211693,Remington skäggtrimmer 4328556010,https://www.elgiganten.se/product/personvard/rakapparat-och-trimmer/rakapparat-och-skaggtrimmer/211693/remington-skaggtrimmer-4328556010,"['90 minuter användningstid', '3 kammar, sax, skäggborste', 'Popup-trimmer']",599,https://www.elgiganten.se/image/dv_web_D180001002507295/211693/remington-skaggtrimmer-4328556010.jpg?$digital220x220$,False,"4,8",5,elgiganten.se,P&G,SE,Search,5,https://www.elgiganten.se/search?SearchTerm=sk%C3%A4ggtrimmer&search=&searchResultTab=,1
26606,Panasonic skäggtrimmer ERGB86K503,https://www.elgiganten.se/product/personvard/rakapparat-och-trimmer/rakapparat-och-skaggtrimmer/26606/panasonic-skaggtrimmer-ergb86k503,"['50 minuters användartid', '58 längdinställningar', '3 kamtillbehör']",999,https://www.elgiganten.se/image/dv_web_D180001002869934/26606/panasonic-skaggtrimmer-ergb86k503.jpg?$digital220x220$,True,,,elgiganten.se,P&G,SE,Search,6,https://www.elgiganten.se/search?SearchTerm=sk%C3%A4ggtrimmer&search=&searchResultTab=,1
26603,Panasonic skäggtrimmer ERSB40K803,https://www.elgiganten.se/product/personvard/rakapparat-och-trimmer/rakapparat-och-skaggtrimmer/26603/panasonic-skaggtrimmer-ersb40k803,"['Användningstid: 60 min', '19 längdinställningar', 'Linjär motor']",1 895,https://www.elgiganten.se/image/dv_web_D180001002844569/26603/panasonic-skaggtrimmer-ersb40k803.jpg?$digital220x220$,True,,,elgiganten.se,P&G,SE,Search,7,https://www.elgiganten.se/search?SearchTerm=sk%C3%A4ggtrimmer&search=&searchResultTab=,1
26598,Panasonic skäggtrimmer ERSB60S803,https://www.elgiganten.se/product/personvard/rakapparat-och-trimmer/rakapparat-och-skaggtrimmer/26598/panasonic-skaggtrimmer-ersb60s803,"['Användningstid: 60 min', '19 trimlängder', 'Tvättbar, sladdlös']",2 295,https://www.elgiganten.se/image/dv_web_D180001002312318/26598/panasonic-skaeggtrimmer-ersb60s803.jpg?$digital220x220$,True,"4,2",40,elgiganten.se,P&G,SE,Search,8,https://www.elgiganten.se/search?SearchTerm=sk%C3%A4ggtrimmer&search=&searchResultTab=,1
MB4120,Remington skäggtrimmer MB4120,https://www.elgiganten.se/product/personvard/rakapparat-och-trimmer/rakapparat-och-skaggtrimmer/MB4120/remington-skaggtrimmer-mb4120,"['Elva längdinställningar', 'OptiAngle-design', 'Batteri']",299,https://www.elgiganten.se/image/dv_web_D18000100261039/MB4120/remington-skaggtrimmer-mb4120.jpg?$digital220x220$,True,"3,9",11,elgiganten.se,P&G,SE,Search,9,https://www.elgiganten.se/search?SearchTerm=sk%C3%A4ggtrimmer&search=&searchResultTab=,1
348992,Remington Omniblade skäggtrimmer HG2000 (svart/silver),https://www.elgiganten.se/product/personvard/rakapparat-och-trimmer/rakapparat-och-skaggtrimmer/348992/remington-omniblade-skaggtrimmer-hg2000-svartsilver,"['Användartid: 40 min', 'Vattentålig', 'Mikrotrimmer-tillbehör']",449,https://www.elgiganten.se/image/dv_web_D180001002871520/348992/remington-omniblade-skaggtrimmer-hg2000-svartsilver.jpg?$digital220x220$,True,,,elgiganten.se,P&G,SE,Search,10,https://www.elgiganten.se/search?SearchTerm=sk%C3%A4ggtrimmer&search=&searchResultTab=,1
309778,Philips Series 3000 skäggtrimmer BT320614V2,https://www.elgiganten.se/product/personvard/rakapparat-och-trimmer/rakapparat-och-skaggtrimmer/309778/philips-series-3000-skaggtrimmer-bt320614v2,"['Användartid: 45 minuter', 'Blad i rostfritt stål', '10 längdinställningar (0.5-10 mm)']",239,https://www.elgiganten.se/image/dv_web_D180001002748767/309778/philips-series-3000-skaggtrimmer-bt320614v2.jpg?$digital220x220$,False,"4,6",82,elgiganten.se,P&G,SE,Search,11,https://www.elgiganten.se/search?SearchTerm=sk%C3%A4ggtrimmer&search=&searchResultTab=,1
348993,Remington Omniblade skäggtrimmer HG1000 (svart),https://www.elgiganten.se/product/personvard/rakapparat-och-trimmer/rakapparat-och-skaggtrimmer/348993/remington-omniblade-skaggtrimmer-hg1000-svart,"['Batteridriven', '100% vattentålig', '3x skäggkammar']",299,https://www.elgiganten.se/image/dv_web_D180001002871495/348993/remington-omniblade-skaggtrimmer-hg1000-svart.jpg?$digital220x220$,True,,,elgiganten.se,P&G,SE,Search,12,https://www.elgiganten.se/search?SearchTerm=sk%C3%A4ggtrimmer&search=&searchResultTab=,1
BT320614,Philips Series 3000 skäggtrimmer BT320614,https://www.elgiganten.se/product/personvard/rakapparat-och-trimmer/rakapparat-och-skaggtrimmer/BT320614/philips-series-3000-skaggtrimmer-bt320614,"['Användartid: 45 min', 'Högkvalitativa blad i rostfritt stål', '10 längdinställningar (0,5-10 mm)']",299,https://www.elgiganten.se/image/dv_web_D180001002234979/BT320614/philips-series-3000-skaeggtrimmer-bt320614.jpg?$digital220x220$,True,"4,5",84,elgiganten.se,P&G,SE,Search,13,https://www.elgiganten.se/search?SearchTerm=sk%C3%A4ggtrimmer&search=&searchResultTab=,1
303795,Philips 3000 Series skäggtrimmer BT322214,https://www.elgiganten.se/product/personvard/rakapparat-och-trimmer/rakapparat-och-skaggtrimmer/303795/philips-3000-series-skaggtrimmer-bt322214,"['60 minuters användartid', 'Lift & Trim-system', '20 längdinställningar, förvaringspåse']",399,https://www.elgiganten.se/image/dv_web_D180001002724331/303795/philips-3000-series-skaggtrimmer-bt322214.jpg?$digital220x220$,True,"4,6",82,elgiganten.se,P&G,SE,Search,14,https://www.elgiganten.se/search?SearchTerm=sk%C3%A4ggtrimmer&search=&searchResultTab=,1
29702,Philips 5000 series skäggtrimmer BT550215,https://www.elgiganten.se/product/personvard/rakapparat-och-trimmer/rakapparat-och-skaggtrimmer/29702/philips-5000-series-skaggtrimmer-bt550215,"['Batteritid: 90 min', '40 längdinställningar', 'Vattentät, Sladdlös']",479,https://www.elgiganten.se/image/dv_web_D180001002234232/29702/philips-5000-series-skaeggtrimmer-bt550215.jpg?$digital220x220$,True,"4,4",103,elgiganten.se,P&G,SE,Search,15,https://www.elgiganten.se/search?SearchTerm=sk%C3%A4ggtrimmer&search=&searchResultTab=,1
BT750015,Philips Series 7000 skäggtrimmer BT750015,https://www.elgiganten.se/product/personvard/rakapparat-och-trimmer/rakapparat-och-skaggtrimmer/BT750015/philips-series-7000-skaggtrimmer-bt750015,"['20 låsta längdinställningar', 'Användartid: 75 min', 'Klickfunktion precisionstrimmer']",535,https://www.elgiganten.se/image/dv_web_D18000100291604/BT750015/philips-series-7000-skaggtrimmer-bt750015.jpg?$digital220x220$,True,"3,7",249,elgiganten.se,P&G,SE,Search,16,https://www.elgiganten.se/search?SearchTerm=sk%C3%A4ggtrimmer&search=&searchResultTab=,1
214410,Remington Heritage skäggtrimmer 43278560100,https://www.elgiganten.se/product/personvard/rakapparat-och-trimmer/rakapparat-och-skaggtrimmer/214410/remington-heritage-skaggtrimmer-43278560100,"['60 min batteritid', 'Självskärpande blad', '1.5 till 15 mm klipplängd']",799,https://www.elgiganten.se/image/dv_web_D180001002510863/214410/remington-heritage-skaeggtrimmer-43278560100.jpg?$digital220x220$,True,5,1,elgiganten.se,P&G,SE,Search,17,https://www.elgiganten.se/search?SearchTerm=sk%C3%A4ggtrimmer&search=&searchResultTab=,1
303791,Philips 5000 series skäggtrimmer BT552215,https://www.elgiganten.se/product/personvard/rakapparat-och-trimmer/rakapparat-och-skaggtrimmer/303791/philips-5000-series-skaggtrimmer-bt552215,"['120 minuters användartid', 'Vattentät, självslipande skärblad', '40 längder, Lift & Trim PRO']",899,https://www.elgiganten.se/image/dv_web_D180001002796642/303791/philips-5000-series-skaggtrimmer-bt552215.jpg?$digital220x220$,True,"4,5",82,elgiganten.se,P&G,SE,Search,18,https://www.elgiganten.se/search?SearchTerm=sk%C3%A4ggtrimmer&search=&searchResultTab=,1
