sku,title,brand,product_url,bullet_points,price,image,in_stock,rating,reviews,e_retailer,client,market,type,position,listing_url,page
24634,Braun Silk-expert PRO 3 lysbasert hårfjerning PL3132,,https://www.elkjop.no/product/styling-og-velvare/harfjerning-for-kroppen/ipl-harfjerning/24634/braun-silk-expert-pro-3-lysbasert-harfjerning-pl3132,"['IPL-lys', 'SensoAdapt-sensor', 'Kan brukes i ansiktet']",3 495,https://www.elkjop.no/image/dv_web_D180001002415441/24634/braun-silk-expert-pro-3-lysbasert-haarfjerning-pl3132.jpg?$digital220x220$,True,"3,9",18,elkjop.no,P&G,NO,Search,12,https://www.elkjop.no/search?SearchTerm=h%C3%A5rfjerning&search=&searchResultTab=,1
303794,Philips 9000 Series multigroomer MG971090 (+Philips OneBlade),,https://www.elkjop.no/product/styling-og-velvare/harfjerning-for-kroppen/harfjerning/303794/philips-9000-series-multigroomer-mg971090-philips-oneblade,"['12-i-1-trimmer', 'Brukstid: 2 timer', 'Philips OneBlade inkl.']",899,https://www.elkjop.no/image/dv_web_D180001002822254/303794/philips-9000-series-multigroomer-mg971090-philips-oneblade.jpg?$digital220x220$,True,"4,8",26,elkjop.no,P&G,NO,Search,1,https://www.elkjop.no/search?SearchTerm=trimmer&search=&searchResultTab=,1
309781,Philips MG7715/15 multigroomer MG771515V2,,https://www.elkjop.no/product/styling-og-velvare/barbermaskin-og-trimmer/barbermaskiner-og-skjeggtrimmere/309781/philips-mg771515-multigroomer-mg771515v2,"['13 tilbehør', '2 timer brukstid per opplading', 'Vanntett']",449,https://www.elkjop.no/image/dv_web_D180001002744622/309781/philips-mg771515-multigroomer-mg771515v2.jpg?$digital220x220$,True,"4,5",193,elkjop.no,P&G,NO,Search,2,https://www.elkjop.no/search?SearchTerm=trimmer&search=&searchResultTab=,1
335644,Braun Series XT5 multigroomer 400424,,https://www.elkjop.no/product/styling-og-velvare/barbermaskin-og-trimmer/barbermaskiner-og-skjeggtrimmere/335644/braun-series-xt5-multigroomer-400424,"['Alt-i-ett, 45 min brukstid', '4D-bladteknologi', 'Vanntett, 2-veis kam']",699,https://www.elkjop.no/image/dv_web_D180001002871123/335644/braun-series-xt5-multigroomer-400424.jpg?$digital220x220$,True,"3,7",3,elkjop.no,P&G,NO,Search,3,https://www.elkjop.no/search?SearchTerm=trimmer&search=&searchResultTab=,1
335647,Braun Series XT5 multigroomer 400400,,https://www.elkjop.no/product/styling-og-velvare/barbermaskin-og-trimmer/barbermaskiner-og-skjeggtrimmere/335647/braun-series-xt5-multigroomer-400400,"['Alt-i-ett, 45 min brukstid', '4D-bladteknologi', 'Vanntett, 2-veis kam']",649,https://www.elkjop.no/image/dv_web_D180001002871121/335647/braun-series-xt5-multigroomer-400400.jpg?$digital220x220$,True,,,elkjop.no,P&G,NO,Search,4,https://www.elkjop.no/search?SearchTerm=trimmer&search=&searchResultTab=,1
MG573015,MG5730/15 Philips Series 5000 multigroomer,,https://www.elkjop.no/product/styling-og-velvare/barbermaskin-og-trimmer/barbermaskiner-og-skjeggtrimmere/MG573015/mg573015-philips-series-5000-multigroomer,"['11-i-1-trimmer', '80 min brukstid', '2 års garanti']",499,https://www.elkjop.no/image/dv_web_D18000100262732/MG573015/mg573015-philips-series-5000-multigroomer.jpg?$digital220x220$,False,"4,4",143,elkjop.no,P&G,NO,Search,5,https://www.elkjop.no/search?SearchTerm=trimmer&search=&searchResultTab=,1
MG373015,MG3730/15 Philips Series 3000 multigroomer,,https://www.elkjop.no/product/styling-og-velvare/barbermaskin-og-trimmer/barbermaskiner-og-skjeggtrimmere/MG373015/mg373015-philips-series-3000-multigroomer,"['8-i-1-trimmer', '60 min brukstid', '2-års garanti']",315,https://www.elkjop.no/image/dv_web_D18000100263811/MG373015/mg373015-philips-series-3000-multigroomer.jpg?$digital220x220$,False,"4,4",183,elkjop.no,P&G,NO,Search,6,https://www.elkjop.no/search?SearchTerm=trimmer&search=&searchResultTab=,1
HP6393,Philips trimmer for kvinner HP6393,,https://www.elkjop.no/product/styling-og-velvare/harfjerning-for-kroppen/epilator/HP6393/philips-trimmer-for-kvinner-hp6393,"['Kompakt og bærbar', 'Tilbehør til kropp og ansikt', 'Kam til øyenbrynene']",249,https://www.elkjop.no/image/dv_web_D18000100251132/HP6393/philips-trimmer-for-kvinner-hp6393.jpg?$digital220x220$,True,"4,4",76,elkjop.no,P&G,NO,Search,7,https://www.elkjop.no/search?SearchTerm=trimmer&search=&searchResultTab=,1
FG1103,Braun 3-i-1 trimmer FG1103,,https://www.elkjop.no/product/styling-og-velvare/harfjerning-for-kroppen/ladyshavere-og-bikinitrimmere/FG1103/braun-3-i-1-trimmer-fg1103,"['3-i-1 trimmer', 'For sensitive områder', '4 stk. tilbehør']",279,https://www.elkjop.no/image/dv_web_D18000100248548/FG1103/braun-3-i-1-trimmer-fg1103.jpg?$digital220x220$,True,"2,4",10,elkjop.no,P&G,NO,Search,8,https://www.elkjop.no/search?SearchTerm=trimmer&search=&searchResultTab=,1
309782,Philips OneBlade trimmer QP2520/20V2,,https://www.elkjop.no/product/styling-og-velvare/barbermaskin-og-trimmer/barbermaskiner-og-skjeggtrimmere/309782/philips-oneblade-trimmer-qp252020v2,"['45 min brukstid', 'Oppgradert OneBlade-teknologi', '3 påklikkbare kammer']",299,https://www.elkjop.no/image/dv_web_D180001002871499/309782/philips-oneblade-trimmer-qp252020v2.jpg?$digital220x220$,True,"4,3",779,elkjop.no,P&G,NO,Search,9,https://www.elkjop.no/search?SearchTerm=trimmer&search=&searchResultTab=,1
54143,Remington Heritage trimmer MPT1000,,https://www.elkjop.no/product/styling-og-velvare/barbermaskin-og-trimmer/barbermaskiner-og-skjeggtrimmere/54143/remington-heritage-trimmer-mpt1000,"['Kompakt design', 'Auto-bladaktivering', 'Batteridrevet']",395,https://www.elkjop.no/image/dv_web_D180001002311369/54143/remington-heritage-trimmer-mpt1000.jpg?$digital220x220$,True,2,1,elkjop.no,P&G,NO,Search,10,https://www.elkjop.no/search?SearchTerm=trimmer&search=&searchResultTab=,1
335669,Philips OneBlade Pro trimmer QP665061,,https://www.elkjop.no/product/styling-og-velvare/barbermaskin-og-trimmer/barbermaskiner-og-skjeggtrimmere/335669/philips-oneblade-pro-trimmer-qp665061,"['Brukstid: 120 minutter', 'OneBlade-teknologi', 'Trimmeinnstillinger: 0,4 – 10 mm']",1 299,https://www.elkjop.no/image/dv_web_D180001002835461/335669/philips-oneblade-pro-trimmer-qp665061.jpg?$digital220x220$,True,"4,5",90,elkjop.no,P&G,NO,Search,11,https://www.elkjop.no/search?SearchTerm=trimmer&search=&searchResultTab=,1
54131,Remington Graphite Series G4 trimmer PG4000,,https://www.elkjop.no/product/styling-og-velvare/barbermaskin-og-trimmer/barbermaskiner-og-skjeggtrimmere/54131/remington-graphite-series-g4-trimmer-pg4000,"['Alt-i-ett trimmer', '60 min trådløs bruk', 'Vaskbare blader og tilbehør']",399,https://www.elkjop.no/image/dv_web_D180001002302049/54131/remington-graphite-series-g4-trimmer-pg4000.jpg?$digital220x220$,True,,,elkjop.no,P&G,NO,Search,12,https://www.elkjop.no/search?SearchTerm=trimmer&search=&searchResultTab=,1
RQ1150ACC,Philips Skjærehode Senso Touch 2D,,https://www.elkjop.no/product/styling-og-velvare/barbermaskin-og-trimmer/barbermaskiner-og-skjeggtrimmere/RQ1150ACC/philips-skjarehode-senso-touch-2d,"['Bytt skjærehoder hvert 2. år', 'For Senso Touch 2D-barbermaskiner', 'Til RQ1150, RQ1160, RQ1170, RQ1180']",649,https://www.elkjop.no/image/dv_web_D18000100268294/RQ1150ACC/philips-skjaerehode-senso-touch-2d.jpg?$digital220x220$,True,"4,4",14,elkjop.no,P&G,NO,Search,1,https://www.elkjop.no/search?SearchTerm=barberblad&search=&searchResultTab=,1
SPFXF85,Remington skjærehode til barbermaskin SPF-XF85,,https://www.elkjop.no/product/styling-og-velvare/barbermaskin-og-trimmer/barbermaskiner-og-skjeggtrimmere/SPFXF85/remington-skjarehode-til-barbermaskin-spf-xf85,"['Bytt skjærehode', 'Til Remington XF8500', 'Active Hybrid teknologi']",439,https://www.elkjop.no/image/dv_web_D18000100270736/SPFXF85/remington-skjaerehode-til-barbermaskin-spf-xf85.jpg?$digital220x220$,True,5,1,elkjop.no,P&G,NO,Search,2,https://www.elkjop.no/search?SearchTerm=barberblad&search=&searchResultTab=,1
SPFXF87,Remington skjærehode SPF-XF87,,https://www.elkjop.no/product/styling-og-velvare/barbermaskin-og-trimmer/barbermaskiner-og-skjeggtrimmere/SPFXF87/remington-skjarehode-spf-xf87,"['Bytt skjærehode', 'Til Remington XF8700', 'Active Hybrid teknologi']",439,https://www.elkjop.no/image/dv_web_D18000100270580/SPFXF87/remington-skjaerehode-spf-xf87.jpg?$digital220x220$,True,,,elkjop.no,P&G,NO,Search,3,https://www.elkjop.no/search?SearchTerm=barberblad&search=&searchResultTab=,1
SPTF2,Remington skjærehode SPTF2,,https://www.elkjop.no/product/styling-og-velvare/barbermaskin-og-trimmer/barbermaskiner-og-skjeggtrimmere/SPTF2/remington-skjarehode-sptf2,"['100 % barberingsytelse', 'Roterende skjærehode', 'Barberingstilbehør']",439,https://www.elkjop.no/image/dv_web_D18000100274377/SPTF2/remington-skjaerehode-sptf2.jpg?$digital220x220$,True,3,1,elkjop.no,P&G,NO,Search,4,https://www.elkjop.no/search?SearchTerm=barberblad&search=&searchResultTab=,1
294288,Braun Series 5 skjærehode BRA53B,,https://www.elkjop.no/product/styling-og-velvare/barbermaskin-og-trimmer/barbermaskiner-og-skjeggtrimmere/294288/braun-series-5-skjarehode-bra53b,"['Til Braun Series 5 barbermaskiner', 'For nær og sensitiv barbering', 'Bør byttes hver 18. måned']",399,https://www.elkjop.no/image/dv_web_D180001002707141/294288/braun-series-5-skjarehode-bra53b.jpg?$digital220x220$,True,,,elkjop.no,P&G,NO,Search,5,https://www.elkjop.no/search?SearchTerm=barberblad&search=&searchResultTab=,1
BRA32S,Braun Series 3 skjærehode 32S (sølv),,https://www.elkjop.no/product/styling-og-velvare/barbermaskin-og-trimmer/barbermaskiner-og-skjeggtrimmere/BRA32S/braun-series-3-skjarehode-32s-solv,"['Bytt skjærehode', 'Til Braun Series 3 barbermaskiner', 'Bør byttes hver 18. måned']",365,https://www.elkjop.no/image/dv_web_D180001002449247/BRA32S/braun-series-3-skjaerehode-32s-soelv.jpg?$digital220x220$,True,3,2,elkjop.no,P&G,NO,Search,6,https://www.elkjop.no/search?SearchTerm=barberblad&search=&searchResultTab=,1
SPRAQ,Remington AQ7 skjærehode SPRAQ,,https://www.elkjop.no/product/styling-og-velvare/barbermaskin-og-trimmer/barbermaskiner-og-skjeggtrimmere/SPRAQ/remington-aq7-skjarehode-spraq,"['Roterende hode', 'Gir perfekte resultater', 'Tilbehør for AQ7 modellen']",379,https://www.elkjop.no/image/dv_web_D18000100270782/SPRAQ/remington-aq7-skjaerehode-spraq.jpg?$digital220x220$,True,1,1,elkjop.no,P&G,NO,Search,7,https://www.elkjop.no/search?SearchTerm=barberblad&search=&searchResultTab=,1
BRA32B,Braun Series 3 skjærehode 32B (sort),,https://www.elkjop.no/product/styling-og-velvare/barbermaskin-og-trimmer/barbermaskiner-og-skjeggtrimmere/BRA32B/braun-series-3-skjarehode-32b-sort,"['Bytt skjærehode', 'Til Braun Series 3 barbermaskiner', 'Bør byttes hver 18. måned']",364,https://www.elkjop.no/image/dv_web_D180001002449181/BRA32B/braun-series-3-skjaerehode-32b-sort.jpg?$digital220x220$,True,"3,8",6,elkjop.no,P&G,NO,Search,8,https://www.elkjop.no/search?SearchTerm=barberblad&search=&searchResultTab=,1
BRA52S,Braun Series 5 skjærehode 52S (sølv),,https://www.elkjop.no/product/styling-og-velvare/barbermaskin-og-trimmer/barbermaskiner-og-skjeggtrimmere/BRA52S/braun-series-5-skjarehode-52s-solv,"['Bytt skjærehode', 'Til Braun Series 5 barbermaskin', 'Bør byttes hver 18. måned']",429,https://www.elkjop.no/image/dv_web_D18000100230536/BRA52S/braun-series-5-skjaerehode-52s-soelv.jpg?$digital220x220$,True,5,3,elkjop.no,P&G,NO,Search,9,https://www.elkjop.no/search?SearchTerm=barberblad&search=&searchResultTab=,1
309773,Philips OneBlade barberblad QP230/50V2,,https://www.elkjop.no/product/styling-og-velvare/harfjerning-for-kroppen/barberhovler/309773/philips-oneblade-barberblad-qp23050v2,"['3 stk. erstatningsblader', 'Til Philips OneBlade', 'Enkel å feste']",399,https://www.elkjop.no/image/dv_web_D180001002738578/309773/philips-oneblade-barberblad-qp23050v2.jpg?$digital220x220$,True,"3,5",93,elkjop.no,P&G,NO,Search,10,https://www.elkjop.no/search?SearchTerm=barberblad&search=&searchResultTab=,1
309779,Philips OneBlade barberblad QP610/50V2,,https://www.elkjop.no/product/styling-og-velvare/harfjerning-for-kroppen/barberhovler/309779/philips-oneblade-barberblad-qp61050v2,"['1 stk. refillblad', 'Til Philips OneBlade', 'Enkelt å feste']",249,https://www.elkjop.no/image/dv_web_D180001002738559/309779/philips-oneblade-barberblad-qp61050v2.jpg?$digital220x220$,False,"4,5",45,elkjop.no,P&G,NO,Search,11,https://www.elkjop.no/search?SearchTerm=barberblad&search=&searchResultTab=,1
BRA70S,Braun Series 7 skjærehode 70S (sølv),,https://www.elkjop.no/product/styling-og-velvare/barbermaskin-og-trimmer/barbermaskiner-og-skjeggtrimmere/BRA70S/braun-series-7-skjarehode-70s-solv,"['Bytt skjærehode', 'Til Braun Series 7 barbermaskiner', 'Bør byttes hver 18. måned']",439,https://www.elkjop.no/image/dv_web_D180001002449198/BRA70S/braun-series-7-skjaerehode-70s-soelv.jpg?$digital220x220$,True,5,9,elkjop.no,P&G,NO,Search,12,https://www.elkjop.no/search?SearchTerm=barberblad&search=&searchResultTab=,1
HX6032,Philips Sonicare For Kids Compact børstehode (2 stk),,https://www.elkjop.no/product/styling-og-velvare/tannpleie/tannborstehoder/HX6032/philips-sonicare-for-kids-compact-borstehode-2-stk,"['2 børstehoder i pakken', 'Fra 4+ år', 'Bør byttes hver 3. måned']",179,https://www.elkjop.no/image/dv_web_D18000100251797/HX6032/philips-sonicare-for-kids-compact-borstehode-2-stk.jpg?$digital220x220$,True,5,3,elkjop.no,P&G,NO,Search,1,https://www.elkjop.no/search?SearchTerm=b%C3%B8rstehode&search=&searchResultTab=,1
HX6042,Philips Sonicare For Kids standard børstehode (2 stk),,https://www.elkjop.no/product/styling-og-velvare/tannpleie/tannborstehoder/HX6042/philips-sonicare-for-kids-standard-borstehode-2-stk,"['2 børstehoder i pakken', 'Fra 7+ år', 'Bør byttes hver 3. måned']",189,https://www.elkjop.no/image/dv_web_D18000100251850/HX6042/philips-sonicare-for-kids-standard-boerstehode-2-stk.jpg?$digital220x220$,True,,,elkjop.no,P&G,NO,Search,2,https://www.elkjop.no/search?SearchTerm=b%C3%B8rstehode&search=&searchResultTab=,1
EB185,Oral B 3D White børstehode EB185,,https://www.elkjop.no/product/styling-og-velvare/tannpleie/tannborstehoder/EB185/oral-b-3d-white-borstehode-eb185,"['Pakke med 5 børstehoder', 'Spesiell poleringsfunksjon', 'For naturlig hvitere tenner']",279,https://www.elkjop.no/image/dv_web_D180001002407983/EB185/oral-b-3d-white-boerstehode-eb185.jpg?$digital220x220$,False,"4,6",5,elkjop.no,P&G,NO,Search,3,https://www.elkjop.no/search?SearchTerm=b%C3%B8rstehode&search=&searchResultTab=,1
EB252FA,Oral-B FlossAction børstehode EB252FA,,https://www.elkjop.no/product/styling-og-velvare/tannpleie/tannborstehoder/EB252FA/oral-b-flossaction-borstehode-eb252fa,"['Pakke med 2 børstehode', 'Omgir hver tann', 'En indikator vil varsle deg når det er på tide å bytte børstehode']",119,https://www.elkjop.no/image/dv_web_D180001002408059/EB252FA/oral-b-flossaction-boerstehode-eb252fa.jpg?$digital220x220$,False,"4,8",6,elkjop.no,P&G,NO,Search,4,https://www.elkjop.no/search?SearchTerm=b%C3%B8rstehode&search=&searchResultTab=,1
EB302,Oral-B TriZone børstehode EB302,,https://www.elkjop.no/product/styling-og-velvare/tannpleie/tannborstehoder/EB302/oral-b-trizone-borstehode-eb302,"['Pakke med 2 børstehode', 'Dypere rengjøring', 'Formet som en vanlig manuell tannbørste']",127,https://www.elkjop.no/image/dv_web_D18000100248243/EB302/oral-b-trizone-boerstehode-eb302.jpg?$digital220x220$,False,"3,9",16,elkjop.no,P&G,NO,Search,5,https://www.elkjop.no/search?SearchTerm=b%C3%B8rstehode&search=&searchResultTab=,1
EB304,Oral-B TriZone børstehode EB304,,https://www.elkjop.no/product/styling-og-velvare/tannpleie/tannborstehoder/EB304/oral-b-trizone-borstehode-eb304,"['Pakke med 4 børstehoder', 'Dypere rengjøring', 'Formet som en vanlig manuell tannbørste']",199,https://www.elkjop.no/image/dv_web_D180001002510091/EB304/oral-b-trizone-boerstehode-eb304.jpg?$digital220x220$,False,"3,9",17,elkjop.no,P&G,NO,Search,6,https://www.elkjop.no/search?SearchTerm=b%C3%B8rstehode&search=&searchResultTab=,1
EB255,Oral-B FlossAction børstehode EB255,,https://www.elkjop.no/product/styling-og-velvare/tannpleie/tannborstehoder/EB255/oral-b-flossaction-borstehode-eb255,"['Pakke med 5 børstehode', 'Omgir hver tann', 'En indikator vil varsle deg når det er på tide å bytte børstehode']",239,https://www.elkjop.no/image/dv_web_D180001002407975/EB255/oral-b-flossaction-boerstehode-eb255.jpg?$digital220x220$,False,"4,8",6,elkjop.no,P&G,NO,Search,7,https://www.elkjop.no/search?SearchTerm=b%C3%B8rstehode&search=&searchResultTab=,1
EBS173,Oral-B Sensitive børstehode,,https://www.elkjop.no/product/styling-og-velvare/tannpleie/tannborstehoder/EBS173/oral-b-sensitive-borstehode,"['3 børstehoder er inkludert i pakken', 'Ekstra myk bust', 'Skånsom fjerning av plakk']",149,https://www.elkjop.no/image/dv_web_D180001002408072/EBS173/oral-b-sensitive-boerstehode.jpg?$digital220x220$,False,"4,6",13,elkjop.no,P&G,NO,Search,8,https://www.elkjop.no/search?SearchTerm=b%C3%B8rstehode&search=&searchResultTab=,1
EB104FROZEN,Oral B Kids Frost børstehode,,https://www.elkjop.no/product/styling-og-velvare/tannpleie/tannborstehoder/EB104FROZEN/oral-b-kids-frost-borstehode,"['Myk bust', 'For renere tenner og tannkjøtt', 'Frostmotiv']",159,https://www.elkjop.no/image/dv_web_D180001002410523/EB104FROZEN/oral-b-kids-frost-boerstehode.jpg?$digital220x220$,False,5,1,elkjop.no,P&G,NO,Search,9,https://www.elkjop.no/search?SearchTerm=b%C3%B8rstehode&search=&searchResultTab=,1
EB104STARWARS,Oral B EB10 Kids StarWars børstehode 160953,,https://www.elkjop.no/product/styling-og-velvare/tannpleie/tannborstehoder/EB104STARWARS/oral-b-eb10-kids-starwars-borstehode-160953,"['Ekstra myk bust', '4 børstehoder', 'Star Wars design']",159,https://www.elkjop.no/image/dv_web_D180001002410578/EB104STARWARS/oral-b-eb10-kids-starwars-boerstehode-160953.jpg?$digital220x220$,False,,,elkjop.no,P&G,NO,Search,10,https://www.elkjop.no/search?SearchTerm=b%C3%B8rstehode&search=&searchResultTab=,1
COL274621,Colgate ProClinical Sensitive børstehode (2 pakk),,https://www.elkjop.no/product/styling-og-velvare/tannpleie/tannborstehoder/COL274621/colgate-proclinical-sensitive-borstehode-2-pakk,"['2 børstehoder er inkludert', 'Skånsom og dyp rengjøring', 'Passer perfekt til de med sensitive tenner']",127,https://www.elkjop.no/image/dv_web_D180001002786349/COL274621/colgate-proclinical-sensitive-borstehode-2-pakk.jpg?$digital220x220$,False,5,1,elkjop.no,P&G,NO,Search,11,https://www.elkjop.no/search?SearchTerm=b%C3%B8rstehode&search=&searchResultTab=,1
COL274620,Colgate ProClinical Triple Clean børstehode (4 pakk),,https://www.elkjop.no/product/styling-og-velvare/tannpleie/tannborstehoder/COL274620/colgate-proclinical-triple-clean-borstehode-4-pakk,"['4 børstehoder er inkludert i pakken', 'Gir utmerket rengjøring av tenner og tannkjøtt', 'Effektiv fjerning av plakk']",177,https://www.elkjop.no/image/dv_web_D180001002792882/COL274620/colgate-proclinical-triple-clean-borstehode-4-pakk.jpg?$digital220x220$,False,"4,7",3,elkjop.no,P&G,NO,Search,12,https://www.elkjop.no/search?SearchTerm=b%C3%B8rstehode&search=&searchResultTab=,1
GIL465132,Gillette Fusion5 Ultra barbergel 465132,,https://www.elkjop.no/product/styling-og-velvare/harfjerning-for-kroppen/barberskum-og-gel/GIL465132/gillette-fusion5-ultra-barbergel-465132,"['Volum: 200 ml', 'Mykgjør og glatter ut huden', 'Dermatologisk testet']",89,https://www.elkjop.no/image/dv_web_D180001002829320/GIL465132/gillette-fusion5-ultra-barbergel-465132.jpg?$digital220x220$,True,,,elkjop.no,P&G,NO,Search,1,https://www.elkjop.no/search?SearchTerm=barbergel&search=&searchResultTab=,1
GIL980819,Gillette Series Sensitive barbergel,,https://www.elkjop.no/product/styling-og-velvare/harfjerning-for-kroppen/barberskum-og-gel/GIL980819/gillette-series-sensitive-barbergel,"['200 ml', 'Perfekt for sensitiv hud', 'Lett parfymert']",47,https://www.elkjop.no/image/dv_web_D18000100247811/GIL980819/gillette-series-sensitive-barbergel.jpg?$digital220x220$,False,,,elkjop.no,P&G,NO,Search,2,https://www.elkjop.no/search?SearchTerm=barbergel&search=&searchResultTab=,1
19396,Gillette Series Sensitive barbergele,,https://www.elkjop.no/product/styling-og-velvare/harfjerning-for-kroppen/barberskum-og-gel/19396/gillette-series-sensitive-barbergele,"['Aloe Vera', '2x 200ml', 'Pleier og beskytter']",109,https://www.elkjop.no/image/dv_web_D180001002829515/19396/gillette-series-sensitive-barbergele.jpg?$digital220x220$,True,,,elkjop.no,P&G,NO,Search,3,https://www.elkjop.no/search?SearchTerm=barbergel&search=&searchResultTab=,1
GIL073221,Gillette Fusion barbergelé 073221,,https://www.elkjop.no/product/styling-og-velvare/harfjerning-for-kroppen/barberskum-og-gel/GIL073221/gillette-fusion-barbergele-073221,"['Volum: 200 ml', 'Beskytter og tilfører fuktighet', 'Inneholder shea butter']",57,https://www.elkjop.no/image/dv_web_D18000100247019/GIL073221/gillette-fusion-barbergele-073221.jpg?$digital220x220$,False,5,1,elkjop.no,P&G,NO,Search,4,https://www.elkjop.no/search?SearchTerm=barbergel&search=&searchResultTab=,1
GIL065349,Gillette Satin Care Pure & Delicate barbergelé 065349,,https://www.elkjop.no/product/styling-og-velvare/harfjerning-for-kroppen/barberskum-og-gel/GIL065349/gillette-satin-care-pure-delicate-barbergele-065349,"['200 ml', 'Minimerer hudirritasjon', 'Dermatologisk testet']",99,https://www.elkjop.no/image/dv_web_D18000100247020/GIL065349/gillette-satin-care-pure-delicate-barbergele-065349.jpg?$digital220x220$,False,,,elkjop.no,P&G,NO,Search,5,https://www.elkjop.no/search?SearchTerm=barbergel&search=&searchResultTab=,1
350689,Gillette ProGlide barberhøvel for menn 596775 (sort/sølv),,https://www.elkjop.no/product/styling-og-velvare/barbermaskin-og-trimmer/barbermaskiner-og-skjeggtrimmere/350689/gillette-proglide-barberhovel-for-menn-596775-sortsolv,"['FlexBall-teknologi', '5 antifriksjonsblader', '1 stk. barberblad inkludert']",115,https://www.elkjop.no/image/dv_web_D180001002838639/350689/gillette-proglide-barberhovel-for-menn-596775-sortsolv.jpg?$digital220x220$,True,,,elkjop.no,P&G,NO,Search,1,https://www.elkjop.no/search?SearchTerm=barberh%C3%B8vel&search=&searchResultTab=,1
GIL458110,Gillette Fusion5 barberhøvel 458110,,https://www.elkjop.no/product/styling-og-velvare/harfjerning-for-kroppen/barberhovler/GIL458110/gillette-fusion5-barberhovel-458110,"['5 anti-fiksjonsblader', 'Passer alle Fusion5-fester', 'Presisjonstrimmer på baksiden']",129,https://www.elkjop.no/image/dv_web_D180001002410516/GIL458110/gillette-fusion5-barberhoevel-458110.jpg?$digital220x220$,True,,,elkjop.no,P&G,NO,Search,2,https://www.elkjop.no/search?SearchTerm=barberh%C3%B8vel&search=&searchResultTab=,1
GIL263844,Gillette Fusion5 ProGlide barberhoder 263844,,https://www.elkjop.no/product/styling-og-velvare/harfjerning-for-kroppen/barberhovler/GIL263844/gillette-fusion5-proglide-barberhoder-263844,"['Praktisk 4-pakning', '5 stk. antifriksjonsblader', 'For Gillette Fusion5 ProGlide barberhøvler']",199,https://www.elkjop.no/image/dv_web_D180001002829492/GIL263844/gillette-fusion5-proglide-barberhoder-263844.jpg?$digital220x220$,True,,,elkjop.no,P&G,NO,Search,3,https://www.elkjop.no/search?SearchTerm=barberh%C3%B8vel&search=&searchResultTab=,1
GIL462933,Gillette Mach3 barberhoder 462933,,https://www.elkjop.no/product/styling-og-velvare/harfjerning-for-kroppen/barberhovler/GIL462933/gillette-mach3-barberhoder-462933,"['Fem sterke og skarpe blader', '15 barberinger per barberhode', 'Kompatibel med Mach3-barberhøvler']",159,https://www.elkjop.no/image/dv_web_D180001002829014/GIL462933/gillette-mach3-barberhoder-462933.jpg?$digital220x220$,True,,,elkjop.no,P&G,NO,Search,4,https://www.elkjop.no/search?SearchTerm=barberh%C3%B8vel&search=&searchResultTab=,1
GIL851294,Gillette Fusion5 barberblad 851294,,https://www.elkjop.no/product/styling-og-velvare/harfjerning-for-kroppen/barberhovler/GIL851294/gillette-fusion5-barberblad-851294,"['4 stk. erstatningsblader', '5 blad per barberhode', 'Presisjonstrimmer']",189,https://www.elkjop.no/image/dv_web_D180001002829490/GIL851294/gillette-fusion5-barberblad-851294.jpg?$digital220x220$,True,,,elkjop.no,P&G,NO,Search,5,https://www.elkjop.no/search?SearchTerm=barberh%C3%B8vel&search=&searchResultTab=,1
GIL273423,Gillette Fusion ProGlide Power barberhøvel,,https://www.elkjop.no/product/styling-og-velvare/harfjerning-for-kroppen/barberhovler/GIL273423/gillette-fusion-proglide-power-barberhovel,"['3 trimlengder', 'Vibrerende håndtak', 'Vanntett']",329,https://www.elkjop.no/image/dv_web_D180001002407981/GIL273423/gillette-fusion-proglide-power-barberhoevel.jpg?$digital220x220$,True,"4,9",8,elkjop.no,P&G,NO,Search,6,https://www.elkjop.no/search?SearchTerm=barberh%C3%B8vel&search=&searchResultTab=,1
350681,Gillette Mach3 barberhøvel 596713,,https://www.elkjop.no/product/styling-og-velvare/harfjerning-for-kroppen/barberhovler/350681/gillette-mach3-barberhovel-596713,"['For opptil 15 barberinger', 'Tre skarpe blader', 'Ergonomisk håndtak']",99,https://www.elkjop.no/image/dv_web_D180001002826598/350681/gillette-mach3-barberhovel-596713.jpg?$digital220x220$,True,,,elkjop.no,P&G,NO,Search,7,https://www.elkjop.no/search?SearchTerm=barberh%C3%B8vel&search=&searchResultTab=,1
350672,Gillette Fusion5 barberhøvel 596683,,https://www.elkjop.no/product/styling-og-velvare/harfjerning-for-kroppen/barberhovler/350672/gillette-fusion5-barberhovel-596683,"['5 stk. antifriksjonsblader', 'Presisjonstrimmer', '2 stk. barberhoder']",135,https://www.elkjop.no/image/dv_web_D180001002820142/350672/gillette-fusion5-barberhovel-596683.jpg?$digital220x220$,True,,,elkjop.no,P&G,NO,Search,8,https://www.elkjop.no/search?SearchTerm=barberh%C3%B8vel&search=&searchResultTab=,1
350685,Gillette ProShield barberhøvel 596928,,https://www.elkjop.no/product/styling-og-velvare/harfjerning-for-kroppen/barberhovler/350685/gillette-proshield-barberhovel-596928,"['FlexBall-teknologi', '5 antifriksjonsblader', 'Presisjonstrimmer']",180,https://www.elkjop.no/image/dv_web_D180001002818336/350685/gillette-proshield-barberhovel-596928.jpg?$digital220x220$,True,,,elkjop.no,P&G,NO,Search,9,https://www.elkjop.no/search?SearchTerm=barberh%C3%B8vel&search=&searchResultTab=,1
